Type,carbon_isotopes,silicon_29_28,silicon_30_28
C,78.87,1811,2882
M,78.9,54,85
M,78.9,14.3,6.4
M,78.95,22,24
M,78.96,3,9
M,78.96,-31,16
M,78.96,-4,35
M,78.97,65,55
M,78.99,-13,10
M,79.00,32,17
M,79.00,6,42
M,79,-43,-47
M,79,-42,-25
M,79,-5,4
M,79,25,13
M,79,103,68
M,79.03,18,13
M,79.03,27,31
M,79.03,23,39
M,79.03,14,32
M,79.05,37,45
M,79.05,12,32
M,79.07,8,27
M,79.09,-2,2
M,79.09,15,34
M,79.1,-51,-45
M,79.1,-54,2
M,79.12,-1,9
M,79.12,27,50
M,79.14,22,24
M,79.2,18.3,24.0
M,79.18,42,79
M,79.22,-12,56
M,79.25,-4,14
M,79.26,25,58
M,79.29,6,8
M,79.29,-3,-11
M,79.30,35,43
M,79.34,45,61
M,79.35,-6,11
M,79.35,42,37
M,79.36,3,19
M,79.42,-17,6
M,79.42,39,82
M,79.46,27,28
M,79.49,-27,-39
M,79.49,-40,-10
M,79.5,-29,-12
M,79.5,-35,20
M,79.52,5,3
M,79.53,22,19
M,79.55,18,9
M,79.55,-22,-6
M,79.55,8,28
M,79.6,24.3,8.7
M,79.57,17,9
X,79.58,-336,-489
M,79.62,-41,-80
M,79.63,-9,35
M,79.64,30,42
M,79.64,32,52
M,79.65,14,1
M,79.69,32,34
U,79.70,413,422
M,79.71,-10,14
M,79.73,20,23
M,79.73,17,-23
M,79.73,50,45
M,79.73,13,56
M,79.73,-9,-11
M,79.75,20,-28
M,79.75,-19,-2
M,79.75,-51,-1
M,79.75,26,24
M,79.76,40,48
M,79.77,33,26
M,79.77,2,14
M,79.79,54,44
M,79.79,10,44
Z,79.8,-54,70
M,79.80,24,29
M,79.82,-5,-44
M,79.82,41,78
M,79.83,8,-2
M,79.86,14,30
M,79.86,-14,16
M,79.87,34,6
M,79.88,11,1
M,79.92,21,11
M,79.94,1,17
M,79.95,10,12
M,79.95,-11,43
M,79.95,1,43
M,79.95,48,58
M,79.96,-16,-4
M,79.98,-15,-5
M,79.99,52,43
M,79.99,31,45
M,79.99,31,-8
M,80.00,92,93
M,80,96,60
M,80.02,33,7
M,80.02,33,34
Z,80.02,-51,35
M,80.03,19,14
M,80.04,27,28
M,80.05,-26,-2
M,80.07,12.65,13.45
M,80.07,32,13
M,80.08,12,7
M,80.08,5,39
M,80.08,-3,43
M,80.1,65,84
M,80.12,-1,7
M,80.14,18,19
M,80.15,-26,-29
M,80.16,59,42
M,80.19,-61,-77
M,80.19,20,25
M,80.19,48,49
M,80.19,101,80
M,80.19,10,35
M,80.2,-34,8
Z,80.22,29,70
M,80.24,12,34
M,80.24,-22,-26
M,80.25,30,48
M,80.26,8,24
Z,80.27,-33,155
X,80.3,-397,-572.5
M,80.3,12,47
M,80.31,53,56
M,80.32,44,45
M,80.34,-9,-6
M,80.35,93,81
M,80.35,0,30
M,80.35,24,34
M,80.36,76,39
M,80.36,10,44
M,80.37,10,3
M,80.39,-15,5
Z,80.4,-121,61
Z,80.4,10,70
M,80.40,45,44
M,80.42,48,70
M,80.42,23,44
M,80.44,45,42
Z,80.44,-56,92
M,80.45,25,4
M,80.49,16,-21
M,80.49,-8,-21
M,80.49,22,43
M,80.5,3,20
M,80.5,25,46
Z,80.5,-10,83
M,80.51,45.2,40.3
M,80.53,51,54
M,80.53,27,40
M,80.54,4,36
M,80.54,-22,21
M,80.56,35,51
Z,80.59,-110,194
M,80.6,-24,-38
M,80.6,-7,41
M,80.62,-8,-14
M,80.63,44,43
Z,80.64,16,60
M,80.65,67,36
M,80.68,45,42
M,80.69,-27,-27
M,80.69,20,34
M,80.7,-43,-41
M,80.7,20,39
M,80.7,31,55
M,80.74,3,29
M,80.76,38,35
M,80.76,3,21
M,80.78,-1,6
M,80.8,-30.8,8.8
M,80.8,-51,-50
M,80.8,-13,48
M,80.84,31,42
M,80.88,50,41
M,80.89,10,30
M,80.9,34,8
M,80.9,16,34
M,80.92,41,38
M,80.95,-84,-9
M,81.00,-26,-2
M,81.04,3,6
M,81.04,-7,11
M,81.07,-6,-76
M,81.08,24,35
M,81.10,13,-10
M,81.10,-60,-67
Z,81.1,-108,392
X,81.10,-504,-458
M,81.10,33,1
M,81.10,-7,3
M,81.10,-22,-4
M,81.15,7,27
M,81.15,33,59
Z,81.16,-91,140
M,81.21,4,19
M,81.25,11,26
M,81.25,13,40
Z,81.28,-27,83
M,81.29,48,0
M,81.29,6,35
M,81.3,-31,-48
M,81.3,100,-6
M,81.31,-24,12
M,81.31,47,60
M,81.34,29,38
M,81.35,25,43
M,81.4,22.7,22.2
M,81.36,44,6
M,81.38,-12,13
M,81.38,6,21
M,81.38,24,9
M,81.4,13,40
M,81.41,35,43
M,81.42,-17,32
M,81.42,117,86
M,81.43,31,29
M,81.44,33,57
M,81.45,-18,-20
Z,81.47,-13,37
M,81.49,41,25
M,81.50,16,24
M,81.50,35,34
M,81.5,-9,-17
M,81.50,7,-22
M,81.51,-8,26
M,81.52,-18,-17
M,81.52,5,22
M,81.52,58,46
M,81.56,29,46
M,81.57,10,62
M,81.59,23,35
M,81.61,26,29
M,81.61,25,15
M,81.62,36,47
M,81.67,-6,26
M,81.69,22,41
M,81.70,-62,-41
M,81.70,19,50
M,81.75,15,12
M,81.8,37.0,50.8
M,81.8,-47,-1
M,81.82,41,47
M,81.83,-1,51
Z,81.83,-34,64
X,81.84,-387,-379
M,81.85,26,51
M,81.86,-16,4
M,81.9,73,88
M,81.93,75,26
M,81.95,26,21
M,81.95,43,29
M,81.96,26,15
M,81.98,23,33
M,82.00,10,37
M,82,-6,-6
M,82,111,-2
Z,82,-17,33
M,82,51,89
Z,82,47,106
M,82.01,20,35
M,82.02,18,30
M,82.0,20.1,49.4
M,82.04,3,34
M,82.08,-18,-26
M,82.10,0,-9
M,82.1,-44,15
M,82.11,-36,-5
M,82.11,44,40
M,82.12,39,37
M,82.12,8,1
M,82.15,38,75
M,82.2,-37,-40
M,82.21,64,57
M,82.22,-18,3
M,82.22,-17,18
M,82.22,44,90
Z,82.22,-27,48
X,82.2,-151,-255
M,82.26,27,38
M,82.31,36,22
M,82.31,17,19
M,82.33,4,15
U,82.34,29,-28
M,82.36,-28,-10
M,82.36,72,63
M,82.36,3,44
M,82.36,2,20
M,82.37,38,52
M,82.41,20,31
M,82.42,6,18
M,82.43,10,-6
M,82.44,-47,-63
M,82.46,-53,38
M,82.47,19,-3
M,82.49,11,38
M,82.50,-30,-6
M,82.50,-32,4
M,82.5,-4,12
M,82.5,94.1,93.1
M,82.54,-8,36
M,82.55,6,44
M,82.58,33,11
M,82.59,46,20
X,82.59,-188,-331
M,82.59,35,50
M,82.59,2,32
M,82.6,9.7,42.8
M,82.6,-14,-32
M,82.6,88,133
M,82.64,-7,-27
M,82.69,27,55
M,82.7,13,69
X,82.71,-331,-402
M,82.71,-58,-29
M,82.71,37,-2
M,82.75,33,35
M,82.77,-28,1
M,82.79,38,92
M,82.8,4,-3
M,82.8,-14,33
M,82.85,-15,9
M,82.89,19,26
M,82.9,21,21
M,82.9,18,33
M,82.92,47,55
M,82.92,-35,84
Z,82.93,-85,-36
M,82.93,-14,17
M,82.93,2,29
Z,82.94,-34,128
Z,82.94,-69,117
M,82.98,66,53
M,83,-25,2
M,83,-53,14
M,83,-29,33
M,83,41,61
M,83.00,-22,-3
M,83.04,-26,-15
M,83.06,13,30
M,83.07,11,56
M,83.07,-57,-15
M,83.07,26,23
M,83.07,50,31
M,83.08,-60,-30
M,83.1,-40,-41
M,83.1,-31,-28
X,83.10,-271,-242
M,83.11,43,42
M,83.11,-6,-2
M,83.13,38,6
M,83.13,31,43
M,83.14,-24,33
M,83.2,1.8,44.1
M,83.18,19,21
M,83.18,-17,21
M,83.19,15,19
M,83.20,40,13
Z,83.2,-10,32
M,83.2,75,54
M,83.2,6.7,-11.7
Z,83.22,-112,-21
M,83.22,0,9
M,83.22,-5,41
M,83.22,-18,15
M,83.22,9,32
M,83.3,15.7,51.8
M,83.26,11,14
M,83.29,-5,22
M,83.29,8,30
M,83.3,-70,-90
M,83.3,12,15
Z,83.3,-30,47
M,83.30,9,24
M,83.31,3,-33
M,83.3,34.6,27.0
M,83.33,16,16
M,83.33,22,19
M,83.34,30,51
Z,83.35,-49,46
M,83.36,-3,38
M,83.36,-33,-71
M,83.36,11,7
M,83.36,-2,22
M,83.37,-15,-5
M,83.37,4,6
M,83.38,13,15
M,83.4,-37,-35
M,83.42,1,25
M,83.44,-14,-37
M,83.44,32,59
M,83.45,52,9
X,83.49,-188.17,-330.84
Z,83.50,-28,33
M,83.5,-28,-36
M,83.5,-8,16
M,83.5,32,18
M,83.51,3,-3
X,83.56,-294,-295
M,83.58,-17,-28
M,83.6,-30,-28
M,83.6,-19.4,-1.9
M,83.65,15,-7
M,83.65,-9,24
M,83.68,16,58
Z,83.7,-53,11
M,83.73,-33,25
M,83.73,22,59
M,83.75,14,27
M,83.8,43,37
M,83.8,-19,3
M,83.80,0,28
M,83.84,-12,39
M,83.89,71,50
M,83.91,20,14
M,83.95,16,32
M,83.98,3,26
M,84.00,-6,13
M,84.00,-6,-12
M,84.02,4,3
M,84.02,58,33
M,84.02,77,51
M,84.05,-14,15
M,84.06,15,14
M,84.1,-3,17
M,84.1,26.4,56.4
M,84.1,44,58
M,84.2,39.0,41.3
M,84.16,14,1
M,84.17,10,36
Z,84.17,-9,68
M,84.2,-46,-55
M,84.2,30,56
M,84.2,9.0,31.9
M,84.24,30,12
X,84.3,-148,-249
M,84.3,-6,16
M,84.31,21,19
M,84.32,37,16
M,84.32,-8,-4
M,84.32,4,-2
M,84.33,35,27
M,84.33,16,60
M,84.39,10,16
M,84.4,-24,5
M,84.4,-18,5
M,84.4,46.1,67.4
M,84.42,31,40
M,84.44,12,33
M,84.47,10,33
M,84.47,21,34
M,84.5,-3,-14
X,84.56,-346.49,-496.80
M,84.57,-18,19
M,84.57,62,56
M,84.62,10,19
M,84.62,20,16
M,84.68,17,33
M,84.68,18,26
M,84.7,-22,-4
M,84.7,18,17
M,84.70,40,34
M,84.74,60,43
M,84.82,7,21
M,84.84,26,25
M,84.85,-13,10
M,84.86,-16,1
M,84.9,-29,-36
M,84.9,-22,-26
M,84.90,-6,17
M,84.91,6,24
M,84.92,-45,-33
M,84.9,-25.6,-5.5
M,84.94,8,39
M,84.99,45,20
M,84.99,-7,23
M,85,-48,-44
M,85,-46,-42
M,85,-1,52
X,85.00,-197,-245
M,85.02,19,18
M,85.07,20,32
M,85.1,99,94
M,85.11,-33,-35
M,85.14,-30,-3
M,85.14,11,39
M,85.15,17,37
M,85.2,-20.8,34.5
M,85.20,30,75
M,85.2,-51,-51
M,85.2,-10,13
M,85.2,17,33
Z,85.2,-161,272
M,85.22,5,39
M,85.23,16,36
M,85.24,33,26
M,85.24,25,66
M,85.24,31,45
M,85.26,3,45
M,85.26,-20,1
M,85.27,-3,22
Z,85.27,115,138
M,85.29,-19,-10
Z,85.29,-69,113
M,85.30,39,55
M,85.4,18.3,34.3
M,85.4,-9.6,-12.0
M,85.4,-23,31
M,85.4,37,71
M,85.42,-13,-20
Z,85.45,-129,335
M,85.46,10,-25
M,85.48,15,26
M,85.48,-3,-39
Z,85.6,-61,29
M,85.60,-5,56
M,85.60,60,56
M,85.6,-27,-29
M,85.6,4,-4
M,85.6,-46,2
M,85.6,7,30
Z,85.60,-72,298
M,85.60,46,35
M,85.68,14,13
M,85.68,17,15
M,85.69,1,44
M,85.71,-128,-46
M,85.71,40,41
M,85.74,-2,55
M,85.74,15,27
M,85.75,-10,39
M,85.76,-24,-2
M,85.8,-52,-63
M,85.8,10,38
M,85.8,40,61
M,85.83,-1,13
M,85.85,12,-8
M,85.89,-3,17
X,85.9,-119,-194
M,85.9,-64,-56
M,85.9,-51,-34
M,85.9,-17,-15
M,85.91,26,45
M,85.91,-88,-102
M,85.95,30,49
M,85.95,58,75
M,86,-54,-73
M,86,-12,-13
M,86.0,-20.6,-1.3
M,86.03,-32,-42
M,86.04,-8,18
M,86.05,14,15
M,86.05,-6,-29
M,86.06,-5,-88
M,86.1,-46,-62
M,86.1,-36,-39
M,86.1,-17,34
M,86.15,11,13
M,86.15,1,10
M,86.17,3,29
M,86.22,-53,4
M,86.22,57,14
M,86.22,-21,41
Z,86.22,-3,88
M,86.27,67,67
M,86.3,-28,-63
M,86.3,-43,-28
M,86.3,-57,-14
M,86.3,-10,8
M,86.3,18,50
M,86.32,7,-20
M,86.32,12,-2
M,86.36,27,48
M,86.37,-1,6
M,86.4,6.8,28.5
M,86.4,-76,-79
M,86.4,4,11
M,86.41,20,22
M,86.45,7,28
Z,86.45,-93,116
M,86.45,22,24
M,86.49,115,119
U,86.49,22,73
M,86.5,-52,-42
M,86.51,34,11
M,86.58,10,16
M,86.59,3,32
M,86.61,72,56
Z,86.61,-107,277
M,86.62,-13,-12
M,86.63,-33,32
M,86.6,31.6,26.1
M,86.64,66,38
M,86.7,17.8,24.8
M,86.67,19,22
M,86.68,-22,31
M,86.7,-1,11
M,86.7,-1,13
M,86.7,3,24
M,86.7,35,63
M,86.73,-4,-42
M,86.74,12,13
M,86.74,12,43
M,86.76,3,41
M,86.76,69,123
M,86.77,14,49
M,86.8,-13,-1
M,86.8,30,44
M,86.84,-42,-27
M,86.86,-9,-10
M,86.87,-25,-5
M,86.89,-14,4
M,86.9,-68,-75
M,86.9,-35,-42
M,86.9,17,41
M,86.92,20,-9
M,86.92,-4,-6
M,86.92,-3,0
M,86.92,-11,15
M,86.92,26,20
Z,86.92,-147,197
M,86.94,45,13
M,86.97,-25,-9
M,86.98,-6,26
M,87,-37,-58
M,87,-22,-28
M,87.00,-9,-8
M,87.00,-1,36
M,87.02,-12,-107
M,87.03,-29,1
M,87.06,-18,-1
M,87.06,47,77
M,87.07,0,31
M,87.08,-21,-99
M,87.08,51,55
M,87.1,0.3,-4.2
M,87.1,-34,18
M,87.1,4,19
M,87.11,14,-9
M,87.11,14,32
M,87.15,3,24
M,87.18,-20,24
X,87,-126,-219
Z,87.21,-132,321
M,87.22,32,32
M,87.24,7,22
M,87.2,8.2,36.9
Z,87.30,-57,168
M,87.3,-43,-46
M,87.3,-39,-24
M,87.3,-21,-22
M,87.3,-31,-18
M,87.3,-6,-3
M,87.3,0,22
M,87.3,25,28
M,87.32,0,24
M,87.34,37,60
M,87.35,-22,3
M,87.35,5,29
M,87.38,5,30
M,87.4,6,-6
M,87.4,39,46
M,87.47,-7,34
X,87.47,-200,-276
M,87.5,-47,-81
M,87.5,-59,-54
M,87.5,-11,-22
M,87.5,-44,-3
M,87.5,-8,-2
M,87.5,-7,17
M,87.5,30,39
M,87.58,3,36
M,87.6,-48,-42
M,87.6,-46,-37
M,87.6,-61,-29
M,87.6,-30,-23
M,87.61,-26,35
M,87.6,63.8,153.9
M,87.63,18,47
M,87.64,-5,28
Z,87.64,-35,66
M,87.7,-32,-41
M,87.7,-37,-40
M,87.7,-32,-39
M,87.7,-5,2
M,87.7,13,10
M,87.7,10,20
X,87.75,-101,-121
Z,87.80,-100,6
M,87.8,-50,-67
M,87.8,-45,-50
M,87.83,76,68
M,87.85,29,44
M,87.86,1,20
M,87.88,-62,-75
M,87.88,-13,-45
M,87.88,-15,6
M,87.9,16.5,47.8
M,87.90,0,18
M,87.9,-91,-49
M,87.9,-50,-46
M,87.9,-48,-45
M,87.9,13,10
M,87.96,-1,13
M,88.00,-12,13
X,88.00,-236,-189
M,88,-47,-55
M,88,-47,-54
M,88,-33,-35
M,88,-7,-24
M,88,-22,-12
M,88.0,0.8,3.6
M,88,6,9
M,88,-4,29
Z,88,-14,58
M,88.01,-10,36
M,88.04,-17,16
M,88.05,52,55
M,88.06,36,79
M,88.10,29,73
M,88.1,7,4
M,88.1,12,17
M,88.1,15,20
M,88.1,4,27
M,88.14,-22,4
M,88.19,-47,128
M,88.20,-49,24
M,88.2,-27,-39
M,88.2,-17,-21
M,88.2,6,17
M,88.21,-47,10
M,88.2,7.6,19.3
M,88.23,-12,24
M,88.25,-10,-83
M,88.25,47,79
M,88.25,17,46
M,88.26,-6,20
X,88.3,-77,-68
M,88.3,-44,-50
M,88.3,-57,-42
M,88.3,-34,-36
M,88.3,-28,-28
M,88.3,-83,-18
M,88.3,19,15
M,88.3,-1,15
M,88.3,10,17
Z,88.3,22,93
M,88.36,0,28
M,88.37,54,63
M,88.38,1,32
M,88.39,-9,19
M,88.4,-65,-78
M,88.4,-32,-37
M,88.4,1,-7
M,88.4,43,62
M,88.44,66,59
M,88.45,17,16
Z,88.47,-113,73
M,88.5,-49,-4
M,88.5,-19,27
M,88.53,-11,-47
M,88.53,-25,-45
M,88.53,-28,-3
Z,88.53,-48,17
M,88.53,40,46
M,88.59,-4,32
M,88.6,-21,-13
M,88.6,-22,-12
M,88.6,4,13
M,88.65,11,17
M,88.7,9.3,23.7
M,88.7,-76,-72
M,88.7,-48,-65
M,88.7,-47,-51
M,88.7,-56,-50
M,88.7,-51,-38
M,88.7,-33,-36
M,88.7,21,41
M,88.78,-26,0
M,88.8,-33,-36
M,88.8,-4,-10
M,88.8,1,24
M,88.83,-4,-15
M,88.86,21,9
M,88.86,8,14
M,88.87,17,20
M,88.87,-5,2
M,88.88,-5,21
M,88.89,2,15
X,88.9,-104,-151
X,88.9,-68,-62
M,88.9,-23,-39
M,88.9,-34,-33
M,88.9,-11,-2
M,88.9,-21,20
M,88.9,5,23
Z,88.9,-86,280
M,88.91,-33,5
M,88.93,45,56
M,88.94,-4,5
M,88.94,2,12
M,88.94,9,21
M,88.95,17,-55
M,89,-49,-63
M,89,-43,-61
M,89,-48,-60
M,89,-43,-39
M,89,-28,-35
M,89,-7,32
M,89,29,40
M,89.0,13,12
M,89.03,-19,18
M,89.03,3,14
M,89.0,-14.4,32.6
X,89.08,-112,-147
M,89.1,-34,-61
M,89.1,-39,-16
M,89.1,-7,-12
M,89.1,-27,-11
M,89.1,6,16
M,89.1,26,17
M,89.1,64,76
M,89.15,-7,14
M,89.19,24,83
M,89.19,-36,-5
M,89.2,-19,-12
M,89.2,-10,-1
M,89.2,-14,9
M,89.3,-62,-83
M,89.3,-67,-47
M,89.3,-64,-45
M,89.3,-42,-31
M,89.3,-27,-29
M,89.31,-54,-5
X,89.35,-141,-183
M,89.36,-6,10
M,89.39,12,30
M,89.4,-18,-5
M,89.44,-9,-20
M,89.44,-26,3
M,89.44,0,11
M,89.44,10,25
M,89.5,-27,-68
M,89.5,-31,-56
M,89.5,12,18
M,89.5,5,56
Z,89.52,-200,349
M,89.53,-17,7
M,89.59,11,-11
M,89.60,-2,22
Z,89.6,-242,-6
M,89.6,-60,-2
M,89.6,13,24
M,89.6,39,66
M,89.61,-3,18
M,89.61,21,52
M,89.65,82,66
M,89.66,-31,-32
M,89.66,91,98
M,89.67,-3,30
M,89.69,-14,-7
M,89.7,15,34
M,89.7,32,50
Z,89.72,21,68
M,89.7,13.9,30.3
M,89.76,3,26
M,89.77,-16,19
M,89.78,90,36
M,89.8,24,46
M,89.81,11,74
M,89.82,-1,9
M,89.83,8,38
M,89.84,14,39
M,89.84,10,16
M,89.86,0,6
M,89.9,-49,-66
M,89.9,-33,-24
M,89.9,-22,-16
M,89.9,-16,-15
M,89.9,-28,-10
M,89.9,42,50
M,89.9,46,59
M,89.91,52,17
M,89.94,29,44
M,89.94,-36,-60
M,89.94,1,27
M,89.96,-2,25
M,89.97,-11,30
M,90.0,-10,-36
M,90.0,4.9,4.4
M,90,39,44
Z,90.00,1,43
M,90.03,-8,9
M,90.03,11,35
M,90.03,86,64
M,90.0,10.5,25.2
M,90.06,1,8
M,90.07,-56,-20
M,90.1,48.7,43.5
M,90.11,0,46
M,90.14,4,32
M,90.20,2,0
M,90.2,-60,-35
M,90.2,-23,-11
M,90.2,8.3,11.6
M,90.21,3,2
M,90.22,20,47
M,90.23,-22,-9
M,90.2,-16,39
X,90,-150,-218
M,90.28,6,17
M,90.28,3,40
M,90.29,-14,-107
M,90.3,-40,-44
M,90.3,-3,1
M,90.3,32,40
M,90.35,25,10
M,90.36,9,10
M,90.39,17,8
M,90.4,-16,-14
M,90.4,35,42
M,90.40,81,89
M,90.4,-15.7,0.4
M,90.42,52,91
M,90.44,5,25
M,90.44,9.1,8.0
M,90.45,-8,-1
M,90.45,18,83
M,90.5,-35,-36
M,90.5,-7,0
M,90.5,16.8,37.4
M,90.52,10,16
M,90.52,85,85
M,90.54,-23,0
M,90.54,3,3
M,90.54,-6,16
M,90.6,-17,-25
M,90.6,25,33
M,90.60,19,19
M,90.60,-13,-72
M,90.61,5,39
M,90.7,2.7,0.1
M,90.68,8,137
M,90.7,-17,8
M,90.7,8,24
M,90.7,-21,24
M,90.72,29,47
M,90.75,-67,-69
M,90.75,14,8
M,90.77,16,-65
M,90.8,10.1,11.1
M,90.80,-24,-1
M,90.80,35,48
M,90.8,-32,-40
M,90.8,15,21
M,90.85,74,68
M,90.87,-95,27
M,90.88,31,28
M,90.9,-2.3,21.2
M,90.9,3.5,4.7
M,90.95,14,24
M,90.96,-28,9
M,90.97,-77,-29
M,91,-58,-9
M,91.03,-80,10
M,91.03,21,20
M,91.04,36,26
M,91.05,-15,-56
M,91.06,8,59
Z,91.06,-78,65
M,91.08,-5,17
M,91.1,-24,-11
Z,91.1,-67,12
M,91.1,11,13
M,91.14,-8,5
M,91.14,-46,-34
M,91.1,-20.6,-10.8
M,91.18,13,42
M,91.18,-12,8
M,91.20,7,3
M,91.22,38,46
X,91.22,-33,-88
M,91.23,-27,-22
M,91.23,-8,-8
M,91.23,-17,-2
M,91.23,-37,14
M,91.24,-38,46
M,91.24,43,-26
M,91.25,42,50
M,91.28,6,53
Z,91.3,58,383
M,91.3,-8.9,21.6
M,91.32,-3,22
M,91.36,-174,221
M,91.38,12,-16
X,91.38,-307,-350
M,91.40,-24,-25
M,91.41,32,68
M,91.42,-3,30
X,91.46,-160,-197
M,91.46,18,42
M,91.48,1,11
M,91.5,33.2,35.7
M,91.5,-11,37
M,91.51,-15,27
M,91.55,1.0,-1.1
M,91.58,-15,-15
M,91.58,-23,7
M,91.6,-67,-86
M,91.6,-62,-50
M,91.6,-13,9
M,91.6,33.7,28.4
M,91.61,-3,9
M,91.62,-31,-17
M,91.69,-25,27
M,91.69,-16,-24
M,91.7,-6.8,-28.8
M,91.7,-8,33
M,91.7,0.2,38.1
M,91.72,-4,14
M,91.76,2,36
M,91.76,154,138
M,91.79,-19,-4
M,91.8,27,57
M,91.8,47.4,23.0
M,91.83,1.1,3.1
M,91.83,-0.7,3.2
M,91.8,27.0,38.2
M,91.84,-12,21
M,91.89,4,5
M,91.92,1,-9
M,91.93,4.0,5.0
M,91.9,-13.6,-20.3
M,91.97,12,31
M,92.02,-16,0
M,92.08,-24,-11
M,92.1,8,32
M,92.11,13,20
M,92.11,-5,24
M,92.16,26,41
M,92.20,-18,-32
M,92.20,0,-12
M,92.20,6,2
M,92.2,-3,16
M,92.22,10,44
M,92.27,-17.45,14.93
M,92.3,83.0,96.7
M,92.32,-71,-178
M,92.33,-4,-14
M,92.37,-5,50
M,92.37,2,-4
M,92.4,-8.2,-18.5
M,92.4,20,47
M,92.40,-1.2,-3.8
M,92.41,86,91
M,92.41,-11,4
X,92.4,-329,-384
M,92.45,6,34
M,92.46,13,-21
M,92.46,-20,9
M,92.46,-45,10
M,92.47,3,44
M,92.49,-4,-1
M,92.51,31,20
M,92.51,87,69
M,92.55,9,53
M,92.55,17,9
M,92.55,0,31
M,92.57,73,48
M,92.59,-9.0,-11.1
M,92.6,-16,-23
M,92.6,-5,14
Z,92.6,-104,372
M,92.63,38,-21
M,92.64,0,28
M,92.64,-14,12
M,92.7,2,27
M,92.73,-32,-42
M,92.73,-14,-18
M,92.73,4,12
M,92.73,66,44
M,92.78,-31,-7
M,92.8,-2,23
M,92.82,10,31
Z,92.82,-114,49
M,92.83,88,62
M,92.88,-42,-54
M,92.88,2.9,-6.0
M,92.88,-2.2,-2.5
M,92.91,23,9
M,92.91,59,-46
M,92.98,-0.7,-3.9
M,92.98,3.0,2.9
M,93,94.7,92.8
Z,93,68,117
M,93.01,38,52
M,93.0,11.4,65.2
M,93.03,-19,-21
M,93.04,-10,-9
M,93.09,9,0
M,93.1,-16,2
M,93.16,0,-4
M,93.17,-2.8,-3.2
M,93.17,-3.5,-1.6
M,93.18,-2,8
M,93.2,-34.7,-16.3
M,93.2,-11.0,18.2
M,93.2,-24,34
M,93.21,9,29
M,93.22,-14,-10
M,93.27,-4.2,-7.4
M,93.28,16,32
M,93.32,8,42
M,93.34,-20,-67
M,93.37,-37,-96
M,93.37,-22,2
M,93.37,-8,19
M,93.37,-2.0,-3.8
M,93.4,-74,-50
M,93.45,12,3
M,93.45,4,-5
M,93.46,-8,26
M,93.46,-4.3,-0.6
M,93.48,82,75
M,93.49,62,22
M,93.50,-17.8,1.4
M,93.5,2.5,21.2
Z,93.5,-130,201
M,93.55,-13,-26
M,93.55,-2,10
M,93.55,0,38
M,93.56,2.9,0.1
M,93.63,36,83
M,93.64,-30,-22
M,93.64,3,17
M,93.65,12,36
M,93.67,31,57
M,93.7,-51,-50
Z,93.73,-56,112
M,93.77,102,37
M,93.78,28,46
Z,93.8,-179,17
M,93.85,-6,-7
M,93.9,20.3,53.0
Z,93.90,-51,72
M,93.93,-14,15
M,93.96,-1,9
M,94.0,-9.4,16.8
X,93.99,-106,-184
M,94,-32,-14
M,94,20.3,32.2
M,94.05,78.6,71.5
M,94.08,-4,20
M,94.1,31.0,47.9
M,94.11,-4,30
M,94.12,8,5
M,94.15,-5.9,24.7
M,94.28,-24,-10
M,94.31,-41,-35
M,94.33,51,20
M,94.4,-22,-7
M,94.41,10,23
X,94.4,-152,-246
M,94.4,-29.4,24.8
M,94.41,6,28
M,94.44,12,30
Z,94.44,-131,354
M,94.47,-26,-34
M,94.47,-53,-6
M,94.49,8,-15
M,94.60,-14,2
M,94.61,2,24
M,94.61,116,63
M,94.64,13,31
M,94.64,-19,21
Z,94.69,6,64
X,94.71,-106,-184
M,94.8,-44.7,-0.5
M,94.79,17,0
M,94.81,-12,10
M,94.85,-40,15
M,94.85,21,32
M,94.94,-7,16
U,94.96,-99,-149
M,95.0,-19.4,3.5
M,94.99,-11,8
M,94.99,8,34
X,95,-469,-581
M,95,20,-43
M,95,-36,-17
M,95.03,1,10
M,95.03,24,38
M,95.04,-38,-2
M,95.07,-37,13
Z,95.1,-2,40
M,95.11,4,23
M,95.13,-3,29
M,95.22,-8,9
M,95.22,52,57
M,95.29,34,8
M,95.3,-33,6
M,95.32,-31,9
M,95.46,91,51
M,95.48,-4,27
M,95.54,83,78
M,95.58,11,1
X,95.60,-266,-472
M,95.6,-9,19
M,95.6,131,118
M,95.60,10,30
M,95.60,20,23
M,95.60,71,78
M,95.70,-19,-11
M,95.72,2,20
M,95.72,2,43
M,95.73,-23,7
M,95.78,-2,32
M,95.8,49,72
U,95.80,4,78
M,95.84,-19,-21
M,95.86,38,4
M,95.87,16,34
M,95.89,11,18
M,95.9,18,49
Y,95.90,70,146
M,95.92,19,11
M,95.93,-5,31
M,95.98,-47,-1
M,96.08,14,38
X,96.10,-125,-201
M,96.12,-35,-44
M,96.16,6,-30
M,96.19,25,56
X,96.2,-226.9,-354.3
M,96.22,37,33
M,96.22,-3,-9
M,96.23,10,36
M,96.2,95.3,123.0
M,96.25,-53,-23
M,96.26,3,32
M,96.27,18,20
M,96.28,-41,-49
M,96.29,-49,42
X,96,-286,-401
M,96.34,-8,-20
M,96.37,-9,14
M,96.37,-10,40
Z,96.4,-13,36
M,96.41,-76,6
M,96.43,-10,-2
M,96.45,19,28
Z,96.46,-62,58
Z,96.5,-16,37
Z,96.55,-137,128
M,96.64,13,31
