Type,12C/13C,err+[12C/13C],err-[12C/13C]
M,39.58,0.71,0.69
M,39.57,0.68,0.66
M,39.57,0.52,0.52
M,39.56,0.68,0.68
M,39.55,3.20,2.76
M,39.55,1.20,1.13
M,39.55,0.58,0.56
M,39.54,0.83,0.79
M,39.54,0.67,0.65
M,39.53,0.89,0.89
M,39.53,1.33,1.25
M,39.53,0.14,0.14
X,39.53,0.81,0.78
M,39.5,0.6,0.6
M,39.51,0.74,0.71
M,39.50,3.64,3.07
X,39.5,0.3,0.3
Z,39.49,0.75,0.75
M,39.47,0.77,0.75
M,39.46,0.68,0.65
M,39.46,1.53,1.42
M,39.44,0.81,0.77
M,39.43,0.79,0.76
M,39.43,0.54,0.52
M,39.4,1.4,1.4
M,39.4,1.4,1.4
M,39.4,6.9,5.1
M,39.41,7.63,5.50
M,39.41,1.57,1.45
M,39.40,0.91,0.91
M,39.40,2.07,1.87
M,39.38,0.91,0.87
M,39.37,0.53,0.53
M,39.37,0.49,0.48
M,39.36,0.48,0.47
M,39.36,1.11,1.05
M,39.36,0.64,0.64
M,39.35,1.07,1.01
M,39.35,0.82,0.82
M,39.35,0.59,0.57
M,39.34,5.62,4.37
M,39.33,1.34,1.34
M,39.33,0.19,0.19
M,39.32,1.61,1.49
M,39.32,0.77,0.74
M,39.32,0.28,0.28
M,39.31,1.06,1.01
M,39.30,0.65,0.62
Z,39.30,0.64,0.62
M,39.28,0.27,0.27
M,39.28,1.05,0.99
M,39.25,0.89,0.89
M,39.25,0.89,0.85
M,39.24,1.08,1.02
M,39.24,0.18,0.18
M,39.22,0.33,0.33
M,39.21,0.34,0.34
Z,39.2,0.3,0.3
M,39.2,0.3,0.3
M,39.2,0.4,0.4
M,39.20,1.05,1.00
M,39.19,0.72,0.70
M,39.19,0.58,0.56
M,39.2,5.9,4.5
M,39.17,0.33,0.33
Z,39.2,0.9,0.9
M,39.15,0.44,0.44
M,39.15,1.74,1.60
M,39.13,0.18,0.18
M,39.13,0.27,0.27
M,39.12,0.95,0.95
M,39.12,0.81,0.78
M,39.12,0.62,0.60
M,39.10,0.26,0.26
M,39.10,0.55,0.53
M,39.10,0.62,0.60
M,39.08,0.69,0.67
M,39.07,0.35,0.35
M,39.06,0.93,0.89
M,39.06,0.69,0.69
M,39.06,0.54,0.54
M,39.06,0.68,0.66
M,39.06,0.20,0.20
M,39.05,2.97,2.58
M,39.05,0.70,0.67
M,39.02,2.77,2.42
M,39.01,1.61,1.49
M,39.00,0.89,0.85
M,39.00,3.34,2.85
X,39,1,1
M,39.00,0.95,0.90
M,38.99,0.51,0.50
M,38.99,1.34,1.25
M,38.99,0.27,0.27
M,38.98,1.69,1.55
M,38.97,1.41,1.32
M,38.96,0.26,0.26
M,38.95,1.15,1.09
M,38.95,0.67,0.67
M,38.91,0.74,0.71
M,38.9,5.8,5.8
M,38.9,0.31,0.31
M,38.90,0.66,0.64
M,38.90,1.29,1.21
M,38.89,0.36,0.36
M,38.89,2.29,2.05
M,38.88,2.41,2.14
M,38.87,0.56,0.55
M,38.87,0.5,0.5
M,38.86,4.26,3.49
M,38.85,1.88,1.72
M,38.84,0.82,0.79
M,38.84,1.12,1.06
M,38.83,0.67,0.67
M,38.8,1.1,1.1
M,38.80,0.35,0.35
M,38.79,2.31,2.07
M,38.79,1.49,1.38
M,38.78,0.64,0.64
M,38.77,1.63,1.50
M,38.74,0.95,0.91
M,38.72,0.34,0.34
X,38.7,0.4,0.4
M,38.70,1.08,1.03
M,38.69,0.86,0.82
M,38.68,0.26,0.26
M,38.67,0.27,0.27
M,38.66,1.70,1.56
M,38.66,0.20,0.20
M,38.7,0.8,0.8
M,38.65,1.27,1.19
M,38.65,2.22,1.99
M,38.7,0.8,0.8
M,38.64,2.15,1.93
M,38.63,5.78,4.45
M,38.63,0.40,0.40
M,38.58,2.77,2.42
M,38.58,5.00,3.97
M,38.58,5.29,4.15
M,38.57,0.75,0.75
M,38.57,0.75,0.75
M,38.6,1.7,1.7
M,38.54,0.19,0.19
M,38.52,1.01,0.96
M,38.52,0.89,0.85
M,38.51,1.27,1.27
M,38.5,8.2,5.7
M,38.5,0.2,0.2
M,38.48,0.28,0.28
M,38.47,0.39,0.38
M,38.46,0.77,0.77
M,38.44,0.66,0.66
M,38.44,4.17,3.43
M,38.44,0.56,0.56
M,38.42,1.15,1.08
M,38.42,1.00,0.95
M,38.42,1.06,1.06
M,38.41,0.56,0.54
M,38.41,0.38,0.38
M,38.40,0.43,0.43
M,38.4,0.4,0.4
Z,38.39,0.19,0.19
M,38.38,0.60,0.58
M,38.37,0.92,0.92
M,38.4,1.7,1.7
M,38.34,0.18,0.18
M,38.3,1.2,1.2
M,38.33,0.18,0.18
M,38.32,1.65,1.52
M,38.32,0.23,0.23
M,38.31,2.26,2.02
M,38.31,1.26,1.18
M,38.30,0.66,0.64
M,38.3,0.3,0.3
M,38.28,0.36,0.36
M,38.27,0.43,0.43
M,38.26,0.52,0.52
M,38.26,7.99,5.64
M,38.3,0.5,0.5
M,38.25,0.71,0.69
M,38.25,1.72,1.58
M,38.23,1.27,1.19
M,38.22,2.08,1.88
M,38.21,2.48,2.19
M,38.20,0.85,0.82
M,38.20,1.65,1.52
M,38.20,0.56,0.56
M,38.20,0.27,0.27
M,38.19,2.24,2.01
M,38.19,1.23,1.16
M,38.17,0.21,0.21
M,38.17,2.04,1.84
M,38.15,0.89,0.85
M,38.15,1.70,1.56
M,38.15,1.31,1.23
M,38.14,0.24,0.24
M,38.13,1.38,1.29
M,38.13,2.32,2.07
M,38.12,1.54,1.43
M,38.11,1.40,1.31
M,38.11,1.11,1.05
M,38.11,0.25,0.25
M,38.11,1.06,1.00
M,38.1,0.4,0.4
M,38.10,0.72,0.70
M,38.09,1.21,1.13
M,38.09,1.47,1.36
M,38.07,0.52,0.52
M,38.1,0.7,0.7
M,38.06,0.49,0.49
M,38.06,2.05,1.85
M,38.05,0.26,0.26
M,38.04,0.96,0.91
M,38.03,0.91,0.91
M,38.02,5.45,4.24
M,38,0.5,0.5
M,37.99,2.67,2.34
M,37.99,0.25,0.25
M,37.98,0.92,0.92
M,38.0,5.4,4.2
M,37.96,0.58,0.58
M,37.96,0.16,0.16
M,37.94,1.65,1.52
M,37.92,1.22,1.15
M,37.9,6.2,6.2
M,37.91,0.51,0.51
M,37.90,0.36,0.36
M,37.9,0.5,0.5
M,37.90,0.72,0.70
M,37.87,0.26,0.26
M,37.87,0.26,0.26
M,37.86,0.71,0.71
M,37.85,1.68,1.54
M,37.82,1.82,1.66
M,37.8,0.3,0.3
Z,37.81,0.18,0.18
M,37.8,0.5,0.5
M,37.80,0.44,0.44
M,37.79,0.26,0.26
M,37.77,0.21,0.21
M,37.77,0.84,0.81
Z,37.77,0.26,0.26
M,37.77,0.24,0.24
M,37.77,0.62,0.62
M,37.76,0.17,0.17
M,37.75,0.34,0.34
M,37.75,2.07,1.87
M,37.75,0.61,0.59
M,37.74,0.95,0.95
M,37.73,0.74,0.72
M,37.73,0.45,0.45
M,37.72,4.82,3.84
M,37.7,7.2,5.2
M,37.7,1.1,1.1
M,37.69,0.22,0.22
M,37.69,5.49,4.25
M,37.69,0.68,0.66
M,37.68,0.56,0.56
M,37.68,6.57,4.87
X,37.7,0.3,0.3
M,37.65,0.62,0.62
M,37.63,0.74,0.71
M,37.62,4.18,3.42
M,37.61,0.97,0.97
M,37.6,0.3,0.3
M,37.59,3.51,2.96
M,37.59,0.56,0.54
M,37.57,0.64,0.62
M,37.54,0.63,0.63
M,37.54,0.94,0.94
M,37.53,0.88,0.88
M,37.53,0.58,0.58
M,37.52,0.73,0.71
M,37.52,1.86,1.69
M,37.51,2.73,2.38
M,37.47,0.35,0.35
M,37.46,0.44,0.44
M,37.46,1.60,1.47
Z,37.46,1.20,1.20
M,37.45,0.49,0.49
M,37.4,0.8,0.8
M,37.44,0.56,0.54
M,37.4,3.1,3.1
M,37.41,1.54,1.54
M,37.4,0.4,0.4
M,37.39,1.17,1.10
M,37.39,0.56,0.55
M,37.38,2.04,1.84
M,37.4,0.2,0.2
M,37.38,3.91,3.24
M,37.37,0.66,0.66
M,37.36,1.02,0.97
M,37.3,0.9,0.9
M,37.35,1.12,1.06
M,37.33,1.91,1.74
M,37.32,0.28,0.28
M,37.31,0.45,0.45
M,37.31,0.30,0.30
M,37.30,0.71,0.71
M,37.29,0.62,0.62
M,37.29,2.84,2.84
M,37.24,0.75,0.72
M,37.23,1.47,1.36
M,37.22,0.69,0.69
M,37.20,0.52,0.51
M,37.2,0.2,0.2
M,37.17,1.36,1.26
M,37.12,0.53,0.52
M,37.12,0.74,0.74
M,37.11,1.03,1.03
M,37.1,1.5,1.5
M,37.10,0.25,0.25
M,37.09,0.59,0.58
M,37.09,0.45,0.45
M,37.09,1.85,1.68
M,37.06,0.21,0.21
M,37.06,1.03,0.98
M,37.0,7.6,5.4
M,37.04,0.26,0.26
M,37.04,1.96,1.77
M,37.03,2.50,2.20
M,37.03,0.27,0.27
M,37.0,3.4,3.4
M,37.02,0.42,0.42
M,37.02,0.29,0.29
M,37.00,0.18,0.18
M,37,0.33,0.33
M,37.0,2.4,2.4
M,37.00,3.60,3.01
M,37.0,2.0,2.0
M,36.96,3.12,2.67
M,36.94,2.09,1.88
M,36.94,0.51,0.51
M,36.92,2.29,2.04
M,36.92,0.68,0.65
M,36.92,1.27,1.19
M,36.91,1.58,1.46
M,36.90,1.11,1.05
M,36.90,0.67,0.65
M,36.88,1.87,1.70
M,36.88,0.25,0.25
M,36.85,0.21,0.21
M,36.85,1.86,1.69
M,36.83,1.22,1.14
M,36.83,4.57,3.66
M,36.8,1.6,1.6
M,36.8,2.6,2.6
M,36.79,0.25,0.25
M,36.79,0.17,0.17
M,36.78,0.81,0.77
M,36.77,3.24,2.76
M,36.76,0.37,0.37
M,36.75,0.19,0.19
M,36.71,0.52,0.52
M,36.71,0.47,0.47
M,36.71,2.18,1.95
M,36.7,1.15,1.15
M,36.69,0.81,0.77
M,36.68,1.92,1.74
Z,36.68,0.52,0.51
M,36.67,1.71,1.56
M,36.66,0.51,0.50
X,36.66,6.31,4.70
M,36.65,0.15,0.15
M,36.64,0.17,0.17
M,36.60,0.61,0.59
M,36.6,0.3,0.3
M,36.59,0.42,0.42
M,36.58,7.25,5.19
M,36.57,2.40,2.12
M,36.56,0.86,0.82
Z,36.54,0.21,0.21
M,36.52,0.46,0.45
M,36.51,0.21,0.21
M,36.51,0.71,0.71
M,36.51,0.18,0.18
M,36.49,0.26,0.26
M,36.49,0.25,0.25
M,36.49,0.70,0.68
M,36.48,0.25,0.25
M,36.48,4.01,3.29
M,36.46,0.32,0.32
Z,36.46,0.40,0.40
M,36.46,0.71,0.71
M,36.44,1.39,1.29
M,36.43,2.81,2.44
M,36.40,1.60,1.47
M,36.40,1.38,1.28
M,36.39,0.27,0.27
Z,36.37,0.72,0.72
M,36.36,1.80,1.63
M,36.4,3.5,3.5
M,36.36,0.19,0.19
Z,36.33,0.17,0.17
M,36.33,1.10,1.04
M,36.33,0.79,0.75
M,36.32,0.18,0.18
M,36.31,1.54,1.42
M,36.3,0.2,0.2
M,36.29,1.45,1.35
M,36.29,0.3,0.3
M,36.28,0.53,0.51
M,36.28,1.27,1.19
M,36.27,3.16,2.69
M,36.27,1.22,1.14
M,36.25,4.55,3.64
M,36.23,2.07,1.86
M,36.21,1.17,1.17
M,36.21,1.02,0.97
M,36.21,2.09,1.88
M,36.20,0.18,0.18
M,36.20,2.98,2.56
M,36.18,0.77,0.74
M,36.18,0.26,0.26
M,36.18,0.56,0.56
M,36.17,7.64,5.37
M,36.16,0.70,0.70
M,36.1,1.3,1.3
M,36.12,0.27,0.27
M,36.12,0.35,0.35
M,36.11,0.68,0.65
M,36.1,0.1,0.1
M,36.09,1.75,1.59
M,36.09,0.67,0.64
M,36.07,7.89,5.49
M,36.06,0.34,0.34
M,36.05,2.66,2.32
M,36.04,0.73,0.70
M,36.03,1.25,1.17
M,36.03,0.86,0.82
M,36.02,0.48,0.47
M,36.01,1.12,1.05
M,35.99,0.77,0.74
M,36.0,2.3,2.1
M,35.98,7.61,5.35
M,35.97,0.25,0.25
M,35.95,0.27,0.27
M,35.94,2.09,1.87
M,35.94,0.53,0.52
M,35.94,3.03,2.60
M,35.93,0.69,0.69
M,35.92,1.31,1.31
M,35.92,2.57,2.25
M,35.92,0.73,0.70
M,35.91,1.21,1.14
M,35.91,0.6,0.6
M,35.91,0.08,0.08
M,35.90,0.33,0.33
M,35.89,0.92,0.88
M,35.87,0.41,0.41
M,35.85,0.41,0.41
Z,35.85,0.25,0.25
M,35.84,0.49,0.49
M,35.84,4.11,3.34
M,35.84,0.34,0.34
M,35.83,1.27,1.19
M,35.82,0.10,0.10
M,35.81,0.52,0.50
M,35.81,0.38,0.38
M,35.80,1.14,1.07
M,35.79,0.60,0.58
M,35.8,2.2,2.2
M,35.79,0.60,0.58
M,35.79,2.23,1.98
M,35.78,1.07,1.07
M,35.75,4.67,3.70
M,35.75,0.72,0.69
M,35.74,0.34,0.34
M,35.73,0.32,0.32
M,35.71,0.82,0.82
M,35.7,0.3,0.3
M,35.7,0.58,0.58
M,35.69,0.82,0.82
M,35.68,0.46,0.45
M,35.68,0.50,0.48
M,35.68,0.79,0.76
M,35.66,0.13,0.13
M,35.64,1.10,1.10
M,35.63,2.32,2.05
M,35.62,0.33,0.33
M,35.60,0.69,0.67
X,35.6,0.6,0.6
M,35.59,0.14,0.14
M,35.58,6.33,4.67
M,35.56,0.15,0.15
M,35.55,0.17,0.17
M,35.54,0.65,0.65
M,35.54,0.17,0.17
M,35.50,1.64,1.50
M,35.47,0.84,0.84
M,35.47,0.68,0.65
M,35.46,0.49,0.49
M,35.45,1.47,1.36
M,35.45,0.80,0.76
M,35.45,1.05,0.99
M,35.43,1.58,1.45
M,35.42,1.04,1.04
M,35.42,2.30,2.04
M,35.41,0.59,0.59
M,35.4,0.3,0.3
M,35.41,0.24,0.24
M,35.40,1.57,1.44
M,35.39,0.31,0.31
M,35.35,0.48,0.48
M,35.34,1.93,1.74
M,35.33,0.80,0.77
M,35.33,0.3,0.3
M,35.33,0.49,0.49
M,35.32,0.69,0.67
M,35.30,0.22,0.22
M,35.29,0.51,0.51
M,35.27,1.14,1.07
M,35.3,0.5,0.5
M,35.24,0.68,0.66
M,35.24,0.32,0.32
M,35.22,2.44,2.14
M,35.22,2.84,2.45
M,35.2,6.4,6.4
M,35.2,1.3,1.3
M,35.19,0.68,0.68
M,35.2,0.8,0.8
M,35.15,1.31,1.22
M,35.13,0.16,0.16
M,35.12,0.93,0.93
M,35.12,0.26,0.26
M,35.1,0.8,0.8
M,35.10,0.77,0.74
M,35.1,0.47,0.47
M,35.10,0.54,0.54
M,35.09,0.68,0.66
M,35.09,0.74,0.71
M,35.05,0.60,0.58
M,35.04,1.06,1.00
Z,35.04,0.22,0.22
M,35.03,0.73,0.70
M,35.03,0.49,0.49
M,35.00,1.83,1.66
U,35.00,0.29,0.29
M,34.98,0.94,0.89
M,34.97,0.92,0.87
M,34.96,0.60,0.60
M,34.94,0.93,0.88
M,34.94,0.79,0.76
M,34.93,0.49,0.48
M,34.93,0.32,0.32
M,34.93,0.61,0.59
M,34.90,0.25,0.25
M,34.9,1.9,1.9
M,34.89,1.86,1.68
M,34.9,4.7,3.7
M,34.87,0.37,0.37
M,34.85,0.56,0.55
M,34.85,1.95,1.76
M,34.84,0.63,0.63
M,34.84,1.15,1.08
M,34.84,0.14,0.14
M,34.83,0.58,0.56
M,34.83,1.75,1.59
M,34.83,1.33,1.33
M,34.8,5.0,5.0
M,34.8,0.5,0.5
M,34.80,1.90,1.71
M,34.79,0.17,0.17
M,34.76,0.33,0.33
M,34.76,0.34,0.34
M,34.75,1.29,1.20
M,34.75,0.55,0.53
M,34.75,2.42,2.12
M,34.75,0.65,0.63
M,34.75,0.29,0.29
M,34.72,0.31,0.31
M,34.71,0.54,0.54
M,34.70,0.20,0.20
M,34.69,0.70,0.67
M,34.69,3.57,2.96
M,34.69,0.23,0.23
M,34.68,1.86,1.68
M,34.7,2.2,2.2
M,34.67,1.66,1.51
M,34.65,2.17,1.93
M,34.64,0.45,0.45
M,34.64,0.18,0.18
M,34.63,0.62,0.60
M,34.61,0.59,0.57
M,34.6,4.8,4.8
M,34.59,1.29,1.20
M,34.59,0.79,0.76
M,34.55,0.36,0.36
M,34.5,2.5,2.5
M,34.52,0.65,0.62
M,34.5,0.2,0.2
M,34.5,0.8,0.8
Z,34.48,0.50,0.50
M,34.5,1.8,1.8
M,34.5,3.9,3.2
M,34.47,1.57,1.44
M,34.46,0.19,0.19
M,34.42,0.88,0.84
M,34.42,0.94,0.89
M,34.41,0.76,0.76
M,34.39,0.41,0.41
M,34.37,0.17,0.17
M,34.37,0.42,0.41
M,34.36,0.39,0.39
M,34.36,0.61,0.61
M,34.36,0.17,0.17
M,34.35,0.17,0.17
M,34.33,0.62,0.62
M,34.33,0.21,0.21
M,34.32,2.40,2.10
M,34.30,1.15,1.08
M,34.3,0.9,0.9
M,34.25,0.41,0.41
M,34.21,0.16,0.16
M,34.21,1.00,0.95
M,34.20,0.27,0.27
M,34.19,0.52,0.52
M,34.16,0.48,0.48
M,34.16,0.61,0.59
M,34.16,1.38,1.28
M,34.15,0.52,0.52
M,34.14,0.88,0.88
M,34.13,0.32,0.32
M,34.11,0.61,0.61
M,34.1,0.22,0.22
M,34.09,1.20,1.13
M,34.08,0.26,0.26
M,34.07,2.07,1.84
M,34.07,1.19,1.19
M,34.07,0.23,0.23
M,34.06,1.20,1.12
M,34.06,0.25,0.25
M,34.04,0.57,0.56
M,34.03,0.14,0.14
M,34.03,1.12,1.12
M,34.00,2.00,1.79
M,34.00,0.52,0.50
M,33.99,0.23,0.23
M,33.99,1.04,1.04
M,33.98,0.57,0.55
M,33.97,0.86,0.82
M,33.96,1.41,1.30
M,34.0,1.8,1.8
M,33.95,0.90,0.86
M,33.94,2.88,2.47
M,33.90,0.40,0.40
M,33.90,0.21,0.21
M,33.89,0.61,0.59
M,33.89,1.14,1.07
M,33.88,1.17,1.10
M,33.87,0.16,0.16
X,33.86,0.28,0.28
M,33.9,0.5,0.5
M,33.82,0.77,0.77
M,33.8,1.4,1.4
M,33.81,1.94,1.74
M,33.80,1.64,1.49
M,33.8,0.2,0.2
M,33.79,2.16,1.92
M,33.78,0.51,0.50
M,33.76,2.17,1.92
M,33.73,1.53,1.40
M,33.72,0.09,0.09
M,33.69,1.76,1.60
M,33.64,0.65,0.62
M,33.64,3.71,3.04
M,33.64,0.60,0.60
M,33.64,1.89,1.70
M,33.64,1.03,0.97
M,33.58,1.10,1.03
M,33.57,0.43,0.43
M,33.56,2.95,2.51
M,33.56,0.14,0.14
M,33.53,1.55,1.42
M,33.52,4.01,3.23
M,33.52,3.28,2.74
M,33.49,2.11,1.88
M,33.49,4.02,3.24
M,33.48,0.56,0.54
M,33.47,0.41,0.41
Z,33.47,0.36,0.36
M,33.46,0.73,0.70
M,33.46,0.80,0.80
M,33.5,1.2,1.2
M,33.44,1.72,1.56
M,33.43,0.75,0.72
M,33.42,0.16,0.16
M,33.41,0.44,0.44
M,33.40,1.37,1.27
M,33.4,0.5,0.5
M,33.40,0.33,0.33
M,33.38,1.34,1.24
U,33.36,0.33,0.33
M,33.36,0.51,0.51
M,33.35,0.47,0.47
M,33.34,0.42,0.42
M,33.34,0.39,0.39
M,33.33,4.26,3.39
M,33.32,0.17,0.17
M,33.3,2.9,2.5
M,33.29,0.58,0.56
M,33.27,1.18,1.11
M,33.26,0.45,0.45
M,33.24,0.70,0.67
M,33.21,0.17,0.17
M,33.20,0.36,0.36
M,33.20,1.19,1.11
M,33.19,0.37,0.37
M,33.19,0.46,0.46
M,33.18,0.85,0.81
M,33.18,0.21,0.21
M,33.17,0.16,0.16
M,33.16,1.82,1.64
M,33.16,0.54,0.53
M,33.14,0.84,0.80
M,33.14,1.12,1.04
M,33.12,0.29,0.29
M,33.11,0.44,0.44
M,33.10,0.17,0.17
M,33.07,1.15,1.07
M,33.1,0.6,0.6
M,33.07,1.27,1.18
M,33.04,0.58,0.56
M,33.02,0.29,0.29
M,33.00,0.26,0.26
M,33,0.3,0.3
M,32.99,2.15,1.90
M,32.98,0.91,0.86
M,32.96,0.16,0.16
M,32.95,0.26,0.26
M,32.94,1.01,0.95
M,32.91,0.43,0.43
M,32.90,2.45,2.14
M,32.90,0.15,0.15
M,32.89,0.16,0.16
M,32.86,1.82,1.64
M,32.85,2.79,2.38
M,32.84,1.81,1.63
Z,32.82,0.31,0.31
Z,32.8,0.3,0.3
M,32.79,0.48,0.48
M,32.79,0.81,0.77
M,32.77,0.46,0.46
M,32.76,0.5,0.5
M,32.75,1.45,1.33
M,32.7,2.1,1.9
Z,32.71,0.36,0.36
M,32.70,0.40,0.40
M,32.69,0.15,0.15
M,32.69,0.31,0.31
M,32.69,0.44,0.43
M,32.68,0.44,0.44
M,32.66,0.18,0.18
M,32.63,0.18,0.18
M,32.62,0.12,0.12
M,32.6,0.71,0.71
M,32.57,0.51,0.50
M,32.55,1.27,1.17
M,32.51,3.07,2.58
M,32.5,0.14,0.14
M,32.50,0.27,0.27
M,32.49,0.82,0.82
M,32.44,2.04,1.81
M,32.41,4.26,3.37
M,32.41,0.59,0.57
M,32.4,0.2,0.2
M,32.39,0.30,0.30
M,32.36,0.34,0.34
M,32.35,0.41,0.41
M,32.34,0.69,0.66
M,32.34,0.57,0.55
M,32.33,0.22,0.22
M,32.31,3.30,2.74
M,32.30,0.15,0.15
M,32.28,0.23,0.23
M,32.27,0.28,0.28
M,32.27,0.16,0.16
M,32.27,0.21,0.21
M,32.26,1.16,1.16
M,32.23,1.24,1.15
M,32.2,0.4,0.4
M,32.19,0.76,0.73
M,32.18,0.16,0.16
M,32.17,1.85,1.66
M,32.17,0.41,0.40
M,32.16,0.16,0.16
M,32.15,1.05,0.98
M,32.14,0.37,0.37
M,32.1,1.1,1.1
M,32.12,0.24,0.24
M,32.11,0.79,0.76
M,32.10,0.36,0.36
M,32.08,0.16,0.16
M,32.1,0.6,0.6
M,32.06,0.37,0.37
M,32.04,1.72,1.55
M,32.04,5.76,4.24
M,32.03,0.22,0.22
M,32.02,0.59,0.57
M,32.01,0.80,0.80
M,31.99,0.19,0.19
M,31.96,0.51,0.51
M,31.96,0.55,0.55
M,31.91,5.55,4.12
M,31.90,0.68,0.68
M,31.88,0.39,0.39
M,31.87,2.23,1.96
M,31.86,1.46,1.34
M,31.86,0.16,0.16
M,31.85,0.25,0.25
M,31.82,0.26,0.26
M,31.80,0.87,0.83
M,31.79,0.16,0.16
M,31.79,3.82,3.08
M,31.78,0.25,0.25
M,31.77,2.84,2.41
M,31.77,0.42,0.42
M,31.77,5.01,3.81
M,31.72,1.93,1.72
M,31.72,1.97,1.75
M,31.71,0.22,0.22
M,31.70,0.55,0.53
M,31.7,1.3,1.3
M,31.70,0.42,0.42
M,31.69,1.87,1.68
M,31.7,1.3,1.3
M,31.68,0.15,0.15
M,31.68,0.75,0.72
M,31.68,2.98,2.51
M,31.63,0.16,0.16
M,31.61,0.61,0.59
M,31.61,0.93,0.88
Z,31.59,0.56,0.56
M,31.54,3.86,3.10
M,31.51,0.27,0.27
M,31.51,0.53,0.53
M,31.49,0.78,0.78
M,31.49,1.91,1.70
M,31.46,2.55,2.19
M,31.46,0.67,0.64
M,31.41,0.55,0.53
M,31.4,0.2,0.2
M,31.31,1.03,0.96
M,31.30,0.51,0.49
M,31.30,1.23,1.14
M,31.3,1.1,1.1
M,31.3,0.9,0.9
M,31.3,3.1,3.1
M,31.28,0.16,0.16
M,31.3,4.4,4.4
M,31.27,0.5,0.5
M,31.26,0.36,0.36
M,31.26,0.30,0.30
M,31.2,1.3,1.3
M,31.24,1.21,1.12
M,31.24,1.28,1.18
M,31.23,0.37,0.37
M,31.22,0.16,0.16
M,31.21,2.03,1.80
M,31.2,0.2,0.2
M,31.18,8.03,5.30
M,31.18,0.15,0.15
M,31.13,0.86,0.81
X,31.12,0.49,0.49
M,31.12,0.93,0.88
M,31.11,0.70,0.67
M,31.11,0.56,0.54
M,31.11,1.46,1.34
M,31.10,0.21,0.21
M,31.1,0.3,0.3
M,31.10,1.71,1.54
M,31.08,0.41,0.40
M,31.05,0.15,0.15
M,31.04,0.18,0.18
M,31.01,0.58,0.56
M,31.00,1.19,1.10
M,31,0.3,0.3
M,31,0.2,0.2
M,30.97,0.96,0.90
M,31.0,2.0,2.0
M,31.0,2.1,2.1
X,31.0,0.8,0.8
M,30.96,0.53,0.51
M,30.95,0.68,0.65
M,30.95,1.37,1.26
M,30.94,0.23,0.23
M,30.91,1.00,0.94
M,30.91,0.82,0.78
M,30.88,0.63,0.60
M,30.88,3.19,2.64
M,30.88,0.52,0.52
Z,30.85,0.34,0.34
M,30.85,0.25,0.25
M,30.84,0.60,0.57
M,30.83,4.39,3.42
M,30.82,0.22,0.22
M,30.81,0.44,0.43
M,30.8,0.26,0.26
M,30.76,0.13,0.13
M,30.75,0.42,0.41
M,30.75,1.71,1.54
M,30.73,0.82,0.78
M,30.70,2.29,2.00
M,30.70,0.52,0.50
M,30.70,1.67,1.51
M,30.69,0.35,0.35
M,30.66,2.10,1.85
M,30.66,0.1,0.1
M,30.61,4.04,3.20
M,30.61,1.39,1.27
M,30.58,2.41,2.08
M,30.58,0.67,0.64
M,30.56,0.27,0.27
M,30.53,0.24,0.24
M,30.53,4.91,3.72
M,30.53,0.55,0.53
M,30.52,0.81,0.77
M,30.50,4.77,3.64
M,30.49,1.13,1.13
M,30.45,0.19,0.19
M,30.45,0.26,0.26
M,30.43,0.2,0.2
M,30.42,0.36,0.36
M,30.4,1.7,1.6
M,30.41,0.17,0.17
M,30.40,0.49,0.47
M,30.40,0.14,0.14
M,30.39,0.29,0.29
M,30.36,0.38,0.37
M,30.32,0.55,0.53
M,30.31,3.54,2.87
M,30.29,0.51,0.49
M,30.29,1.12,1.05
U,30.29,0.18,0.18
M,30.27,2.21,1.93
M,30.27,2.28,1.98
M,30.26,2.38,2.06
M,30.26,0.55,0.53
M,30.26,0.77,0.74
M,30.26,0.46,0.46
M,30.2,0.9,0.9
M,30.23,1.12,1.12
M,30.21,1.00,0.94
M,30.21,0.5,0.5
M,30.21,0.21,0.21
M,30.21,2.05,1.80
M,30.20,0.26,0.26
M,30.16,0.48,0.48
M,30.15,5.90,4.24
M,30.06,2.46,2.46
M,30.06,0.57,0.55
M,30.03,6.20,4.39
M,30.03,0.15,0.15
M,30.01,0.14,0.14
M,30.01,0.38,0.38
M,30,0.2,0.2
M,29.93,0.67,0.64
M,29.88,0.59,0.59
M,29.87,0.80,0.76
M,29.86,0.2,0.2
M,29.85,0.31,0.31
M,29.8,0.7,0.7
M,29.81,0.57,0.57
M,29.78,0.16,0.16
M,29.77,0.15,0.15
M,29.77,0.11,0.11
M,29.75,3.56,2.87
M,29.75,0.10,0.10
M,29.74,1.79,1.60
M,29.7,3.8,3.8
M,29.74,0.30,0.30
M,29.72,0.13,0.13
M,29.70,0.35,0.35
M,29.68,0.30,0.30
M,29.68,0.28,0.28
M,29.68,0.35,0.34
M,29.68,0.13,0.13
M,29.66,2.30,1.99
M,29.66,0.31,0.30
M,29.66,1.79,1.60
M,29.65,0.80,0.76
M,29.61,0.71,0.71
M,29.61,1.39,1.27
M,29.6,0.8,0.8
M,29.58,2.98,2.48
M,29.57,0.43,0.43
M,29.56,0.33,0.33
M,29.56,3.76,3.00
M,29.54,0.58,0.58
M,29.51,0.45,0.45
M,29.49,1.72,1.54
M,29.48,0.25,0.25
M,29.47,0.25,0.25
M,29.5,1.2,1.2
M,29.46,0.98,0.92
M,29.45,0.62,0.60
M,29.45,2.29,1.98
