Type,d(29Si/28Si),d(30Si/28Si)
M,41,30
M,38,30
M,73,30
M,36,30
M,20,30
M,55,30
Y,17,30
M,-4,30
M,7,30
M,24,30
M,32,30
M,56,30
M,34,30
M,42,30
M,46,30
M,-1,30
M,-8,30
AB,-1,30
M,0,30
M,3,30
M,4,30
M,8,30
M,14,30
M,28,30
M,33,30
M,38,30
M,54,30
M,58,30
M,71,30
AB,32,30
M,-12,30
M,30,30
M,49,30
M,29,30
M,28,30
M,26,30
M,53,30
M,20,30
M,53,30
M,45,30
Y,-18.8,29.8
M,13,30
M,27.8,29.8
M,-56,30
M,7,30
M,6,30
M,5,30
M,32,30
M,19,30
Y,6,30
M,32.4,29.9
M,17,30
Y,6,30
M,46,30
M,39.8,29.9
M,28,30
M,-23,30
M,12,30
M,18,30
M,27,30
M,34,30
M,36,30
M,42,30
M,49,30
M,-6,30
M,23,30
M,27,30
M,40,30
M,57,30
M,61,30
M,63,30
M,23,30
M,20,30
M,25,30
M,30,30
M,60,30
M,-17,30
M,-32,30
M,-29,30
M,-24,30
M,-7,30
M,-6,30
M,-3,30
M,-3,30
M,3,30
M,5,30
M,6,30
M,7,30
M,9,30
M,10,30
M,13,30
M,17,30
M,18,30
M,19,30
M,25,30
M,26,30
M,27,30
M,28,30
M,36,30
M,37,30
M,45,30
M,47,30
M,49,30
M,55,30
M,68,30
M,87,30
M,230,30
M,14,30
M,38,30
M,45,30
M,-20,30
M,6,30
Z,-35,30
M,12,30
M,30,30
M,7,30
M,-24,30
AB,11,30
M,21,30
M,21,30
M,53.1,30.1
M,29,30
Z,-32,30
M,10,30
M,-11,30
M,14,30
M,-13,30
M,39,30
M,34,30
M,33,30
M,21.9,30.2
M,10,30
M,25,30
M,10,30
Z,-164,30
M,-20,30
M,-12,30
M,18,30
M,22,30
M,11,30
M,22,30
M,39,30
M,24,30
M,28,30
M,-12,30
M,12,30
M,80,30
M,13.9,30.3
M,-2,30
M,10,30
M,8,30
M,39,30
M,26,30
M,-11,30
M,63,30
M,19,30
M,1,30
M,54,30
M,5,30
M,25,30
M,15,30
M,30,30
M,55,30
M,39,30
M,35,30
M,-3,30
M,39,30
M,13,31
M,18,31
M,50,31
M,51,31
M,13,31
M,47,31
M,6,31
M,8,31
M,9,31
M,10,31
M,13,31
M,14,31
M,20,31
M,28,31
Z,-48,31
M,-1,31
M,-6,31
M,40,31
M,24.7,30.6
M,33,31
M,-6,31
AB,50,31
M,38,31
M,57,31
M,22,31
M,40,31
M,4,31
M,-23,31
M,14,31
M,17,31
M,27,31
M,13,31
M,0,31
M,62,31
M,58,31
M,25,31
M,5,31
M,-26,31
M,47,31
AB,3,31
M,10,31
M,48,31
M,37,31
M,35.13,30.82
AB,-26,31
M,0,31
M,9,31
Y,16,31
M,24,31
M,25,31
M,57,31
M,63,31
M,87,31
M,37,31
M,9,31
M,30,31
M,31,31
M,33.2,30.9
M,17,31
M,45,31
M,21.9,31.0
AB,-24,31
M,31,31
M,30,31
M,32,31
M,40,31
M,-63,31
M,-44,31
Y,-21,31
Y,-17,31
M,-15,31
M,-11,31
M,-10,31
Z,-10,31
M,-6,31
M,-1,31
M,0,31
M,3,31
AB,8,31
M,11,31
M,14,31
M,20,31
AB,21,31
AB,23,31
M,23,31
M,25,31
M,26,31
M,41,31
M,42,31
M,46,31
M,46.6,31.0
M,48,31
M,48,31
AB,49,31
M,49,31
AB,50,31
M,52,31
M,-13,31
Z,-75,31
M,-1,31
M,18,31
M,25,31
M,44,31
M,47,31
M,40,31
M,8,31
M,29,31
M,7,31
M,-6,31
M,6,31
M,10,31
M,24,31
M,25,31
M,26,31
M,27,31
M,28,31
M,31,31
M,34,31
M,38,31
M,50,31
M,79,31
M,45,31
M,-2,31
M,21,31
M,18,31
M,19,31
M,-12,31
AB,9,31
M,35,31
M,-9,31
M,2,31
M,57,31
M,17,31
M,19,31
Z,-46,31
M,33,31
M,31,31
M,13,31
M,49,31
AB,58,31
M,13,31
M,12,31
M,36,31
M,25,31
M,20,31
M,32,31
M,28,31
M,18,31
M,33,31
M,60,31
M,63,31
M,7,31
M,37.80,31.40
M,66,31
M,-33,31
M,-22,31
M,-5,31
M,5,31
M,18,31
M,29,31
M,33,31
M,40,31
M,43,31
Y,-24,31
M,34,32
M,16,32
M,22,32
M,15,32
M,36,32
M,36,32
M,4,32
M,14,32
M,150,32
M,0.8,31.6
M,20,32
M,67.1,31.6
M,-17,32
M,30,32
M,23,32
M,11,32
M,29,32
M,40,32
M,3,32
M,32,32
M,33,32
M,23,32
M,31,32
M,21,32
M,-8,32
M,21.41,31.70
M,-20,32
M,-7,32
M,8,32
Y,4,32
Y,-7,32
M,30,32
M,27,32
M,37,32
M,36,32
M,26,32
M,22,32
M,16,32
M,19,32
M,46,32
M,34,32
M,37,32
M,9.0,31.9
AB,48,32
M,25,32
M,29,32
M,46,32
M,19,32
M,41,32
M,-33,32
M,24,32
M,32,32
AB,27,32
M,27,32
M,46,32
Y,-11,32
M,16,32
Y,3,32
M,8,32
AB,32,32
M,34,32
AB,34,32
M,38,32
M,54,32
M,53,32
M,27,32
M,19,32
Z,-51,32
M,-46,32
Z,-31,32
Z,-18,32
Y,-9,32
M,-6,32
M,-1,32
M,4,32
M,5,32
M,7,32
Y,7,32
M,9,32
M,11,32
M,12,32
M,12,32
M,13,32
M,14,32
M,14,32
M,15,32
M,16,32
AB,17,32
AB,20,32
M,21,32
M,23,32
M,24,32
M,24,32
AB,28,32
M,37,32
M,37,32
M,39,32
M,42,32
M,47,32
M,50,32
AB,58,32
M,59,32
Z,-72,32
M,-21,32
M,16,32
M,19,32
M,31,32
M,31,32
M,31,32
M,39,32
M,16,32
M,25,32
M,16,32
M,1,32
M,17,32
M,38,32
M,16,32
M,42,32
M,23,32
M,20.3,32.2
M,36,32
M,6,32
M,62,32
M,22,32
M,26,32
M,22,32
Y,-15.6,32.2
Z,-12,32
Z,-10,32
Y,8.5,32.2
M,32,32
AB,42,32
M,21,32
M,52,32
M,49,32
M,22,32
M,24,32
M,27,32
M,26,32
M,33.0,32.3
M,38,32
M,40,32
M,28,32
M,-4,32
M,18,32
M,23,32
M,58.1,32.3
Z,-151,32
M,-13,32
M,-2,32
M,11,32
M,19,32
M,20,32
M,21,32
M,23,32
M,23,32
M,35,32
M,14,32
M,28,32
M,32,32
M,3,32
M,10.8,32.4
M,2,32
M,3,32
AB,63,32
AB,-14,32
M,11,32
M,17,32
M,37,32
M,0.7,32.5
M,69,32
M,28,32
M,4,32
M,23,32
M,27,32
M,5,32
M,-41,32
Y,5,32
Z,-23,33
Z,-17,33
M,40.7,32.5
M,6,33
AB,14,33
M,8,33
M,42,33
M,10,33
M,16,33
M,-5,33
M,33,33
M,23,33
Z,-28,33
M,10,33
M,25,33
M,33,33
M,36,33
M,42,33
M,44,33
M,26,33
M,31,33
M,41,33
M,-14.4,32.6
M,-29,33
AB,-3,33
M,-1,33
M,8,33
M,13,33
M,20,33
M,49,33
M,58,33
M,39,33
M,14,33
M,34,33
M,59,33
M,14,33
M,16,33
M,14,33
M,68.9,32.7
M,30,33
M,-45,33
M,79,33
Z,-47,33
M,36.3,32.8
M,28,33
M,13,33
M,38,33
M,37,33
M,18.8,32.8
M,25,33
M,34,33
M,32,33
M,22,33
M,12,33
M,23,33
M,60,33
M,29,33
M,26,33
M,39,33
M,-7,33
M,21,33
M,-7,33
M,41,33
M,6,33
M,5,33
M,33,33
M,38,33
M,46,33
M,56,33
M,39.5,32.9
M,22,33
M,33,33
M,16,33
M,87,33
M,22,33
Z,-23,33
AB,-15,33
M,-14,33
M,-8,33
M,-3,33
AB,-1,33
M,12,33
M,17,33
M,17,33
M,17,33
M,19,33
AB,20,33
AB,21,33
M,23,33
M,25,33
AB,25,33
M,30,33
M,32,33
AB,45,33
M,46,33
M,48,33
M,54,33
M,54,33
M,56,33
M,60,33
M,65,33
M,66,33
M,41,33
M,-2,33
AB,47,33
M,27,33
M,33,33
M,38,33
M,14.2,33.1
M,33.9,33.1
M,-14,33
M,29,33
M,51,33
M,43,33
M,30,33
M,12,33
M,23,33
M,45,33
M,20,33
M,25,33
M,1,33
M,45.61,33.17
M,42,33
M,30,33
M,25,33
M,44,33
M,15,33
M,16,33
M,26,33
M,26,33
M,27,33
M,29,33
AB,42,33
M,-29,33
M,17,33
M,30.6,33.2
M,16,33
M,45,33
M,40,33
M,32,33
M,60,33
M,52,33
M,10,33
M,31,33
M,38,33
M,58,33
M,33,33
Z,-39,33
M,29,33
M,27,33
M,47,33
M,18,33
M,23,33
M,24,33
M,-24,33
M,19,33
M,12,33
M,10,33
M,10,33
M,31,33
M,37,33
M,38,33
M,55,33
M,41,33
M,12,33
M,30,33
M,49,33
M,56,33
M,41,33
M,24,33
M,10,33
M,25,33
M,32,33
AB,7.0,33.5
M,15,34
M,37.9,33.5
M,56,34
M,31,34
M,6,34
M,34,34
M,52,34
M,23,34
Z,-64,34
M,47,34
M,19,34
M,2,34
M,7,34
M,15,34
M,15,34
M,163,34
AB,66,34
M,-7,34
M,33,34
M,28,34
M,60,34
M,26,34
M,23,34
M,20,34
M,-17,34
Y,-15,34
AB,6,34
M,25,34
M,32.9,33.7
M,38,34
M,32,34
M,29,34
M,16,34
M,34,34
M,42,34
M,8,34
M,30,34
M,44,34
AB,48,34
M,21,34
M,50,34
M,40,34
M,14,34
M,4,34
M,15,34
M,21,34
M,23,34
M,25,34
M,27,34
M,43,34
M,44,34
M,50,34
M,32.5,33.8
M,75,34
Y,16,34
M,0,34
M,36,34
M,7,34
M,35,34
M,10,34
M,-45,34
M,12,34
M,-6,34
M,32,34
M,-7,34
M,3,34
M,58,34
M,31,34
M,1,34
Z,-53,34
M,-18,34
M,-11,34
M,-11,34
AB,0,34
M,13,34
M,15,34
M,15,34
M,16,34
M,20,34
M,23,34
M,26,34
M,29,34
M,29,34
M,29,34
M,33,34
M,35,34
M,41.9,34.0
M,43,34
M,57,34
M,60,34
Z,-26,34
Y,-6,34
M,34,34
M,40,34
M,54,34
M,17,34
M,46,34
M,57,34
M,35,34
M,43,34
M,29,34
M,5,34
M,-8,34
M,3,34
Y,10,34
M,15,34
M,20,34
M,41,34
M,-24,34
M,32.1,34.1
M,32,34
M,32,34
M,26,34
M,22,34
M,18,34
M,18,34
M,19,34
M,89,34
M,34,34
M,43.7,34.2
M,41,34
M,57,34
M,22,34
M,40,34
M,50,34
Z,-85.2,34.2
M,19,34
M,27,34
M,16,34
AB,-24.4,34.3
M,18.3,34.3
M,52.6,34.3
M,81.1,34.3
M,43,34
M,-34,34
Y,6,34
M,16,34
M,24,34
M,25,34
M,33,34
M,28,34
M,25,34
M,27,34
M,25,34
M,94,34
M,4,34
M,23.51,34.35
M,28.27,34.35
M,29,34
M,0,34
M,24,34
M,30,34
M,33,34
M,59,34
M,72,34
M,8,34
M,16,34
M,50.6,34.4
M,33,34
M,34,34
M,39,34
M,30,34
M,29,34
M,35,34
M,22,34
M,47,34
M,0,34
M,-2,34
M,34,34
M,9,34
M,66,34
M,-20.8,34.5
M,-7,35
M,24,35
M,38,35
M,19,35
M,84,35
M,-0.5,34.5
Y,-8,35
M,-1,35
M,43,35
M,67,35
M,26,35
M,-7,35
M,51,35
M,-11,35
M,21,35
M,28.4,34.6
AB,43,35
M,38,35
M,40,35
M,46,35
M,48,35
M,52,35
M,68,35
M,20,35
M,6,35
M,98,35
M,65,35
M,53,35
M,22.18,34.64
M,-23,35
M,5,35
Z,-69,35
M,7,35
Y,19,35
M,28,35
M,33,35
M,117,35
M,-16,35
M,13,35
M,32,35
M,54,35
M,47,35
M,25,35
M,44,35
M,68,35
M,20,35
M,11,35
M,8,35
M,31,35
M,10,35
M,26,35
M,-24.7,34.8
M,34,35
M,28,35
M,39,35
M,-26,35
M,46,35
M,18,35
M,12.8,34.8
M,38,35
AB,44,35
M,33,35
M,26,35
M,9,35
Z,-79,35
M,33,35
M,35,35
M,39,35
M,60,35
M,-9,35
AB,53,35
M,23,35
M,50,35
M,55,35
M,14,35
M,27,35
M,20,35
M,18,35
M,-4,35
Z,-51,35
Z,-51,35
Y,-31,35
M,-4,35
M,-4,35
M,-3,35
M,12,35
M,17,35
M,23,35
M,25,35
M,28,35
M,29,35
M,30,35
M,39,35
M,47,35
M,56,35
M,68,35
M,-4,35
M,45,35
M,51,35
Z,-57,35
Z,-50,35
M,-25,35
M,-13,35
M,5,35
M,6,35
M,6,35
M,16,35
M,17,35
M,18,35
M,20,35
M,28,35
M,30,35
M,32,35
M,35,35
M,40,35
M,46,35
M,47,35
M,50,35
M,51,35
M,51,35
M,52,35
M,59,35
M,93,35
M,96,35
M,20,35
M,30,35
M,58,35
M,26,35
M,-8,35
M,21,35
M,48,35
M,-9,35
M,42,35
M,39,35
M,14,35
M,38,35
M,32,35
M,44,35
M,24,35
M,12,35
M,1,35
M,34,35
M,7,35
M,57,35
M,-22,35
AB,9,35
M,40,35
M,44,35
M,23,35
M,26,35
Z,-24,35
M,19,35
M,27,35
M,29,35
M,17,35
M,41,35
M,3,35
M,11,35
M,16,35
M,22,35
M,36,35
M,50,35
M,43,35
M,49,35
M,58,35
M,16,35
M,25,35
M,66,35
M,33,35
M,1,35
M,17,35
M,52,35
M,42,35
M,46,35
M,38,35
M,33,35
M,46,35
AB,26,35
M,39,35
Z,-9.4,35.4
M,-1.0,35.4
M,20,35
M,5,35
M,41,35
M,56,35
M,15,35
M,30,35
Y,5,35
M,40,35
M,32,35
M,23.2,35.5
M,29,36
AB,41,36
M,29.22,35.52
M,45,36
M,16,36
M,12,36
M,47,36
AB,-20,36
M,-17,36
M,-5,36
M,-1,36
M,2,36
M,10,36
M,23,36
M,23,36
M,25,36
M,38,36
M,41,36
M,41,36
M,45,36
M,49,36
AB,60,36
M,34,36
M,36,36
M,-19,36
M,16,36
M,29,36
M,5,36
M,32,36
M,26,36
M,47,36
M,31,36
M,-8,36
M,38,36
M,37,36
Y,-1.6,35.7
M,34,36
M,-42,36
M,48,36
M,33.2,35.7
M,30,36
M,-12,36
M,56,36
M,1,36
M,36,36
M,75,36
M,35.9,35.7
M,17,36
M,26,36
M,27,36
M,-10,36
M,3,36
Z,-10,36
M,23,36
M,27,36
M,28,36
M,31,36
M,42,36
M,50,36
M,5,36
Y,16,36
M,15,36
M,33,36
M,-20,36
M,34,36
M,50,36
M,34,36
M,42,36
AB,47,36
Y,-11,36
M,-5,36
AB,2,36
M,11,36
M,13,36
M,17,36
AB,26,36
M,30,36
M,31,36
M,48,36
M,79,36
M,43.8,35.9
M,26,36
M,28,36
M,57,36
M,44,36
M,31,36
M,29,36
M,5,36
M,24,36
M,49,36
M,63,36
Z,-81,36
Z,-81,36
M,-28,36
Z,-13,36
M,-7,36
M,3,36
AB,7,36
M,7,36
M,12,36
M,16,36
M,17,36
M,20,36
M,24,36
M,25,36
M,37,36
M,43,36
M,44,36
M,47,36
M,49,36
M,52,36
AB,55,36
AB,56,36
M,74,36
M,-15,36
AB,6,36
M,35,36
M,43,36
M,47.5,36.0
M,23,36
M,14,36
M,45,36
M,2,36
M,37,36
M,37,36
M,-10,36
M,52,36
Z,-37,36
M,90,36
M,14.1,36.1
M,4,36
AB,-11,36
M,5,36
M,27,36
M,61,36
M,10,36
M,3,36
AB,24,36
M,-21,36
Z,-35,36
Y,2,36
M,14,36
M,16,36
M,20,36
M,26,36
M,30,36
M,31,36
M,81,36
AB,31,36
M,35,36
M,67,36
Z,-45,36
Y,-36,36
M,42.6,36.2
M,35,36
M,29,36
M,64,36
M,-6,36
M,22,36
M,29,36
M,34,36
M,35,36
M,1,36
M,29,36
Y,-17,36
M,24,36
M,9,36
M,34,36
M,36,36
M,-4,36
M,17,36
M,23,36
Z,-69.0,36.3
M,45,36
Y,5,36
M,10,36
M,31,36
M,41,36
M,-19,36
M,44,36
M,21,36
M,-7,36
M,33,36
M,17,36
Z,-32,36
M,-1,36
M,14,36
M,23,36
M,28,36
M,55,36
M,77,36
M,10,36
M,29,36
M,41,36
M,39,36
M,56,36
M,21,36
M,61,36
M,-9.5,36.5
M,39,37
M,-7,37
Y,-21,37
M,21,37
M,50,37
M,41,37
M,-8,37
M,21,37
M,2.0,36.6
M,33,37
M,43,37
M,102,37
M,6,37
Y,-19,37
M,23,37
M,33,37
M,33,37
M,37,37
M,41,37
M,53,37
M,7,37
M,39,37
Z,-16,37
M,-7,37
M,45.80,36.70
M,6,37
M,34,37
M,27,37
M,-31,37
M,34,37
U,113,37
M,60,37
M,37,37
M,58,37
M,28,37
M,23,37
M,27,37
M,33,37
M,34,37
M,36,37
M,37,37
M,38,37
Y,35,37
M,27,37
M,40,37
M,-19,37
M,34,37
AB,37,37
AB,12,37
M,52,37
Z,-65,37
M,44,37
M,14,37
M,35,37
M,18,37
M,10,37
M,27,37
M,27,37
M,21,37
M,42,37
M,28,37
M,-11,37
M,8.2,36.9
M,47,37
M,29,37
M,56,37
M,20,37
M,11,37
M,56,37
M,33,37
M,28,37
M,19,37
Z,-51,37
Z,-13,37
Y,-2,37
M,-2,37
M,-1,37
AB,0,37
M,2,37
Y,3,37
M,4,37
M,8,37
M,19,37
M,19,37
M,20,37
M,24,37
M,31.8,37.0
M,33,37
M,36,37
M,41,37
M,43,37
M,43,37
M,46,37
M,53.4,37.0
M,54,37
M,57,37
M,64,37
M,64,37
M,66,37
M,67,37
M,71,37
M,81,37
M,81,37
AB,83,37
M,48,37
M,-6,37
M,19,37
M,36,37
M,41,37
M,42,37
M,109,37
M,33,37
AB,46,37
M,51,37
M,43,37
M,46,37
M,2,37
M,36,37
M,-44,37
M,6,37
AB,49,37
M,28,37
M,16,37
Y,-9,37
M,7,37
M,37,37
M,53.0,37.2
M,35,37
M,1,37
M,17,37
Y,19,37
M,30,37
M,38,37
M,41,37
M,47,37
M,-20,37
M,13,37
M,53,37
M,30,37
M,33,37
M,31,37
M,49,37
M,19,37
M,33,37
M,27,37
M,20,37
M,37.6,37.3
AB,94,37
M,26,37
M,14,37
M,59,37
Y,7,37
M,13,37
M,6,37
M,23,37
M,28,37
M,28,37
M,31,37
M,42,37
M,46,37
M,60,37
M,12,37
M,-15,37
Y,11,37
M,24,37
M,44,37
M,72,37
M,78,37
M,19,37
M,16.8,37.4
M,77.9,37.4
M,37,37
M,19,37
M,32,37
M,36,37
M,23,37
M,23.7,37.4
M,25,37
M,27,37
M,41,37
M,18,37
M,49,37
M,4,37
M,22,37
M,10,38
M,27.0,37.5
M,28,38
M,41,38
M,25,38
M,25,38
M,36,38
M,47,38
M,49,38
M,43,38
M,51,38
M,50,38
M,43,38
M,23,38
Z,-78,38
M,10,38
M,24,38
M,30,38
M,47,38
M,36,38
M,27,38
M,-4,38
M,42,38
M,42,38
M,28,38
AB,64,38
M,15,38
M,55,38
Y,14,38
M,25,38
M,20,38
M,22.8,37.7
M,25,38
M,38,38
M,42.3,37.7
M,42.6,37.7
M,9,38
M,45,38
M,29,38
M,40,38
M,30,38
Y,-2,38
M,29,38
M,-18,38
M,-3,38
M,39,38
M,37,38
M,31,38
M,55,38
M,-22,38
M,4,38
M,27,38
M,29,38
M,33,38
M,31,38
M,28,38
M,66,38
M,23,38
M,5,38
M,70,38
Y,-30,38
M,-16,38
M,0,38
M,1,38
M,51,38
M,71,38
M,-4,38
M,32,38
M,38,38
M,32,38
M,35,38
M,26,38
Z,-55,38
Y,-19,38
M,-14,38
M,-4,38
AB,-2,38
M,2,38
M,3,38
M,4,38
M,5,38
M,8,38
AB,9,38
M,11,38
AB,13,38
M,14,38
M,20,38
M,23,38
M,25,38
M,27,38
M,27,38
M,28,38
M,28,38
M,34,38
M,36,38
M,38,38
M,41,38
M,43,38
M,46,38
M,46,38
M,48,38
M,53,38
M,54,38
M,59,38
M,64,38
M,66,38
M,42,38
M,109,38
M,34,38
M,26,38
M,52,38
Z,-28,38
M,6,38
M,27,38
M,31,38
M,0.2,38.1
M,4,38
M,41.4,38.1
M,-3,38
M,46,38
M,25,38
M,28,38
M,32,38
M,33,38
M,38,38
M,41,38
M,29,38
M,29,38
M,39,38
M,49,38
M,31,38
M,37.99,38.17
M,27.0,38.2
M,7.0,38.2
M,34.8,38.2
M,-3,38
M,57,38
M,49,38
M,6,38
Y,14,38
M,24,38
M,34,38
M,40,38
M,41,38
M,53,38
M,68,38
M,112,38
M,22,38
M,27,38
M,29,38
M,6,38
M,25,38
M,41,38
M,53,38
M,24,38
M,35,38
M,-3,38
M,59,38
M,18,38
M,-53,38
M,25,38
M,-2,38
M,35.1,38.4
M,46,38
M,42,38
M,46,38
M,48,38
M,6,38
M,65,38
M,39.0,38.4
M,36,38
M,14,38
M,19,38
M,20,38
Y,-14,38
M,40,38
M,43,38
M,26,38
M,24,38
M,55.9,38.5
M,28,39
M,21,39
M,40,39
M,73,39
M,26,39
M,36,39
M,-4,39
M,-1,39
M,5,39
M,7,39
M,9,39
M,12,39
M,14,39
M,18,39
M,37,39
M,42,39
M,48,39
M,59,39
M,59,39
M,67,39
M,76,39
M,48,39
M,-12,39
Y,-6,39
M,20,39
AB,91,39
M,21,39
M,56,39
M,43,39
M,20,39
M,38,39
M,6,39
M,44,39
AB,-57,39
M,39,39
M,17,39
M,12,39
M,36,39
M,37,39
M,38,39
M,42,39
AB,75,39
Y,-38,39
M,27.0,38.7
M,42.5,38.7
M,3,39
M,34,39
M,2,39
M,46.2,38.7
M,24,39
M,-2,39
M,12,39
M,8,39
M,17,39
M,11,39
M,31,39
M,24,39
M,54,39
M,16,39
M,31,39
M,54,39
M,71,39
M,-20,39
M,17,39
M,23,39
M,42,39
M,55,39
M,25,39
M,38,39
M,37,39
M,31,39
M,44,39
M,36,39
Z,-36,39
M,35,39
M,-16,39
AB,3,39
M,26,39
M,59,39
Y,1,39
M,33,39
M,33,39
M,41,39
M,46,39
M,28,39
M,69,39
M,-16,39
M,41,39
Y,-67,39
Z,-64,39
Y,-12,39
Y,-10,39
M,-10,39
M,-7,39
Z,1,39
AB,4,39
M,7,39
M,13,39
AB,17,39
M,25,39
M,25,39
M,25,39
M,28,39
M,31.6,39.0
M,32,39
M,32,39
M,34,39
M,37,39
M,38,39
AB,39,39
M,42,39
M,43,39
M,44,39
M,44,39
M,48,39
M,49,39
M,50,39
M,56,39
M,57,39
M,64,39
M,71,39
M,90,39
M,50,39
M,42,39
M,35,39
M,5,39
M,76,39
M,58,39
M,5.8,39.1
M,31.1,39.1
M,42.0,39.1
AB,65.4,39.1
M,49,39
M,36,39
M,38,39
M,24,39
M,35,39
M,5,39
Y,10,39
M,11,39
M,24,39
M,36,39
M,44,39
M,49,39
M,80,39
M,34,39
M,29,39
M,44,39
M,33,39
M,8,39
M,-20,39
M,25,39
M,29,39
M,18,39
M,52,39
Y,8.9,39.2
M,22.3,39.2
M,30,39
M,60,39
M,58,39
M,16,39
M,47,39
M,40,39
M,26,39
M,41,39
M,38,39
M,46,39
M,53,39
AB,56,39
M,39,39
Z,-39,39
M,53.8,39.3
M,14,39
M,24,39
M,61,39
M,34.6,39.4
M,21,39
M,62,39
M,-7,39
M,5,39
M,23,39
AB,28,39
M,33,39
M,36,39
M,38,39
M,39,39
M,63,39
M,16,39
M,31,39
M,16,39
M,26,39
M,41,39
M,32,39
M,37,39
M,24,40
M,23.8,39.5
M,49.1,39.5
M,54.0,39.5
M,28,40
M,21,40
M,43,40
M,46,40
M,32,40
M,28,40
M,50,40
M,22,40
M,12,40
M,14,40
Z,-14,40
Y,0,40
M,24,40
M,36,40
M,47,40
M,13,40
M,25,40
M,33,40
M,45,40
M,47,40
M,45,40
M,18,40
M,7,40
M,18,40
M,45.4,39.6
M,39,40
M,5,40
M,56,40
M,64,40
M,8,40
M,40,40
M,84,40
M,9,40
M,38,40
M,7,40
M,57,40
M,34,40
Z,-69,40
M,-10,40
M,-10,40
M,3,40
M,23,40
M,33,40
M,34,40
M,40,40
M,48,40
M,53,40
M,64,40
M,65,40
M,28,40
M,30,40
M,39,40
AB,0,40
M,54,40
M,72,40
M,12,40
M,48,40
M,27,40
M,34,40
M,68,40
M,24,40
M,35,40
M,11,40
M,-7,40
M,27,40
M,37,40
M,49,40
M,36,40
M,40,40
M,38.3,39.9
M,31,40
M,22,40
M,18,40
M,29,40
M,22,40
M,38,40
M,38,40
M,10,40
M,20,40
Z,-53,40
Z,-47,40
M,-33,40
M,-27,40
M,-13,40
M,-10,40
Y,-7,40
Z,-2,40
M,-1,40
M,6,40
M,6,40
M,10,40
M,12,40
M,14,40
M,23,40
M,27,40
M,28,40
M,29,40
M,31.8,40.0
M,32,40
M,33,40
M,34.4,40.0
M,35,40
M,35,40
M,41,40
M,41,40
M,43,40
M,44,40
M,45,40
M,46,40
M,47,40
AB,49,40
M,54,40
M,55,40
AB,62,40
M,70,40
M,70,40
M,76,40
M,10,40
AB,22,40
M,23,40
M,45,40
M,46,40
M,48,40
M,62,40
M,16,40
M,42,40
M,20,40
M,20,40
M,32,40
M,39,40
M,36,40
M,-25,40
M,45,40
M,3,40
M,32,40
M,42,40
M,27,40
M,16,40
M,28,40
M,30,40
M,44,40
M,53,40
M,42,40
M,40,40
M,17,40
M,38,40
M,24,40
M,52,40
M,24,40
M,33,40
M,30,40
M,35.51,40.23
M,41.23,40.23
M,41,40
M,41,40
AB,52,40
M,17,40
M,32,40
M,65,40
M,31,40
M,74,40
M,56,40
M,45.2,40.3
M,50.4,40.3
M,40,40
AB,8,40
M,12,40
M,21,40
Y,25,40
M,43,40
M,49,40
M,62,40
M,65,40
M,45,40
M,32,40
M,-1,40
M,50,40
Z,-8,40
M,13,40
M,29,40
M,33.6,40.4
M,58,40
M,31,40
M,27,40
Y,-8,40
M,31,40
AB,40,40
M,69,40
M,39,40
AB,42,40
M,30,40
M,6,40
M,20,40
M,50,40
M,22,40
M,23,41
M,38,41
Y,-6,41
M,24,41
M,53,41
M,17,41
M,36,41
M,21,41
M,20,41
M,53,41
M,41,41
M,16,41
AB,18,41
M,21,41
M,27,41
M,38,41
M,38,41
M,50,41
M,93,41
M,63,41
M,46,41
AB,20,41
M,12,41
M,17,41
M,61,41
M,33,41
M,38,41
M,31,41
M,-7,41
M,28,41
M,21,41
M,48,41
M,28,41
M,41,41
AB,58,41
M,29,41
M,29,41
M,38,41
AB,48,41
M,60,41
M,-20,41
M,37,41
M,20,41
M,34,41
M,2,41
M,1,41
M,29,41
M,40,41
M,35,41
M,44,41
M,55,41
Z,-85.1,40.9
Z,-36,41
Z,-28,41
Y,-2,41
M,2,41
AB,27,41
M,27,41
M,34,41
M,39,41
M,46,41
M,47,41
M,63,41
Y,23,41
M,34,41
M,-38,41
M,7,41
M,45,41
M,24,41
M,42,41
M,15,41
M,41,41
M,28,41
M,40,41
M,-12,41
M,-7,41
M,-3,41
M,-3,41
M,-1,41
M,3,41
AB,4,41
AB,6,41
M,14,41
M,16,41
M,16,41
M,17,41
M,21,41
M,24,41
M,24,41
M,30,41
M,32,41
M,35,41
M,37,41
M,38,41
M,39,41
AB,42,41
AB,43,41
M,44,41
M,45,41
M,45,41
M,49,41
M,50,41
M,53,41
M,54,41
M,54,41
M,57,41
M,57,41
M,59,41
M,74,41
M,50,41
M,39,41
M,48,41
M,38,41
M,42,41
M,53,41
M,45,41
M,59,41
M,45,41
M,32,41
M,70,41
M,50,41
M,39,41
M,57,41
M,25,41
Z,-23,41
M,5.2,41.1
M,37.9,41.1
M,67,41
M,41,41
M,44,41
M,22,41
M,33,41
M,32,41
M,11,41
M,8,41
M,36,41
M,33,41
M,33,41
M,24,41
M,47,41
Y,-24,41
M,-21,41
M,-5,41
M,3,41
M,30,41
M,33,41
M,-37,41
M,29,41
M,42,41
M,78,41
M,34,41
M,49,41
M,49,41
Y,-14,41
M,26,41
M,41,41
M,39.0,41.3
M,44,41
M,14,41
M,14,41
M,39,41
