Type,d(29Si/28Si),d(30Si/28Si)
M,-53,-6
M,-48,-6
M,-9,-6
M,6,-6
Z,-90.3,-6.2
M,6,-6
M,15,-6
M,-1,-6
Z,-242,-6
M,-31,-6
M,-8,-6
M,-6,-6
M,-5,-6
M,2.9,-6.0
M,6,-6
AB,9,-6
Y,19,-6
M,100,-6
M,-58,-6
M,-30,-6
M,-30,-6
M,10,-6
M,13,-6
M,-16,-6
M,-17,-6
M,-4,-6
AB,-5.8,-5.8
M,-2,-6
M,-11,-6
M,-36,-6
M,-27,-6
M,31,-6
AB,19,-6
Y,-20,-6
Y,-55,-6
M,-28,-6
M,-22,-6
M,-4,-6
M,29,-6
M,-15,-6
M,-65,-6
M,-3,-6
M,-38,-6
M,-9,-6
M,-4,-6
M,-25.6,-5.5
M,17.9,-5.5
M,15,-5
M,-53,-5
M,-3,-5
M,-36,-5
M,-44,-5
M,-2,-5
M,10,-5
M,18,-5
M,29,-5
M,-13,-5
M,-24,-5
M,-22,-5
M,57,-5
M,-31,-5
M,4,-5
M,13,-5
X,-229,-5
M,-18,-5
M,-5,-5
AB,-41,-5
M,0,-5
M,-18,-5
M,-13,-5
M,-54,-5
AB,-25,-5
M,-25,-5
M,-8,-5
AB,-4,-5
M,0,-5
M,26,-5
M,-21,-5
M,-14,-5
M,12,-5
M,-36,-5
M,-50,-5
M,-4,-5
M,11,-5
M,20,-5
Y,-31,-5
Y,-37,-5
M,-16,-5
M,-15,-5
M,-22,-5
M,-15,-5
M,20,-5
M,-36,-5
M,-45,-4
M,-29,-4
M,-27,-4
M,-22,-4
M,-2,-4
M,28,-4
M,-20,-4
M,25,-4
M,29,-4
AB,12,-4
M,24,-4
M,17,-4
M,-16,-4
M,8,-4
Y,53,-4
M,0.3,-4.2
M,8,-4
Z,-127,-4
AB,-48,-4
AB,-26,-4
M,-25,-4
M,-8,-4
M,5,-4
M,29,-4
AB,-6.9,-4.1
M,32,-4
M,-70,-4
M,-42,-4
AB,-26,-4
AB,-23,-4
M,-12,-4
AB,-4,-4
M,0,-4
AB,15,-4
M,24,-4
M,59,-4
M,-4,-4
M,4,-4
M,-17,-4
M,-31.17,-3.91
M,-22,-4
M,-0.7,-3.9
M,37,-4
M,-8,-4
M,-13,-4
M,2,-4
M,7,-4
M,22,-4
M,5,-4
M,-2.0,-3.8
M,-1.2,-3.8
M,-7,-4
M,33,-4
M,3,-4
M,21,-4
M,3,-4
M,-50,-4
M,-19,-4
Y,-47,-4
M,4,-4
M,-52,-4
M,-30,-4
M,-20,-4
M,-9,-4
M,-4,-4
M,9,-4
M,43,-4
AB,-36,-4
M,62,-4
M,-49,-4
M,-42,-3
M,-30,-3
M,19,-3
M,15,-3
M,-19,-3
M,-26,-3
Y,-3,-3
M,-11,-3
M,14,-3
Z,-62,-3
M,-30,-3
M,-26,-3
Y,-1,-3
M,8,-3
M,15,-3
Y,15,-3
M,42,-3
AB,-27,-3
AB,-5,-3
M,-2.8,-3.2
M,-90,-3
M,-41,-3
M,-22,-3
M,3,-3
M,-6,-3
M,15,-3
AB,-24,-3
M,19,-3
AB,-16,-3
M,-45,-3
Y,-42,-3
AB,-36.6,-3.0
M,-32,-3
AB,-25,-3
AB,-20,-3
M,-9,-3
M,6,-3
M,10,-3
M,10.5,-3.0
M,13,-3
M,19,-3
M,26,-3
AB,31,-3
M,-28,-3
M,-10,-3
M,8,-3
M,25,-3
M,13,-3
M,68,-3
Y,-2.5,-2.8
M,31.8,-2.8
M,-3,-3
AB,15,-3
M,-2,-3
M,11,-3
M,-19,-3
M,-6,-3
M,-17,-3
M,-10,-3
Y,21,-3
M,-36,-3
M,-24,-3
M,-43,-3
M,-30.8,-2.6
M,-38,-3
AB,-2,-3
M,-15,-3
M,11,-3
M,20,-3
M,-44,-3
M,-26.1,-2.5
M,-7,-3
M,-2.2,-2.5
M,1.3,-2.5
M,4,-3
Y,-36,-2
AB,-16,-2
M,-4.8,-2.4
M,23,-2
M,-6,-2
M,37,-2
M,-15,-2
M,-26,-2
M,10,-2
M,-38,-2
M,-24,-2
M,-30,-2
M,1,-2
M,37,-2
M,2,-2
M,-10,-2
M,3.2,-2.2
M,-69,-2
AB,-8,-2
M,-1,-2
M,-15,-2
M,-37,-2
AB,-1,-2
M,-9,-2
M,30,-2
Z,-102,-2
M,-17,-2
M,20,-2
M,-6,-2
M,-8,-2
M,13,-2
M,2,-2
M,-40,-2
M,-25,-2
M,-17,-2
AB,-16,-2
AB,-9,-2
M,-8,-2
M,-7,-2
M,-7,-2
M,15,-2
AB,17,-2
M,17,-2
M,26,-2
M,111,-2
M,19,-2
M,8,-2
AB,2,-2
M,12,-2
M,-19,-2
M,-19.4,-1.9
M,-60,-2
M,-19,-2
M,4,-2
M,-26,-2
M,38,-2
M,30,-2
M,12,-2
M,22,-2
M,-24,-2
M,-3.5,-1.6
M,9,-2
M,-4,-2
M,-21,-2
M,-11,-2
M,-27,-1
M,-10,-1
M,-4,-1
M,9,-1
M,-8,-1
M,-55,-1
M,-12,-1
M,-10,-1
M,-26,-1
M,-20,-1
AB,-16,-1
M,4,-1
M,39,-1
M,-20.6,-1.3
M,5,-1
M,-8,-1
M,-3,-1
M,-55,-1
Y,-48,-1
M,1.0,-1.1
M,-19,-1
M,-4,-1
M,-51,-1
M,-28,-1
M,-21,-1
M,-18,-1
M,-6,-1
AB,4,-1
Y,40,-1
M,53,-1
M,-12,-1
M,15,-1
M,17,-1
Y,-14,-1
M,-19,-1
AB,-28,-1
M,-54,-1
M,-47,-1
M,-39,-1
M,-24,-1
M,-20,-1
AB,7,-1
M,5,-1
M,9,-1
M,-29,-1
M,29,-1
M,-7,-1
M,-47,-1
AB,-12,-1
M,17,-1
M,6,-1
M,-18,-1
M,-3,-1
M,-1,-1
Z,-54,-1
M,-11,-1
AB,-18,-1
M,8,-1
M,-1,-1
M,6,-1
M,-4.3,-0.6
M,18.2,-0.6
Y,-28,-1
M,-16,-1
M,40,-1
M,-38,-1
M,69,-1
M,-4,-1
Y,-9,-1
M,-17,-1
Y,-14,-1
M,-8,-1
M,-24,-1
M,-58,-1
M,-44.7,-0.5
M,-13,-1
M,-7,0
M,-34,0
M,12,0
Z,-51.9,-0.4
M,34,0
M,-7,0
M,3,0
M,22,0
M,-9,0
M,27,0
M,-23,0
Y,-15,0
M,-15,0
M,-4,0
M,-1,0
M,21,0
M,12,0
M,4,0
M,-28,0
M,-46,0
M,-11,0
M,18,0
M,-19,0
M,-5,0
M,-11.3,-0.1
M,7,0
M,48,0
M,-27,0
Z,-112,0
M,-108,0
M,-75,0
M,-32,0
AB,-22,0
M,-21,0
M,-17,0
M,-14,0
M,-7,0
M,-3,0
M,2,0
M,7,0
M,9,0
M,17,0
AB,17,0
M,24,0
M,35,0
M,35,0
M,58,0
AB,90,0
M,-9,0
M,-29,0
M,9,0
M,-26,0
M,-13,0
M,-10,0
M,37,0
M,-19,0
M,-7,0
M,2.9,0.1
M,30,0
M,17,0
M,2.7,0.1
M,-16,0
M,26,0
AB,-6,0
M,50,0
Y,-37,0
M,-18,0
M,26,0
M,-14,0
M,4,0
M,-4,0
M,25,0
M,-4,0
M,-20,0
M,16,0
M,-15.7,0.4
M,-11,0
M,17,0
M,-20,1
M,12,1
M,-19,1
M,-11,1
M,-9,1
M,20,1
AB,34,1
M,8,1
M,-20,1
M,11,1
M,83,1
M,-17,1
M,-37,1
M,-17,1
M,29,1
Y,-21,1
M,48,1
M,-29,1
M,17,1
M,-16,1
Y,-24,1
M,-2,1
M,-20,1
M,-42,1
M,1,1
M,11,1
M,2,1
M,-7,1
Z,-89,1
Y,-22,1
Y,-21,1
M,-12,1
M,0,1
M,10,1
Y,-29.2,0.9
M,2,1
M,-35,1
M,-23,1
AB,-20,1
M,-3,1
M,4,1
M,8,1
M,11,1
M,14,1
M,18.1,1.0
M,12,1
M,6,1
M,-10,1
M,5,1
M,24,1
M,-1,1
Z,-81,1
M,-9,1
M,-45,1
M,-28,1
M,-27,1
Y,-13,1
M,33,1
M,-28,1
M,-18,1
M,-5,1
Y,-18,1
M,-48,1
M,10,1
M,-2,1
M,18,1
M,46,1
M,7,1
M,32,1
M,9,1
M,-17.8,1.4
M,3,1
AB,-10,1
M,2,1
M,15,1
M,-1,1
M,-39,1
M,-13,1
M,25,1
M,29,1
M,32,1
M,14,1
Y,-30,2
M,18,2
M,-45,2
M,-25,2
M,8,2
M,9,2
M,4,2
M,-10,2
M,-29,2
M,-10.7,1.6
M,-5,2
M,-25.7,1.7
M,-4,2
M,-13,2
M,7,2
M,2,2
M,-8,2
AB,10,2
M,38,2
U,49,2
M,-54,2
M,-46,2
M,-25,2
M,-5,2
M,11.0,1.9
M,32,2
M,4,2
M,-23,2
Y,-16,2
M,6,2
M,42,2
M,-26,2
M,-25,2
M,-23,2
AB,-19,2
M,-17,2
M,-16,2
AB,-9,2
M,-5,2
M,-2,2
M,-1,2
M,16,2
M,94,2
M,-40,2
M,-2,2
M,-23,2
M,-22,2
M,-20,2
M,-12,2
M,-6,2
M,14,2
M,27,2
M,18,2
Y,-33,2
M,3,2
M,-16,2
M,-25,2
M,-2,2
M,20,2
M,-10,2
M,-23,2
M,1,2
AB,-13.7,2.3
Y,4,2
M,-5,2
Y,-41,2
M,-15,2
M,-15,2
M,-2,2
M,-1,2
M,6,2
M,-33,2
M,-2,2
M,6,2
M,-29.4,2.4
M,-14,2
M,10,2
M,-4,2
M,3,2
M,4,2
M,-9,3
M,10,3
M,0,3
M,32,3
M,-27,3
M,3,3
M,-8,3
M,4,3
M,-18.2,2.6
M,0,3
M,5,3
M,-33,3
M,-7,3
M,-33,3
M,-8,3
M,13,3
M,16,3
M,55,3
M,5,3
Z,-58,3
M,-45,3
Y,-32,3
M,-22,3
M,17.2,2.7
M,-13,3
M,15,3
M,-5,3
M,3,3
M,17,3
M,12,3
M,4,3
M,3.0,2.9
M,0,3
M,22,3
M,-10,3
M,-1,3
Y,-33,3
M,-18,3
M,-7,3
M,2,3
M,3,3
M,-22,3
M,-11,3
M,22,3
M,-62,3
M,-26,3
M,-19,3
M,-15,3
AB,-13,3
M,-13,3
M,-12,3
Y,-11,3
M,-8,3
M,-7,3
M,-3,3
M,-3,3
M,12,3
M,32,3
Z,-80,3
M,1.1,3.1
M,-28,3
M,7,3
M,-9,3
M,-22,3
M,-0.7,3.2
M,24,3
M,-1,3
M,9,3
M,-26,3
Y,-18,3
M,-16,3
M,-4,3
M,4,3
M,43,3
M,-42,3
M,-29,3
M,1,3
Y,-38,3
M,-7,3
M,5,3
M,12,3
M,-26,3
M,-73,3
AB,-10,3
M,12,3
M,-15,3
M,-25,3
M,-19.4,3.5
M,10,4
M,54,4
M,6,4
Z,-76,4
Y,-27,4
M,-21,4
Y,-20,4
M,-14,4
AB,-13,4
M,-8,4
M,6,4
AB,6,4
M,41,4
M,5,4
M,-22,4
M,0.8,3.6
M,-23,4
M,-29,4
M,-27,4
M,6,4
M,-28,4
M,21,4
M,1,4
M,22,4
M,-24.2,3.8
M,-25,4
U,51,4
Y,-12,4
AB,-5,4
M,4,4
M,21,4
M,28,4
M,40.6,3.9
AB,-22,4
M,6,4
M,3,4
M,15,4
M,-9,4
M,-77,4
Y,-59.5,4.0
M,-48,4
M,-34,4
M,-15,4
M,-14,4
AB,-9,4
AB,-9,4
M,-5,4
M,0,4
AB,0,4
M,7,4
M,19,4
AB,23,4
M,33,4
M,56,4
M,86,4
M,-4,4
M,25,4
M,47,4
M,24.8,4.1
M,-5,4
M,3,4
M,10,4
M,-53,4
AB,-30,4
M,-24,4
M,-20,4
M,-16,4
AB,6,4
M,20,4
M,38,4
M,-11,4
M,38,4
M,-25,4
M,-11,4
M,6,4
M,43,4
M,4.9,4.4
M,-2,4
M,-32,4
M,-32,4
AB,-31,4
M,-22,4
M,-12,4
AB,52,4
M,55,4
Y,-24,4
M,-10,4
M,-16,4
Y,-7,4
M,26,4
M,-16,5
M,47,5
M,19,5
M,-50,5
M,-14,5
M,3.7,4.6
M,35,5
M,24,5
AB,-12,5
Y,-21,5
M,-3,5
M,3.5,4.7
M,13,5
Y,-16,5
M,35,5
M,6,5
M,-20,5
M,-9,5
M,5,5
M,1,5
M,8,5
M,57.9,4.8
M,36,5
M,-7,5
M,15,5
U,49,5
M,25,5
M,-21,5
M,-33,5
M,5,5
M,-24,5
M,-2.3,4.9
AB,13.0,4.9
M,21.1,4.9
M,-9,5
M,-29,5
M,0,5
M,-6,5
M,6,5
M,36,5
M,-48,5
M,-47,5
M,-32,5
M,-18,5
M,-15,5
M,-13,5
Y,-9,5
M,-9,5
AB,1,5
M,4.0,5.0
M,28,5
M,41,5
M,-1,5
M,42,5
AB,-3,5
M,24,5
M,8,5
Y,-33,5
M,-29,5
M,-27,5
M,3,5
M,57,5
M,8,5
M,25,5
Y,-23,5
M,-17,5
M,7,5
M,-5,5
M,-10,5
M,-1,5
M,-8,5
M,-2,5
M,12,5
M,-4,5
Y,-29,5
M,-4,5
Y,-34,5
M,-5,5
M,14,5
AB,11,5
M,49.1,5.4
M,4,5
M,10,5
AB,-3,5
M,10,5
M,4,5
U,47,5
M,28,5
M,-5,6
M,-9.0,5.5
M,-48,6
M,25,6
M,-28,6
AB,9,6
M,15,6
Z,-100,6
Z,-61,6
M,-42,6
M,-17,6
Y,-3,6
M,22,6
AB,22,6
M,9,6
M,20,6
Y,-3,6
M,17,6
M,-33,6
M,2,6
M,44,6
M,0,6
M,35,6
AB,-14,6
M,-76,6
M,17,6
M,6,6
M,-14,6
M,38,6
U,40,6
AB,39.2,5.9
M,-4,6
M,5,6
M,-33,6
M,-15,6
M,-11,6
M,9,6
M,96,6
M,3,6
M,-36,6
M,3,6
M,52,6
Z,-57,6
M,-27,6
M,-19,6
Y,-3,6
M,-1,6
M,0,6
M,2,6
AB,6,6
M,9,6
M,10,6
M,11,6
M,14,6
M,24,6
M,27,6
M,34,6
M,41,6
M,71,6
M,13,6
M,18,6
M,2,6
M,24,6
M,1,6
M,12,6
M,23,6
AB,7,6
M,-1,6
Y,25,6
M,37,6
M,-12,6
M,21,6
M,52,6
AB,-8,6
M,-15,6
M,-8,6
Z,-57,6
M,-16,6
Y,-12,6
M,-9,6
M,-8,6
M,-6,6
M,-1,6
M,1,6
M,4,6
M,-5,6
Y,6,6
M,-9,6
M,-6,6
M,14.3,6.4
AB,48,6
M,17,6
M,-13,6
M,84,6
M,9,6
M,-57,6
M,2,6
M,5,6
M,-21,7
AB,16,7
M,-26,7
M,-10,7
M,14,7
M,23,7
M,49,7
Z,-43,7
M,6,7
M,-6,7
Y,-12,7
M,-19.8,6.8
M,-17,7
AB,22,7
M,-20,7
M,-17.3,6.8
M,18,7
M,-15,7
M,-13,7
M,-11,7
M,-5,7
M,-5,7
M,5,7
M,9,7
M,33,7
M,9,7
M,-11,7
M,-36,7
M,15,7
M,8,7
M,40,7
M,12,7
M,30,7
M,-45,7
M,-43,7
M,-40,7
M,-30,7
AB,-28,7
M,-20,7
M,-16,7
M,-10,7
M,-9,7
M,-8,7
M,-1,7
M,14,7
M,17,7
M,32,7
M,40,7
M,76,7
M,39,7
AB,-4,7
M,83,7
AB,9,7
M,17,7
M,21.0,7.1
M,-23,7
M,-23,7
M,-22,7
M,12,7
M,8,7
M,3,7
M,19,7
M,7,7
M,16,7
M,4,7
M,66,7
M,-6,7
M,-28,7
M,-4.7,7.3
Y,-26,7
M,85,7
M,-18,7
M,28,7
M,-25,7
M,-20,7
M,-19,7
M,-4,7
M,11,7
M,19,7
M,26,7
M,-44,7
Y,-9,7
M,8,7
M,42,7
M,56,8
M,2,8
M,11,8
AB,-3,8
M,-3,8
M,-42.7,7.6
AB,-10,8
M,-4.3,7.6
M,29,8
M,-3,8
M,18,8
M,1.7,7.7
M,14.4,7.7
M,-24,8
M,30,8
M,-34,8
M,17,8
M,1,8
M,6,8
M,-10,8
M,-1,8
M,-41,8
M,-17,8
M,43.1,7.9
M,14,8
M,34.7,7.9
M,49,8
M,-12,8
M,-22,8
M,-21,8
M,-26,8
Y,-24,8
M,-21,8
Y,-21,8
Y,-16,8
M,-12,8
M,-11,8
M,-10,8
M,-10,8
M,9.1,8.0
M,30,8
M,34,8
M,35,8
M,73,8
M,-15,8
M,-6,8
M,3,8
M,7,8
M,34,8
M,-18,8
M,3,8
M,-3,8
M,35,8
M,1,8
M,-9,8
M,-4,8
M,17,8
M,-32,8
Z,-49.0,8.2
M,-43,8
M,-11,8
M,15,8
M,-2,8
M,6,8
M,14,8
M,40,8
M,33,8
M,9,8
M,-26,8
M,-10.7,8.4
M,49,8
M,34,8
M,50,8
M,19,8
M,1,8
M,33,9
M,-15,9
M,-20,9
M,19,9
M,-32,9
M,-30,9
M,-7,9
M,-6,9
M,-5,9
M,0,9
M,31,9
M,-1,9
Y,-14,9
M,20,9
M,6,9
M,24.3,8.7
M,15,9
M,22,9
M,-24,9
M,-30.8,8.8
M,16,9
M,1,9
M,48,9
Y,-27,9
Y,-23,9
M,-1,9
M,-1,9
M,-18,9
M,21,9
Z,-68,9
Y,-34,9
Y,-34,9
M,-10,9
M,-3,9
M,0,9
M,5,9
M,9,9
M,10,9
M,17,9
M,36,9
M,-28,9
Y,-54,9
M,-13,9
M,56.6,8.9
M,40,9
M,24,9
M,52,9
M,38,9
M,24,9
M,39,9
M,3,9
M,-30,9
M,-29,9
AB,-18,9
M,-16,9
M,-5,9
M,0,9
M,2,9
M,3,9
M,3,9
M,17,9
AB,18,9
AB,20,9
M,20,9
M,38,9
M,40,9
M,43,9
M,50,9
M,51.4,9.0
M,55,9
Y,7,9
M,4,9
M,32,9
M,-6,9
M,0,9
M,-4,9
M,23,9
Y,-4,9
M,12.0,9.1
M,-3,9
M,-31,9
M,-17,9
M,-8,9
Y,1,9
M,22,9
Y,-71,9
M,-14,9
M,13,9
M,14,9
M,37,9
M,40,9
M,14,9
M,-6,9
M,3,9
M,18,9
AB,-14,9
M,23,9
AB,8,9
M,-8,9
M,-6,9
AB,-5.0,9.4
M,35,9
M,-21,9
M,14,9
M,-27,9
M,-20,9
M,-19,9
M,-8,9
M,2,9
M,3,9
M,11,9
M,16,9
M,1,9
M,-2,9
M,-3,10
M,36,10
M,-3,10
M,6,10
M,24,10
M,15,10
M,-52,10
M,22,10
M,2,10
M,0,10
M,-18,10
M,16,10
M,-45,10
M,-28,10
Y,-23,10
M,10,10
M,16,10
M,37,10
M,9,10
M,-16,10
M,71,10
M,-13,10
M,15,10
M,-20,10
M,1,10
M,28,10
Y,-22.4,9.9
M,-19.2,9.9
M,-80,10
M,15,10
M,-38,10
M,26,10
M,16,10
M,30,10
M,18,10
M,-22,10
AB,45,10
M,6,10
M,-29,10
M,-20,10
AB,-19,10
M,-13,10
AB,-6,10
AB,-5,10
M,10,10
M,11,10
M,14,10
M,15,10
M,34,10
AB,46,10
M,25,10
M,-4,10
M,0,10
Y,-6,10
M,0.7,10.0
M,31,10
M,-16,10
M,-6,10
M,1,10
M,6,10
M,7,10
M,10,10
M,17,10
M,31,10
M,9,10
M,38,10
M,-12,10
M,5,10
M,23,10
M,-27.8,10.2
M,21,10
M,32,10
M,-30,10
M,-3,10
M,-13,10
M,-8,10
M,-27,10
M,-36,10
M,0.9,10.3
M,-23,10
Y,-11,10
M,4,10
M,29,10
M,8,10
AB,-31,10
M,-26,10
M,-6,10
M,-2,10
M,1,10
M,5,10
M,11,10
M,31,10
Y,-27,10
M,-2.2,10.4
M,13,10
M,13,10
M,20,10
M,5,10
M,-47,10
M,24,10
M,14,10
M,1,10
Y,-5,10
M,7,10
M,42,11
M,-15,11
M,11,11
M,2,11
M,7,11
M,17,11
U,55,11
M,32,11
M,25,11
M,11.2,10.6
M,-36,11
M,-24,11
M,-19,11
M,0,11
M,6,11
M,-21,11
M,-6,11
M,7,11
M,19,11
AB,22,11
Y,13,11
M,-1,11
M,-2,11
M,60,11
M,1,11
M,19,11
M,46,11
M,-34,11
M,6,11
M,-28,11
M,-13,11
M,11,11
M,9,11
M,4,11
M,-12,11
M,19,11
M,53,11
M,-10,11
M,-4,11
M,0,11
M,8,11
M,10,11
M,10,11
M,-45,11
Z,-41,11
Y,-12,11
M,-7,11
M,3,11
AB,13,11
M,19,11
M,20,11
M,21,11
M,37,11
M,47,11
M,51,11
M,54,11
M,61,11
M,62,11
M,28,11
M,28,11
M,10.1,11.1
AB,18,11
M,-4,11
AB,-22,11
M,-10,11
M,33,11
Z,-53,11
AB,-11,11
M,13,11
M,-10,11
M,0,11
M,-11.0,11.2
M,29,11
M,55,11
M,9,11
M,-16,11
AB,25,11
M,6,11
M,2,11
M,0,11
M,21,11
M,16,11
M,10,11
M,-3,11
M,34,11
M,-10,11
M,-2,11
M,19,11
M,16,11
M,35,11
Z,-65,12
M,-17,12
M,62,12
M,-17,12
M,-14,12
M,-4,12
Y,-4,12
M,2,12
M,10,12
M,30,12
M,38,12
M,43,12
M,52,12
M,8.3,11.6
M,-4,12
M,15,12
M,18,12
M,5,12
M,-14,12
M,25,12
M,37.5,11.7
M,33,12
M,25,12
M,60,12
M,13,12
M,15,12
M,35,12
M,19,12
M,-30,12
M,37,12
M,0.9,11.8
M,31,12
M,62,12
M,-24,12
Y,-23,12
M,-16,12
M,-14,12
M,-11,12
M,5,12
M,7,12
M,12,12
M,19,12
M,23,12
M,27,12
M,30,12
M,78,12
AB,27,12
M,14,12
AB,-10.4,11.9
Z,-106,12
M,3,12
M,31,12
M,17,12
M,18,12
M,-35,12
M,-27,12
M,-23,12
M,-7,12
AB,-2,12
M,0,12
M,4,12
M,8,12
M,14,12
M,18,12
M,39,12
M,42,12
M,19,12
M,-14,12
M,13,12
M,2,12
Z,-67,12
M,22,12
M,23,12
M,23,12
M,-26,12
M,9,12
M,-19,12
M,-16,12
AB,-4,12
M,1,12
M,10,12
M,11,12
M,26,12
M,34,12
M,46,12
M,-9,12
M,30,12
M,15,12
Y,-19,12
Y,-14,12
AB,0,12
M,8,12
M,-29,12
M,25,12
M,-36,12
M,30,12
M,-49,12
M,-11,12
M,20,12
M,27.2,12.3
M,10,12
M,19,12
M,-16,12
M,-2,12
M,11,12
M,-10,12
M,-13,12
M,-6,12
Z,-51,12
M,-35,12
M,-15,12
M,4,12
M,9,12
M,20,12
M,23,12
M,7,13
M,5,13
M,24,13
M,-10,13
M,14,13
M,13,13
M,-2,13
M,15,13
M,29,13
M,10,13
M,44,13
M,20,13
AB,20,13
M,-20,13
M,-1,13
M,14,13
M,14,13
M,44,13
M,10,13
M,-5,13
Y,13.3,12.8
M,24,13
M,-3,13
M,6,13
M,-9,13
M,8,13
M,32,13
M,18,13
M,17,13
M,3.3,12.9
M,53,13
M,-30,13
M,31,13
M,-37,13
M,47,13
Y,-25,13
Y,-21,13
AB,-4,13
Y,5,13
M,4,13
M,-12,13
M,1,13
M,-70,13
AB,-20,13
M,-6,13
M,0,13
M,0,13
AB,1,13
AB,4,13
M,12,13
M,14,13
M,17,13
M,17,13
M,25,13
M,29,13
M,31,13
AB,33,13
M,40,13
M,47,13
M,54,13
AB,15,13
M,11,13
M,0,13
Z,-143,13
M,-4,13
M,-1,13
M,8,13
M,18,13
M,24,13
M,28,13
M,-5,13
M,-3,13
M,17,13
M,1,13
M,36,13
AB,-2,13
M,20,13
M,10,13
M,24,13
M,-20,13
M,32,13
M,-62,13
M,30,13
M,36,13
M,-21,13
M,-18,13
M,23,13
M,-42,13
M,-41,13
M,-16,13
M,-14,13
M,-12,13
M,4,13
M,14,13
M,-9,13
M,32,13
M,9,13
M,13,13
Y,-36,13
M,-11,13
M,-10,13
M,-7.4,13.4
M,-1,13
M,4,13
M,11,13
M,23,13
M,-6,13
M,12.65,13.45
M,45,13
AB,38,13
AB,1,14
M,4,14
Z,-60,14
M,-9,14
M,4,14
AB,23,14
M,10,14
M,20,14
Y,-42,14
M,12,14
M,16,14
M,6,14
M,42,14
M,-4,14
M,15,14
M,-33,14
M,-23,14
AB,-14,14
M,2,14
M,4,14
M,8,14
M,9,14
M,13,14
M,17,14
M,35,14
M,51,14
M,57,14
M,5,14
M,1,14
M,-20,14
M,2,14
M,20,14
M,-5,14
M,9.3,13.7
M,19,14
M,5,14
M,3,14
M,17,14
M,3,14
M,14,14
M,29,14
M,-10,14
AB,66,14
M,21,14
Y,-14,14
M,37,14
M,-28,14
AB,31.9,13.9
M,-6,14
M,-40,14
M,-21,14
M,-2,14
M,14,14
M,17,14
M,21,14
M,-29,14
M,25,14
M,-26,14
M,-5,14
M,29,14
M,-57.1,14.0
Z,-57,14
AB,-27,14
M,-20,14
M,-18,14
M,-14,14
Y,-9,14
AB,-4,14
M,-4,14
M,-4,14
Y,-3,14
M,1,14
M,4,14
M,8,14
M,11,14
M,12,14
M,12,14
M,31,14
M,33,14
M,24,14
M,30,14
Y,-19.93,14.04
M,-13,14
M,-6,14
M,4,14
M,43,14
M,27,14
M,19,14
M,12,14
M,71.3,14.1
M,5,14
M,44,14
M,-20,14
M,17,14
M,-4,14
M,20,14
AB,-12,14
M,22,14
M,22,14
M,-4,14
M,-9.2,14.2
M,32,14
M,14,14
M,30,14
Y,-46,14
M,-41,14
M,-37,14
M,-32,14
M,28,14
M,91,14
M,-4,14
M,-70,14
M,-3,14
M,25,14
M,-7,14
M,-53,14
M,-3,14
M,0,14
M,9.9,14.3
M,24,14
M,12,14
M,52,14
M,22,14
M,28,14
M,6,14
Z,-71,14
M,13,14
M,4,14
M,14,14
M,4,14
M,-10,14
M,53,14
M,13.8,14.5
M,-3,15
M,4,15
Z,-60,15
M,-24,15
M,-22,15
M,-11,15
M,-11,15
AB,-6,15
M,16,15
M,24,15
M,43,15
M,-27,15
M,29,15
M,14,15
M,31,15
M,8,15
M,24,15
M,23,15
M,-6.2,14.6
M,62,15
M,52.85,14.63
M,-9,15
M,-3,15
M,6.2,14.7
M,5,15
M,-4,15
M,16,15
M,29,15
Y,-64,15
M,3,15
M,-40,15
M,-36,15
Y,-30,15
Y,-12,15
AB,1,15
M,2,15
M,9,15
M,35,15
M,58,15
M,-26,15
M,-44,15
M,-34.8,14.9
M,12,15
M,28,15
M,-17.45,14.93
M,13,15
M,26,15
M,23,15
AB,-29,15
Y,-17,15
M,2,15
M,14,15
M,14,15
Z,-148,15
M,-47,15
M,-38,15
M,-32,15
AB,-27,15
M,-18,15
M,-14,15
M,-14,15
M,-12,15
M,-7,15
M,-6,15
M,2,15
AB,6,15
M,10,15
M,11,15
M,15,15
M,18,15
M,23,15
M,25,15
M,6,15
M,21,15
M,36,15
M,-3,15
M,27,15
M,-23,15
AB,17,15
M,43,15
M,-30,15
M,-17,15
M,17,15
M,18,15
AB,12.6,15.1
M,35,15
M,52,15
M,23,15
M,-9,15
M,-14,15
M,18,15
M,-10,15
M,-1,15
M,19.2,15.2
M,19,15
M,26,15
M,14,15
M,17,15
M,15,15
M,-16,15
Z,-82,15
M,28,15
M,9,15
M,21,15
M,9,15
M,-4,15
AB,-6,15
M,7,15
Y,-38.2,15.4
M,28,15
M,24,15
Z,-70,15
AB,-21,15
M,6,15
M,7,15
M,11,15
M,15,15
M,15,15
M,4,15
M,13,15
AB,49,15
M,35,15
M,-30,16
M,6,16
M,15,16
M,23.70,15.51
M,16,16
M,7,16
M,30,16
M,31,16
M,11,16
Z,-41,16
M,-8,16
M,0,16
M,5,16
M,12,16
M,17,16
M,20,16
M,5,16
M,38,16
M,19,16
M,54,16
M,21,16
M,6,16
M,0,16
M,-46,16
M,-22,16
M,-17,16
AB,-10,16
M,-6,16
M,4,16
M,11,16
M,-21.2,15.7
M,12,16
M,25,16
M,37,16
M,31,16
M,5,16
M,30,16
AB,-3,16
M,8.9,15.8
M,32,16
M,27,16
M,8,16
M,-15,16
M,0,16
AB,28,16
M,29,16
M,10,16
M,10,16
M,18,16
