PGD Type,Type,Grain Label,Meteorite,12C/13C,err+[12C/13C],err-[12C/13C]
AB,AB,M7_AB41 (M7b@3_46_1_mg_1),Murchison ,9.898,0.059,0.059
AB,AB,KJA1-2-6-7,Murchison,9.89,0.08,0.08
AB,AB,WF_5#6.5,Murchison ,9.87,0.07,0.07
AB,AB,M26a-129-5,Murchison,9.84,0.13,0.13
AB,AB,IH6-15-11,Indarch,9.82,0.11,0.11
AB,AB,KJG2-1412,Murchison,9.80,0.08,0.08
AB,AB,KJE405,Murchison,9.8,0.3,0.3
AB,AB,KJH10-561,Murchison,9.74,0.08,0.08
AB,AB,M26a-50-6,Murchison,9.73,0.57,0.51
U,U,WF_3#20.11,Murchison ,9.72,0.04,0.04
AB,AB,M26a-450-2,Murchison,9.72,1.23,0.98
AB,AB,e4-3_2_1_mg_4,Indarch,9.71,0.05,0.05
AB,AB,#a18,Murchison,9.71,0.05,0.05
AB,AB,KJH10-461,Murchison,9.69,0.07,0.07
AB,AB,e4-2_2_1_mg_7,Indarch,9.69,0.07,0.07
AB,AB,M8-7-1,Murchison,9.68,0.19,0.19
AB,AB,KJE-a1-48-4,Murchison,9.64,0.04,0.04
AB,AB,KJE-a2-8-22,Murchison,9.62,0.05,0.05
AB,AB,Muri11B-449-7,Murchison,9.61,0.38,0.35
AB,AB,KJE-a1-45-6,Murchison,9.61,0.04,0.04
AB,AB,M33-76-20,Murchison,9.45,3.24,1.92
AB,AB,e4-3_11_1_mg_16,Indarch,9.43,0.06,0.06
AB,AB,KJB2-8-8-12,Murchison,9.43,0.07,0.07
AB,M,KJB2-13-19-16,Murchison,9.43,0.03,0.03
N,N,AF15bB-429-3,Acfer 094,9.4,0.2,0.2
AB,AB,KJGM1-178-2,Murchison,9.40,0.07,0.07
AB,AB,KJE182,Murchison,9.4,0.7,0.7
AB,AB,Muri11B-451-1,Murchison,9.39,0.43,0.40
AB,AB,KJE500,Murchison,9.4,0.2,0.2
AB,AB,KJC194,Murchison,9.3,0.5,0.4
AB,AB,KJC163,Murchison,9.3,0.3,0.3
AB,AB,KJE782,Murchison,9.3,0.5,0.5
AB,AB,KJB2-16-12-17,Murchison,9.33,0.05,0.05
AB,AB,KJG4-#1404,Murchison,9.30,0.12,0.12
AB,AB,KJE-a1-23-5,Murchison,9.30,0.04,0.04
AB,AB,gm_test2_1_1_mg_6,Indarch,9.26,0.07,0.07
AB,AB,Muri11B-213-5,Murchison,9.24,0.51,0.46
AB,AB,e4-3_11_1_mg_2,Indarch,9.23,0.07,0.07
AB,AB,M7@9_12_1_mg_2,Murchison ,9.22,0.02,0.02
AB,AB,M7@8_35_1_mg_3,Murchison ,9.21,0.07,0.07
AB,AB,Muri11B-181-3,Murchison,9.18,0.2,0.2
AB,AB,KJH4-671,Murchison,9.13,0.11,0.11
AB,AB,f2-1_2_1_mg_23,Indarch,9.13,0.05,0.05
AB,AB,KJE-a1-5-11,Murchison,9.10,0.04,0.04
AB,AB,KJA1-1-13-9,Murchison,9.08,0.06,0.06
AB,AB,KJGM4C-325-4,Murchison,9.06,0.09,0.09
AB,AB,KJF-12,Murchison,9.0,0.1,0.1
AB,AB,KJE-a1-14-12,Murchison,9.04,0.04,0.04
AB,AB,M42-216-6,Murchison,9.04,0.50,0.45
AB,AB,M42-80-1,Murchison,9.03,0.21,0.20
AB,AB,KJGP1-342-1,Murchison,9.03,0.10,0.10
AB,AB,KJE107,Murchison,9.0,0.4,0.4
AB,AB,M10-SiC-1,Murchison,9.01,0.12,0.11
AB,AB,KJGM1-285-1,Murchison,9.01,0.08,0.08
AB,AB,KJG-CHRL108-342-1,Murchison,9.0,0.1,0.1
AB,AB,region4again_16_1_1,Indarch,9,0,0
AB,AB,M26a-383-1,Murchison,8.98,0.53,0.47
AB,AB,M7b@1_3_1_mg_22,Murchison ,8.97,0.06,0.06
AB,AB,KJA1-2-6-5,Murchison,8.97,0.12,0.12
AB,AB,WF_3#17.5,Murchison ,8.97,0.03,0.03
AB,AB,KJB2-9-3-11,Murchison,8.96,0.05,0.05
AB,AB,e4-3_2_1_mg_1,Indarch,8.96,0.05,0.05
AB,AB,KJB2-16-8-6,Murchison,8.94,0.05,0.05
AB,AB,M7@14_10_1_mg_5,Murchison ,8.94,0.08,0.08
AB,AB,M7b@3_26_1_mg_10,Murchison ,8.94,0.10,0.10
AB,AB,M7_AB17 (M7@12_1_1_mg_1),Murchison ,8.927,0.153,0.153
AB,AB,M7b@2_29_1_mg_5,Murchison ,8.90,0.03,0.03
AB,AB,M7@14_38_1_mg_5,Murchison ,8.89,0.08,0.08
AB,AB,KJG2-154,Murchison,8.89,0.07,0.07
AB,AB,Muri11B-80-2,Murchison,8.89,0.31,0.29
AB,AB,KJB2-14-28-1,Murchison,8.86,0.04,0.04
AB,AB,M33-110-2,Murchison,8.85,0.68,0.59
AB,AB,KJE385,Murchison,8.8,0.2,0.2
AB,AB,M7@4_4_1_mg_3,Murchison ,8.83,0.02,0.02
AB,AB,M7@8_18_1_mg_9,Murchison ,8.82,0.03,0.03
AB,AB,Org-427,Orgueil,8.820,0.055,0.055
AB,AB,KJGM1-54-5,Murchison,8.82,0.08,0.08
AB,AB,WF_6#5.8,Murchison ,8.82,0.04,0.04
AB,AB,Muri11B-369-11,Murchison,8.81,0.74,0.63
AB,AB,KJGN10-17-3,Murchison,8.80,0.06,0.06
AB,AB,M26a-84-1,Murchison,8.79,0.32,0.30
AB,AB,KJGM1-130-1,Murchison,8.78,0.07,0.07
AB,AB,Muri11B-370-1,Murchison,8.77,0.20,0.19
AB,AB,KJB2-17-3-5,Murchison,8.77,0.03,0.03
AB,AB,KJGM4C-204-1,Murchison,8.76,0.05,0.05
AB,AB,M33b-95-1,Murchison,8.75,0.23,0.22
AB,AB,KJG2-2311,Murchison,8.74,0.08,0.08
AB,AB,M8-83-2,Murchison,8.74,0.12,0.12
AB,AB,M7b@2_15_1_mg_3,Murchison ,8.73,0.05,0.05
AB,AB,M26a-154-1,Murchison,8.73,0.11,0.11
AB,AB,KJGM4C-225-9,Murchison,8.70,0.10,0.10
AB,AB,Oct-16-4-21,Indarch,8.7,0.14,0.14
AB,AB,IH6-4-10,Indarch,8.7,,
AB,AB,WF_6#19.1,Murchison ,8.70,0.05,0.05
AB,AB,e5-2_3_1_mg_2,Indarch,8.69,0.08,0.08
AB,AB,M26a-155-5,Murchison,8.69,0.10,0.10
AB,AB,Muri11B-242-2,Murchison,8.68,0.13,0.12
AB,AB,KJGM4C-312-6,Murchison,8.68,0.06,0.06
AB,AB,M08-408,Murchison,8.65,0.05,0.05
AB,AB,KJC210,Murchison,8.6,1.0,0.8
AB,AB,e5-2_1_1_mg_33,Indarch,8.65,0.05,0.05
AB,AB,Muri11B-137-2,Murchison,8.63,0.83,0.70
AB,M,KJB2-13-24-8,Murchison,8.61,0.04,0.04
AB,AB,M7@15_46_1_mg_1,Murchison ,8.60,0.10,0.10
AB,AB,M42-4-1,Murchison,8.59,0.89,0.74
AB,AB,KJE174,Murchison,8.6,0.4,0.4
AB,AB,M26a-294-5,Murchison,8.54,0.11,0.11
AB,AB,KJE-a1-3-5,Murchison,8.53,0.04,0.04
AB,AB,KJE-a2-59-3,Murchison,8.50,0.04,0.04
AB,AB,B1,Bishunpur,8.5,0.7,0.7
AB,AB,K5,Krymka,8.5,1.6,1.6
AB,AB,M26a-94-4,Murchison,8.49,0.93,0.77
AB,AB,KJE-a1-24-9,Murchison,8.47,0.04,0.04
AB,AB,e4-3_10_1_mg_3,Indarch,8.46,0.06,0.06
AB,AB,KJE376,Murchison,8.4,0.2,0.2
AB,AB,M26a-163-15,Murchison,8.41,5.32,2.35
AB,AB,KJE792,Murchison,8.4,0.3,0.3
N,N,KJGM4C-311-6,Murchison,8.4,0.1,0.1
AB,AB,region3_9_1_7,Indarch,8.4,0,0
AB,AB,region4again_4_1_2,Indarch,8.4,0.1,0.1
AB,AB,M7b@3_35_1_mg_4,Murchison ,8.39,0.05,0.05
AB,AB,M26a-230-4,Murchison,8.38,0.92,0.75
AB,AB,KJE-a1-7-15,Murchison,8.37,0.04,0.04
AB,AB,M26a-329-1,Murchison,8.36,0.48,0.43
AB,AB,KJE-a2-21-8,Murchison,8.36,0.04,0.04
AB,AB,M7_AB22 (M7b@1_3_1_mg_6),Murchison ,8.336,0.168,0.168
AB,AB,Muri11B-262-2,Murchison,8.32,0.12,0.12
AB,AB,KJGM4C-104-4,Murchison,8.31,0.05,0.05
AB,AB,KJGM4C-296-3,Murchison,8.31,0.10,0.10
AB,AB,KJB2-13-21-14,Murchison,8.3,0.03,0.03
AB,AB,M10-1-9,Murchison,8.28,0.12,0.11
AB,AB,KJE-a2-11-1,Murchison,8.27,0.04,0.04
AB,AB,KJGM1-301-1,Murchison,8.27,0.07,0.07
AB,AB,M7@14_52_1_mg_4,Murchison ,8.26,0.07,0.07
AB,AB,KJE-a1-28-6,Murchison,8.26,0.04,0.04
AB,AB,M42-225-1,Murchison,8.25,0.25,0.24
AB,AB,KJC006,Murchison,8.2,0.8,0.7
AB,AB,KJE447,Murchison,8.2,0.3,0.3
AB,AB,M33-85-18,Murchison,8.22,0.31,0.29
AB,AB,KJB2-11-6-7,Murchison,8.22,0.04,0.04
AB,AB,M7@15_48_1_mg_4,Murchison ,8.21,0.03,0.03
AB,AB,M33-79-10,Murchison,8.17,0.46,0.41
AB,AB,M26a-231-1,Murchison,8.16,0.45,0.41
AB,AB,KJE375,Murchison,8.2,0.7,0.7
AB,AB,KJA1-6-5-2,Murchison,8.15,0.10,0.10
AB,AB,e4-2_5_1_mg_6,Indarch,8.13,0.09,0.09
AB,AB,KJE-a1-42-4,Murchison,8.12,0.04,0.04
AB,AB,M26a-430-7,Murchison,8.08,0.76,0.64
AB,AB,M7_AB31 (M7b@2_25_1_mg_5),Murchison ,8.068,0.040,0.040
AB,AB,KJE390,Murchison,8.1,0.2,0.2
Z,Z,M33-83-6,Murchison,8.04,1.34,1.00
AB,AB,M7_AB9 (M7@4_9_1_mg_5),Murchison ,8.008,0.019,0.019
AB,AB,Muri11B-43-7,Murchison,8.01,0.99,0.80
AB,AB,KJE-a2-66-1,Murchison,8.00,0.04,0.04
AB,AB,Feb-25-7-14,Indarch,8,0.03,0.03
AB,AB,M33b-152-5,Murchison,7.97,0.67,0.58
AB,AB,M7_AB19 (M7b@3_24_1_mg_1),Murchison ,7.967,0.041,0.041
AB,AB,KJGM1-136-1,Murchison,7.93,0.06,0.06
AB,AB,KJGM4C-287-3,Murchison,7.92,0.05,0.05
AB,AB,KJE-a2-40-7,Murchison,7.90,0.04,0.04
AB,AB,KJE-a2-2-4,Murchison,7.89,0.04,0.04
AB,AB,WF_5#3.11,Murchison ,7.89,0.05,0.05
AB,AB,M33b-88-1,Murchison,7.87,0.46,0.41
AB,AB,KJGM1-341-1,Murchison,7.87,0.06,0.06
AB,AB,KJA1-4-26-1,Murchison,7.87,0.07,0.07
AB,AB,KJE304,Murchison,7.9,0.1,0.1
AB,AB,M10B-8-6,Murchison,7.86,0.29,0.27
AB,AB,M26a-45-1,Murchison,7.83,0.15,0.15
AB,AB,M7_AB30 (M7@8_33_1_mg_1),Murchison ,7.807,0.031,0.031
AB,AB,LS+LU-JA-22,Murchison,7.8,0.1,0.1
AB,AB,M26a-267-1,Murchison,7.80,0.85,0.70
AB,AB,Oct-16-4-10,Indarch,7.8,0.09,0.09
AB,AB,IH6-2-6,Indarch,7.8,,
AB,AB,reg4p2_1_1_24,Indarch,7.8,0.1,0.1
AB,AB,M08-89-2,Murchison,7.79,0.09,0.09
AB,AB,M26a-293-5,Murchison,7.78,0.36,0.33
AB,AB,f2-1_4_1_mg_9,Indarch,7.77,0.04,0.04
AB,AB,KJGM4C-87-4,Murchison,7.77,0.04,0.04
AB,AB,KJGM4C-62-2,Murchison,7.76,0.08,0.08
AB,AB,KJH10-UR11,Murchison,7.75,0.06,0.06
AB,AB,KJH10-272,Murchison,7.74,0.06,0.06
AB,AB,M42-26-2,Murchison,7.74,0.11,0.11
AB,AB,M26a-94-7,Murchison,7.73,0.27,0.25
AB,AB,KJE-a2-2-7,Murchison,7.73,0.04,0.04
AB,AB,B13,Bishunpur,7.7,0.2,0.2
AB,AB,e5-1_1_1_mg_28,Indarch,7.69,0.07,0.07
AB,AB,Muri11B-221-5,Murchison,7.68,0.11,0.11
AB,AB,Feb-25-21-8,Indarch,7.63,0.13,0.13
AB,AB,M33-82-8,Murchison,7.60,0.71,0.60
AB,AB,f2-1_2_1_mg_8,Indarch,7.60,0.04,0.04
AB,AB,e5-3_1_1_mg_26,Indarch,7.59,0.05,0.05
AB,AB,M8-81-3,Murchison,7.57,0.09,0.09
AB,AB,KJE-a2-20-2,Murchison,7.56,0.04,0.04
AB,AB,KJGN10-45-1,Murchison,7.55,0.05,0.05
AB,AB,M7_AB26 (M7@14_64_1_mg_2),Murchison ,7.519,0.021,0.021
AB,AB,Feb-25-17-12,Indarch,7.51,0.16,0.16
AB,AB,M42-214-4,Murchison,7.48,0.28,0.26
AB,AB,KJB2-14-19-8,Murchison,7.45,0.02,0.02
AB,AB,M7_AB24 (M7@14_60_1_mg_5),Murchison ,7.439,0.063,0.063
AB,AB,Muri11B-216-5,Murchison,7.43,0.32,0.30
AB,AB,KJB2-6-2-5,Murchison,7.42,0.05,0.05
AB,AB,KJE322,Murchison,7.4,0.1,0.1
AB,AB,KJGM1-104-6,Murchison,7.40,0.06,0.06
AB,AB,KJGM1-333-2,Murchison,7.39,0.06,0.06
AB,AB,KJB2-13-18-3,Murchison,7.39,0.02,0.02
AB,AB,KJC101,Murchison,7.4,0.4,0.3
AB,AB,M7@8_15_1_mg_3,Murchison ,7.38,0.02,0.02
AB,AB,M7@8_27_1_mg_6,Murchison ,7.37,0.04,0.04
AB,AB,F2-05,Murchison,7.37,0.08,0.08
AB,AB,KJB2-M-5,Murchison,7.37,0.15,0.15
Z,Z,WF_5#2.4,Murchison ,7.33,0.03,0.03
AB,AB,M42-120-1,Murchison,7.31,0.09,0.09
AB,AB,KJE-a2-33-4,Murchison,7.31,0.03,0.03
AB,AB,KJB2-F-2,Murchison,7.29,0.26,0.26
AB,AB,WF_4#4.2,Murchison ,7.28,0.04,0.04
AB,AB,KJGM1-305-1,Murchison,7.27,0.06,0.06
AB,AB,KJE803,Murchison,7.3,0.2,0.2
AB,AB,KJE-a1-26-6,Murchison,7.26,0.03,0.03
AB,AB,KJE037,Murchison,7.2,0.1,0.1
AB,AB,e4-3_3_1_mg_13,Indarch,7.21,0.05,0.05
AB,AB,M26a-281-11,Murchison,7.19,0.47,0.42
AB,AB,f2-1_4_1_mg_5,Indarch,7.18,0.05,0.05
AB,AB,KJE065,Murchison,7.2,0.2,0.2
AB,AB,KJE-a1-6-7,Murchison,7.16,0.03,0.03
AB,AB,M08-45-8,Murchison,7.14,0.07,0.07
AB,AB,KJA1-3-14-3,Murchison,7.13,0.08,0.08
AB,AB,M26a-278-5,Murchison,7.11,0.58,0.50
AB,AB,M7b@2_16_1_mg_6,Murchison ,7.11,0.05,0.05
AB,AB,WF_3#5.5,Murchison ,7.11,0.03,0.03
AB,AB,T26,Tieschitz,7.1,0.7,0.7
AB,AB,M8-2-5,Murchison,7.10,0.13,0.13
AB,AB,KJE-a2-16-5,Murchison,7.08,0.03,0.03
AB,AB,KJGM4C-98-3,Murchison,7.07,0.05,0.05
AB,AB,WF_4#10.2,Murchison ,7.05,0.03,0.03
AB,AB,KJE-a1-3-1,Murchison,7.04,0.03,0.03
AB,AB,KJGM1-381-5,Murchison,7.04,0.05,0.05
AB,AB,KJGM1-182-2,Murchison,7.03,0.05,0.05
AB,AB,M7b@2_16_1_mg_4,Murchison ,7.03,0.03,0.03
AB,AB,M7@8_16_1_mg_16,Murchison ,7.02,0.06,0.06
AB,AB,KJB2-MgAl_12_mg_8,Murchison,7.02,0.31,0.31
AB,AB,e5-2_11_1_mg_13,Indarch,7.01,0.04,0.04
AB,AB,Muri11B-238-3,Murchison,7.00,0.16,0.15
AB,AB,KJB2-13-9-2,Murchison,6.99,0.02,0.02
AB,AB,KJE-a2-28-3,Murchison,6.98,0.03,0.03
AB,AB,M7@14_20_1_mg_4,Murchison ,6.98,0.02,0.02
AB,AB,M7b@2_29_1_mg_6,Murchison ,6.98,0.03,0.03
AB,AB,KJGM4C-256-1,Murchison,6.94,0.04,0.04
AB,AB,region3_21_1_3,Indarch,6.9,0,0
AB,AB,region3_23_1_9,Indarch,6.9,0,0
AB,AB,KJGM4C-138-1,Murchison,6.89,0.04,0.04
AB,AB,KJB2-2-5-15,Murchison,6.89,0.07,0.07
AB,AB,WF_2#1.15,Murchison ,6.88,0.08,0.08
AB,AB,KJGM4C-352-3,Murchison,6.87,0.04,0.04
AB,AB,KJGM4C-135-5,Murchison,6.86,0.05,0.05
AB,AB,KJB2-13-3-5,Murchison,6.84,0.01,0.01
AB,AB,KJE765,Murchison,6.8,0.1,0.1
AB,AB,KJH5-631,Murchison,6.82,0.07,0.07
AB,AB,LS+LU-L2-27,Murchison,6.82,0.03,0.03
AB,AB,KJGN10-31-1,Murchison,6.81,0.05,0.05
N,N,AF15bC-126-3 ,Acfer 094,6.8,0.2,0.2
AB,AB,KJGM1-139-3,Murchison,6.80,0.05,0.05
AB,AB,M7@7_3_1_mg_8,Murchison ,6.79,0.02,0.02
AB,AB,KJA1-3-1-2,Murchison,6.79,0.11,0.11
AB,AB,KJE-a2-22-9,Murchison,6.75,0.03,0.03
AB,AB,KJE-a2-5-5,Murchison,6.73,0.04,0.04
AB,AB,e5-1_5_1_mg_25,Indarch,6.72,0.06,0.06
AB,AB,KJE-a2-9-7,Murchison,6.72,0.03,0.03
AB,AB,WF_3#16.5,Murchison ,6.68,0.05,0.05
AB,AB,M26a-380-8,Murchison,6.67,0.59,0.50
Z,Z,M42-120-9,Murchison,6.67,0.13,0.12
AB,AB,M7b@1_10_1_mg_22,Murchison ,6.66,0.04,0.04
AB,AB,KJGM4C-250-3,Murchison,6.66,0.04,0.04
AB,AB,KJA1-3-7-9,Murchison,6.66,0.06,0.06
AB,AB,M7@14_27_1_mg_8,Murchison ,6.66,0.06,0.06
AB,AB,M42-279-1,Murchison,6.64,0.22,0.21
AB,AB,KJB2-9-4-3,Murchison,6.63,0.02,0.02
AB,AB,M26a-65-22,Murchison,6.63,0.27,0.25
AB,AB,M26a-241-2,Murchison,6.62,0.32,0.29
AB,AB,M7@14_2_1_mg_6,Murchison ,6.62,0.08,0.08
AB,AB,M26a-178-3,Murchison,6.61,0.25,0.23
AB,AB,KJGM1-190-7,Murchison,6.61,0.05,0.05
AB,AB,M33b-186-1,Murchison,6.60,0.33,0.30
AB,AB,5b-2-c1,Adelaide,6.6,0.1,0.1
AB,AB,reg4p2_9_1_4,Indarch,6.6,0.1,0.1
AB,AB,KJGM1-281-5,Murchison,6.58,0.06,0.06
AB,AB,M26a-107-3,Murchison,6.56,0.49,0.42
AB,AB,M7_AB33 (M7@14_69_1_mg_3),Murchison ,6.554,0.046,0.046
AB,AB,KJGM1-382-9,Murchison,6.53,0.05,0.05
Z,Z,WF_4#1.10,Murchison ,6.51,0.02,0.02
X,N,Muri11B-334-2,Murchison,6.48,0.08,0.08
AB,AB,M7b@3_15_1_mg_6,Murchison ,6.47,0.03,0.03
AB,AB,Muri11B-347-1,Murchison,6.47,0.29,0.26
AB,AB,M26a-126-4,Murchison,6.47,0.18,0.17
AB,AB,M7_AB5 (M7b@3_65_1_mg_9),Murchison ,6.457,0.020,0.020
AB,AB,KJE-a2-21-2,Murchison,6.45,0.03,0.03
Z,Z,WF_3#8.3,Murchison ,6.45,0.03,0.03
AB,AB,KJB2-13-27-8,Murchison,6.44,0.03,0.03
AB,AB,KJGM1-322-11,Murchison,6.43,0.06,0.06
AB,AB,region5p1_21_1_7,Indarch,6.4,0,0
AB,AB,M26a-94-5,Murchison,6.40,0.14,0.14
AB,AB,KJH9-523,Murchison,6.33,0.15,0.15
AB,AB,KJH10-LR12,Murchison,6.32,0.04,0.04
AB,AB,WF_1#6.4,Murchison ,6.31,0.02,0.02
AB,AB,M33b-125-7,Murchison,6.31,0.24,0.22
AB,AB,Muri11B-97-1,Murchison,6.31,0.09,0.09
AB,AB,SiC#14,Sahara 97169,6.3,0.02,0.02
AB,AB,KJH10-m161,Murchison,6.26,0.05,0.05
AB,AB,KJGM4C-305-3,Murchison,6.24,0.04,0.04
AB,AB,KJH7-552,Murchison,6.24,0.04,0.04
AB,AB,KJGM4C-166-6,Murchison,6.23,0.04,0.04
AB,AB,M7_AB4 (M7@15_22_1_mg_2),Murchison ,6.222,0.013,0.013
AB,AB,KJB2-3-26-8,Murchison,6.22,0.03,0.03
AB,AB,KJE-a1-25-1,Murchison,6.21,0.03,0.03
AB,AB,KJB2-O-3,Murchison,6.2,0.12,0.12
AB,AB,WF_5#5.1,Murchison ,6.18,0.03,0.03
AB,AB,KJE-a2-22-10,Murchison,6.17,0.03,0.03
AB,AB,M7@7_3_1_mg_1,Murchison ,6.16,0.01,0.01
AB,AB,M7@14_38_1_mg_4,Murchison ,6.16,0.02,0.02
AB,AB,M7b@2_6_1_mg_5,Murchison ,6.15,0.04,0.04
AB,AB,KJGM4C-128-5,Murchison,6.15,0.03,0.03
AB,AB,KJGN10-03-3,Murchison,6.15,0.03,0.03
AB,AB,KJGM1-104-2,Murchison,6.13,0.05,0.05
AB,AB,Muri11B-467-6,Murchison,6.11,0.48,0.41
AB,AB,KJH10-171,Murchison,6.10,0.04,0.04
AB,AB,KJE-a1-24-5,Murchison,6.09,0.03,0.03
AB,AB,KJGM1-72-6,Murchison,6.08,0.16,0.16
AB,AB,M08-333-3,Murchison,6.08,0.05,0.05
AB,AB,KJGM1-157-3,Murchison,6.07,0.04,0.04
AB,AB,M08-126-2,Murchison,6.07,0.04,0.04
AB,AB,M33-18-1,Murchison,6.07,0.28,0.26
AB,AB,KJGM1-330-2,Murchison,6.06,0.05,0.05
AB,AB,M7_AB1 (M7b@2_71_1_mg_2),Murchison ,6.052,0.022,0.022
AB,AB,M7b@3_12_1_mg_5,Murchison ,6.03,0.03,0.03
AB,AB,M7_AB39 (M7@11_11_1_mg_6),Murchison ,6.031,0.020,0.020
AB,AB,KJB2-2-5-13,Murchison,6.02,0.12,0.12
AB,AB,KJB2-8-6-1,Murchison,6.01,0.04,0.04
AB,AB,M8-2-12,Murchison,6.00,0.06,0.06
AB,AB,Org-377,Orgueil,6.00,0.03,0.03
AB,AB,M7@8_17_1_mg_16,Murchison ,5.98,0.02,0.02
AB,AB,KJB2-1-3-1,Murchison,5.97,0.03,0.03
AB,AB,KJH5-121,Murchison,5.97,0.07,0.07
AB,AB,M33b-196-2,Murchison,5.93,0.07,0.07
AB,AB,M33b-182-1,Murchison,5.92,0.48,0.41
AB,AB,WF_6#16.3,Murchison ,5.90,0.03,0.03
AB,AB,KJB2-MgAl_12_mg_1,Murchison,5.89,0.1,0.1
AB,AB,Muri11B-457-8,Murchison,5.89,0.27,0.25
AB,AB,KJE445,Murchison,5.9,0.2,0.2
AB,AB,M42-5-19,Murchison,5.88,0.19,0.18
AB,AB,KJGM1-139-8,Murchison,5.87,0.05,0.05
AB,AB,Muri11B-47-9,Murchison,5.84,0.08,0.08
AB,AB,M7_AB29 (M7b@3_48_1_mg_3),Murchison ,5.832,0.080,0.080
AB,AB,KJB2-3-7-6,Murchison,5.83,0.04,0.04
AB,AB,D2-06,Murchison,5.81,0.06,0.06
AB,AB,Muri11B-44-1,Murchison,5.80,0.08,0.08
AB,AB,KJGM4C-262-1,Murchison,5.80,0.04,0.04
AB,AB,region5p1_15_1_2,Indarch,5.8,0,0
AB,AB,KJE-a1-13-5,Murchison,5.80,0.03,0.03
AB,AB,KJG2-243,Murchison,5.80,0.04,0.04
AB,AB,KJGN10-m13-4,Murchison,5.76,0.02,0.02
AB,AB,KJGM1-152-3,Murchison,5.75,0.04,0.04
AB,AB,M08-86-1,Murchison,5.75,0.04,0.04
AB,AB,KJE-a1-26-5,Murchison,5.74,0.03,0.03
AB,AB,Muri11B-467-7,Murchison,5.73,0.37,0.33
AB,AB,KJGM4C-77-3,Murchison,5.73,0.03,0.03
AB,AB,M7@15_3_1_mg_4,Murchison ,5.73,0.02,0.02
AB,AB,KJE863,Murchison,5.7,0.2,0.2
AB,AB,M7_AB21 (M7@14_50_1_mg_5),Murchison ,5.709,0.068,0.068
AB,AB,M7b@2_5_1_mg_9,Murchison ,5.70,0.05,0.05
AB,AB,KJGM1-213-2,Murchison,5.69,0.04,0.04
AB,AB,WF_4#2.11,Murchison ,5.68,0.03,0.03
AB,AB,WF_1#8.6,Murchison ,5.64,0.02,0.02
AB,AB,Feb-25-7-5,Indarch,5.63,0.01,0.01
AB,AB,Muri11B-17-13,Murchison,5.62,0.21,0.19
AB,AB,M8-11-6,Murchison,5.61,0.07,0.07
AB,AB,region5p3_18_1_3,Indarch,5.6,0,0
AB,AB,M7_AB23 (M7b@3_63_1_mg_2),Murchison ,5.600,0.021,0.021
AB,AB,M7_AB28 (M7b@2_34_1_mg_1),Murchison ,5.600,0.016,0.016
N,N,Muri11B-347-4,Murchison,5.59,0.14,0.13
AB,AB,KJB2-2-7-13,Murchison,5.59,0.17,0.17
AB,AB,KJGM1-87-2,Murchison,5.57,0.04,0.04
AB,AB,KJGM4C-205-1,Murchison,5.55,0.03,0.03
AB,AB,Feb-25-9-6,Indarch,5.55,0.07,0.07
AB,AB,WF_3#7.6,Murchison ,5.52,0.02,0.02
AB,AB,Org-589,Orgueil,5.51,0.04,0.04
AB,AB,M7b@3_56_1_mg_5,Murchison ,5.50,0.04,0.04
AB,AB,M7b@2_34_1_mg_2,Murchison ,5.50,0.04,0.04
AB,AB,M7_AB34 (M7@8_30_1_mg_1),Murchison ,5.492,0.099,0.099
AB,AB,KJB2-11-11-5,Murchison,5.49,0.03,0.03
AB,AB,KJE833,Murchison,5.5,0.1,0.1
AB,AB,M7@14_4_1_mg_10,Murchison ,5.47,0.03,0.03
AB,AB,KJH10-LR41,Murchison,5.45,0.05,0.05
AB,AB,KJE-a2-9-2,Murchison,5.42,0.02,0.02
AB,AB,WF_5#6.8,Murchison ,5.42,0.04,0.04
AB,AB,M42-163-7,Murchison,5.42,0.62,0.51
AB,AB,M08-78,Murchison,5.42,0.03,0.03
AB,AB,KJE-a1-1-7,Murchison,5.40,0.02,0.02
AB,AB,KJE-a2-40-11,Murchison,5.40,0.02,0.02
AB,AB,SiC#10,Sahara 97166,5.4,0.02,0.02
AB,AB,KJE253,Murchison,5.4,0.1,0.1
AB,AB,KJGM1-89-4,Murchison,5.37,0.04,0.04
AB,AB,M7_AB3 (M7b@3_65_1_mg_10),Murchison ,5.364,0.009,0.009
AB,AB,M08-173-1,Murchison,5.35,0.06,0.06
AB,AB,KJB2-2-3-12,Murchison,5.33,0.09,0.09
AB,AB,M08-141-2,Murchison,5.32,0.04,0.04
AB,AB,KJE-a1-26-12,Murchison,5.32,0.02,0.02
AB,AB,M7_AB12 (M7b@1_10_1_mg_28),Murchison ,5.313,0.063,0.063
AB,AB,M33b-130-2,Murchison,5.31,0.07,0.07
AB,AB,region3p2_9_1_10,Indarch,5.3,0,0
AB,AB,Org-301,Orgueil,5.29,0.03,0.03
AB,AB,KJB2-3-4-2,Murchison,5.29,0.03,0.03
AB,AB,M7_AB10 (M7@7_4_1_mg_5),Murchison ,5.274,0.093,0.093
AB,AB,e5-1_2_1_mg_6,Indarch,5.27,0.06,0.06
AB,AB,Muri11B-2-5,Murchison,5.25,0.15,0.14
N,N,KJE-a2-2-20,Murchison,5.25,0.02,0.02
AB,AB,M10-4-1,Murchison,5.24,0.06,0.06
AB,AB,KJB2-9-6-16,Murchison,5.23,0.08,0.08
