Type,12C/13C,errplus12C13C,errminus12C13C
2,63.7,0.6,0.6
2,63.7,0.76,0.76
2,63.7,0.87,0.85
2,63.7,0.48,0.48
2,63.7,2.37,2.2
2,63.69,18.09,11.53
2,63.67,1.12,1.12
2,63.67,0.58,0.58
2,63.7,0.9,0.9
2,63.67,1.2,1.16
6,63.66,1.65,1.57
2,63.7,2.7,2.7
2,63.65,1.34,1.34
2,63.64,2.28,2.28
2,63.64,0.9,0.9
2,63.64,3.76,3.36
2,63.6,0.7,0.7
2,63.63,0.46,0.46
2,63.63,0.64,0.64
2,63.6,1.4,1.4
2,63.63,0.92,0.92
2,63.62,0.91,0.88
2,63.62,0.94,0.92
2,63.61,0.69,0.69
2,63.61,1.54,1.47
2,63.6,1.99,1.87
2,63.6,0.5,0.5
2,63.6,1.35,1.35
2,63.59,0.52,0.52
2,63.59,0.83,0.83
2,63.59,0.38,0.38
2,63.59,2.76,2.54
2,63.58,0.33,0.33
2,63.57,1.78,1.69
2,63.57,1.41,1.35
2,63.57,0.3,0.3
2,63.57,0.63,0.63
2,63.56,1.08,1.04
2,63.55,1.29,1.24
2,63.55,0.43,0.43
2,63.55,0.42,0.42
2,63.55,0.61,0.61
2,63.55,0.52,0.52
2,63.5,1.4,1.4
2,63.53,2.58,2.38
2,63.53,1.08,1.08
2,63.53,0.31,0.31
2,63.53,0.38,0.38
2,63.53,1.17,1.17
2,63.53,1.09,1.09
2,63.52,3.44,3.1
2,63.52,4.12,3.65
2,63.52,1.23,1.19
2,63.5,0.5,0.5
2,63.5,0.45,0.45
2,63.5,0.74,0.74
2,63.5,0.3,0.3
2,63.5,0.5,0.5
2,63.5,1.34,1.29
2,63.49,1.74,1.65
2,63.49,2.69,2.48
2,63.49,2.97,2.71
2,63.48,0.36,0.36
2,63.48,1.57,1.49
2,63.48,4.21,3.72
2,63.47,0.37,0.37
2,63.47,2.73,2.52
2,63.5,3.5,3.5
2,63.46,1.56,1.48
2,63.46,1.01,0.98
2,63.46,0.48,0.48
7,63.46,0.83,0.83
2,63.46,0.79,0.79
2,63.45,0.32,0.32
2,63.45,0.32,0.32
2,63.45,2.44,2.27
2,63.45,0.55,0.55
2,63.44,2.46,2.46
2,63.43,1.87,1.77
2,63.42,1.36,1.3
2,63.42,0.73,0.73
2,63.42,0.78,0.78
2,63.42,1.53,1.53
2,63.41,0.37,0.37
2,63.4,1.14,1.14
2,63.39,0.69,0.69
2,63.38,1.9,1.79
2,63.38,0.34,0.34
2,63.38,3.91,3.48
2,63.37,2.33,2.17
7,63.36,0.8,0.8
2,63.35,1.27,1.22
2,63.35,0.31,0.31
2,63.34,0.51,0.51
2,63.34,11.57,8.47
2,63.34,0.57,0.57
2,63.34,0.31,0.31
2,63.34,0.93,0.93
2,63.34,2.73,2.73
2,63.34,0.68,0.68
2,63.33,1.11,1.11
2,63.33,2.47,2.47
2,63.31,0.65,0.65
2,63.3,0.4,0.4
6,63.3,0.99,0.99
2,63.29,0.94,0.94
2,63.29,0.97,0.97
2,63.29,0.4,0.4
6,63.29,0.46,0.46
2,63.29,1.45,1.45
2,63.29,0.99,0.96
2,63.3,4.4,4.4
2,63.28,1.74,1.65
2,63.27,1.39,1.33
2,63.27,0.89,0.89
2,63.26,2.15,2.01
2,63.26,1.9,1.79
4,63.26,0.3,0.3
2,63.26,1.19,1.15
2,63.25,0.91,0.88
6,63.25,0.6,0.6
2,63.25,1.18,1.18
2,63.25,0.76,0.76
6,63.25,3.89,3.89
2,63.25,0.64,0.64
2,63.25,1.07,1.07
2,63.25,2.8,2.8
2,63.25,1.06,1.06
2,63.25,1.04,1.04
2,63.25,2.11,1.98
2,63.24,0.34,0.34
2,63.24,0.63,0.63
2,63.22,1.37,1.37
2,63.22,0.72,0.72
2,63.22,1.19,1.15
2,63.21,0.52,0.52
2,63.21,0.68,0.68
2,63.21,1.58,1.58
2,63.21,0.95,0.95
2,63.21,2.07,2.07
2,63.21,0.44,0.44
2,63.21,0.43,0.43
2,63.21,2.76,2.54
2,63.2,2.63,2.63
2,63.2,0.99,0.96
2,63.2,6,6
2,63.2,3.1,3.1
2,63.2,0.75,0.75
2,63.2,0.6,0.6
2,63.2,0.63,0.63
2,63.2,0.5,0.5
2,63.19,0.44,0.44
2,63.19,1.15,1.15
2,63.18,0.36,0.36
2,63.2,1.7,1.7
2,63.17,1.23,1.23
2,63.2,1.7,1.7
2,63.2,2,2
2,63.15,2.18,2.04
2,63.15,2.07,1.94
2,63.14,0.99,0.99
2,63.14,0.83,0.83
2,63.14,1.37,1.32
2,63.13,7.29,5.93
2,63.1,3.1,3.1
2,63.1,0.4,0.4
2,63.1,14.3,9.9
2,63.1,0.45,0.45
2,63.1,0.4,0.4
2,63.1,0.5,0.5
2,63.1,0.4,0.4
2,63.09,0.94,0.92
2,63.09,1.73,1.64
2,63.09,1.02,1.02
2,63.09,0.92,0.92
2,63.09,0.8,0.8
2,63.09,0.8,0.8
2,63.09,0.93,0.93
2,63.09,0.6,0.6
2,63.08,0.81,0.81
2,63.08,0.68,0.68
2,63.08,0.32,0.32
2,63.08,1.12,1.08
2,63.07,1.42,1.36
2,63.06,3.04,2.77
2,63.06,0.31,0.31
2,63.06,1.06,1.06
2,63.05,0.76,0.76
2,63.05,0.71,0.7
2,63.04,0.6,0.6
2,63.04,1.01,1.01
2,63.04,1.32,1.27
2,63.04,1.07,1.07
2,63.03,1.7,1.61
2,63.03,1.61,1.61
2,63.03,3.42,3.08
2,63.03,7.03,5.75
2,63.02,1.63,1.55
2,63.02,0.65,0.65
2,63.02,0.46,0.46
2,63.01,1.31,1.31
6,63.01,0.33,0.33
2,63.01,0.31,0.31
2,63.01,1.17,1.17
2,63,0.5,0.5
2,63,0.35,0.35
2,63,0.83,0.83
2,63,1.42,1.42
2,63,0.54,0.54
2,63,1.03,1
2,63,,
2,63,0.4,0.4
2,63,1.4,1.4
2,63,0.5,0.5
2,62.99,0.64,0.64
6,62.99,0.47,0.47
2,62.98,1.62,1.54
2,62.98,2.57,2.57
2,62.98,1.96,1.85
2,62.97,0.89,0.89
2,62.97,1.27,1.22
2,63,2.1,2.1
2,62.96,0.78,0.78
2,62.96,2.03,2.03
2,62.94,1.51,1.44
6,62.94,0.6,0.6
2,62.93,1.6,1.52
2,62.93,0.31,0.31
2,62.93,1.19,1.19
2,62.93,0.44,0.44
2,62.92,0.89,0.86
2,62.92,1.37,1.37
2,62.92,0.58,0.58
2,62.92,0.34,0.34
2,62.92,1.85,1.74
2,62.92,1.66,1.66
2,62.91,1.75,1.66
2,62.91,0.33,0.33
2,62.91,0.38,0.38
2,62.91,0.66,0.66
2,62.9,1.5,1.5
2,62.9,0.5,0.5
6,62.9,0.37,0.37
2,62.9,1.68,1.6
2,62.89,0.65,0.65
2,62.89,1.65,1.65
2,62.89,1.61,1.61
2,62.9,1.7,1.7
2,62.89,1.25,1.2
2,62.89,1.13,1.13
2,62.88,0.69,0.67
2,62.88,1.31,1.31
2,62.87,1.36,1.36
2,62.87,1.92,1.92
2,62.87,1.46,1.46
2,62.86,0.31,0.31
2,62.86,4.26,3.75
2,62.86,1.69,1.6
2,62.86,0.69,0.69
2,62.84,2.39,2.22
2,62.84,0.4,0.4
2,62.84,1.8,1.8
2,62.83,1.39,1.33
2,62.83,1.61,1.61
2,62.83,1.63,1.63
2,62.82,0.34,0.34
2,62.82,0.6,0.6
2,62.82,2.15,2.01
2,62.81,0.72,0.71
2,62.81,0.44,0.44
2,62.81,1,1
2,62.8,2.28,2.28
2,62.8,0.35,0.35
2,62.8,0.5,0.5
2,62.8,0.7,0.7
2,62.8,0.4,0.4
2,62.8,1.11,1.11
2,62.8,1.67,1.67
2,62.8,3.71,3.71
2,62.8,3.01,3.01
2,62.8,0.78,0.78
2,62.8,1.17,1.17
2,62.8,0.4,0.4
2,62.79,0.4,0.4
2,62.79,0.83,0.83
2,62.79,1.11,1.11
2,62.79,1.44,1.44
2,62.78,2.25,2.25
6,62.78,0.54,0.54
2,62.78,2.89,2.65
2,62.78,1.33,1.28
2,62.77,2.16,2.02
2,62.75,0.41,0.41
2,62.75,1.33,1.28
2,62.75,1.15,1.15
2,62.7,2.1,2.1
2,62.74,1.33,1.27
2,62.7,7.1,7.1
2,62.74,0.46,0.46
2,62.7,1.6,1.6
2,62.7,4.3,3.8
2,62.73,0.81,0.81
2,62.73,0.51,0.51
2,62.73,0.72,0.72
2,62.73,2.2,2.06
2,62.72,1.9,1.79
2,62.71,1.27,1.27
2,62.71,1.46,1.46
2,62.71,0.75,0.75
2,62.71,3.15,2.86
7,62.7,6.1,5.1
2,62.7,1.19,1.19
2,62.7,0.35,0.35
2,62.7,0.4,0.4
2,62.7,0.8,0.8
2,62.7,0.4,0.4
6,62.7,0.6,0.6
2,62.7,0.5,0.5
2,62.69,0.7,0.69
2,62.69,1.91,1.91
2,62.69,0.81,0.79
2,62.69,1.6,1.6
2,62.69,2.35,2.35
2,62.69,0.44,0.44
2,62.68,1.58,1.5
2,62.68,0.94,0.94
2,62.68,1.74,1.65
2,62.67,0.85,0.83
2,62.67,3.64,3.26
2,62.67,4.96,4.28
2,62.67,2.59,2.39
2,62.66,4.13,3.65
2,62.66,0.73,0.73
2,62.7,1.8,1.8
2,62.64,0.8,0.8
2,62.6,2.1,2.1
7,62.64,1.79,1.79
2,62.63,1.17,1.13
2,62.63,2.41,2.24
2,62.63,1.21,1.17
2,62.63,0.61,0.61
2,62.6,7.3,5.9
2,62.62,0.3,0.3
2,62.62,1.36,1.3
2,62.62,2.6,2.6
2,62.62,1.58,1.5
2,62.61,0.39,0.39
2,62.6,0.6,0.6
2,62.6,1.75,1.75
6,62.6,0.51,0.51
2,62.6,0.89,0.89
2,62.6,0.47,0.47
2,62.6,1,1
2,62.59,1.71,1.71
2,62.59,0.43,0.43
2,62.59,0.62,0.62
2,62.59,0.64,0.64
2,62.59,2.37,2.37
2,62.58,1.36,1.36
2,62.58,0.25,0.25
2,62.57,2.19,2.05
2,62.57,1,1
2,62.56,0.85,0.85
2,62.56,1.28,1.23
2,62.56,0.95,0.95
2,62.55,0.32,0.32
2,62.55,0.87,0.84
2,62.55,1.02,1.02
2,62.55,1.93,1.93
2,62.54,1.64,1.56
2,62.53,0.5,0.5
2,62.53,2.65,2.44
6,62.53,0.46,0.46
2,62.51,0.3,0.3
2,62.51,1.33,1.33
2,62.51,1.83,1.83
2,62.51,0.33,0.33
7,62.51,0.83,0.83
2,62.51,0.47,0.47
2,62.5,0.4,0.4
2,62.5,0.4,0.4
2,62.5,1.47,1.4
2,62.5,0.32,0.32
2,62.49,0.57,0.57
2,62.49,0.81,0.81
7,62.48,0.55,0.55
2,62.48,1.05,1.01
2,62.5,5.4,5.4
2,62.47,0.63,0.63
2,62.47,1.04,1.04
6,62.47,0.55,0.55
2,62.47,0.36,0.36
2,62.46,2.33,2.33
2,62.46,5.67,4.8
2,62.5,2.1,2.1
2,62.45,1.86,1.76
2,62.43,4.84,4.19
2,62.43,1.02,1.02
2,62.43,1.18,1.14
2,62.43,0.59,0.59
2,62.43,0.8,0.8
2,62.43,0.66,0.66
2,62.43,0.98,0.98
2,62.42,1.15,1.15
2,62.4,4.9,4.9
2,62.4,1.61,1.54
2,62.4,0.3,0.3
2,62.4,0.4,0.4
2,62.4,0.6,0.6
2,62.4,4.2,3.7
2,62.39,0.49,0.49
2,62.4,1.6,1.6
2,62.38,1.35,1.35
2,62.38,1.26,1.26
2,62.38,1.16,1.16
2,62.38,0.47,0.47
2,62.38,0.34,0.34
2,62.38,2.21,2.07
2,62.37,0.98,0.98
2,62.4,2.5,2.5
2,62.37,1.63,1.63
2,62.36,1.31,1.26
2,62.36,0.64,0.64
2,62.36,0.7,0.68
2,62.36,0.55,0.55
2,62.35,1.14,1.14
2,62.35,0.69,0.69
2,62.34,11.68,8.5
2,62.33,0.33,0.33
2,62.33,2.7,2.7
2,62.33,0.42,0.42
2,62.33,0.81,0.81
2,62.32,3.91,3.48
2,62.32,1.36,1.3
2,62.32,0.74,0.74
2,62.32,0.37,0.37
2,62.32,1.71,1.62
2,62.31,0.31,0.31
2,62.3,0.42,0.42
2,62.3,0.33,0.33
2,62.3,0.35,0.35
2,62.3,0.5,0.5
2,62.3,0.72,0.72
2,62.3,0.4,0.4
2,62.3,0.4,0.4
2,62.3,2.51,2.32
2,62.3,1.25,1.25
2,62.3,1.58,1.58
2,62.3,0.33,0.33
2,62.29,1.14,1.1
2,62.29,0.43,0.43
2,62.28,0.97,0.97
2,62.3,0.5,0.5
2,62.28,1.51,1.44
6,62.28,1.01,1.01
2,62.27,2.95,2.69
2,62.26,0.72,0.72
2,62.26,0.71,0.71
2,62.26,1.6,1.6
2,62.26,1.01,1.01
2,62.26,0.62,0.62
2,62.26,0.63,0.63
2,62.25,2.57,2.37
2,62.23,2.74,2.52
2,62.23,1.89,1.89
2,62.2,2.1,2.1
2,62.23,0.91,0.91
2,62.23,1.73,1.63
2,62.23,1.36,1.3
2,62.22,1.57,1.5
2,62.22,1.01,1.01
2,62.22,4.97,4.28
6,62.21,1.16,1.12
2,62.2,1.9,1.9
2,62.21,0.78,0.78
2,62.21,0.47,0.47
2,62.2,1.7,1.7
2,62.2,0.35,0.35
2,62.2,0.8,0.8
2,62.2,0.4,0.4
2,62.2,0.4,0.4
2,62.2,0.32,0.32
2,62.2,1.42,1.42
2,62.2,1.78,1.68
6,62.19,5.29,4.52
2,62.19,0.77,0.77
6,62.18,0.5,0.5
2,62.18,0.64,0.64
2,62.16,0.52,0.52
2,62.16,0.64,0.64
2,62.15,1.61,1.53
2,62.15,1.66,1.58
2,62.15,2.86,2.86
2,62.1,7.1,7.1
2,62.14,1.67,1.67
2,62.14,0.61,0.61
2,62.1,24.5,13.7
2,62.12,0.56,0.56
2,62.12,2.16,2.02
2,62.12,0.68,0.68
2,62.11,1.92,1.92
2,62.1,0.34,0.34
2,62.1,0.5,0.5
2,62.1,0.4,0.4
2,62.09,1.19,1.19
2,62.09,1.31,1.26
2,62.08,0.72,0.72
2,62.1,1.2,1.2
2,62.07,1.77,1.67
2,62.07,0.79,0.79
2,62.06,0.8,0.8
2,62.06,0.32,0.32
2,62.1,8.3,8.3
2,62.05,1.75,1.75
2,62.05,1.49,1.42
2,62.1,1.6,1.6
2,62.05,0.31,0.31
2,62.05,1.16,1.12
2,62.04,0.55,0.55
2,62.04,1.2,1.16
6,62.04,0.34,0.34
2,62.04,0.32,0.32
2,62.04,0.53,0.53
2,62.04,2.12,1.99
2,62.04,0.71,0.71
2,62.03,0.29,0.29
2,62.03,0.43,0.43
2,62.02,0.32,0.32
2,62.02,0.85,0.85
2,62.01,9.48,7.26
2,62,2,2
2,62.01,0.42,0.42
2,62.01,0.31,0.31
2,62,5.4,5.4
2,62,1.3,1.3
2,62,2.29,2.29
2,62,0.4,0.4
2,62,0.5,0.5
2,62,4.9,4.9
2,62,1.47,1.4
2,61.99,2.3,2.14
2,61.99,1.37,1.31
6,61.99,0.32,0.32
2,62,2.5,2.5
2,61.99,2.32,2.16
2,61.99,0.64,0.64
2,61.98,0.29,0.29
2,61.98,10.81,8.01
2,61.97,3.71,3.32
2,61.97,1.05,1.01
2,62,6,5
2,61.96,2.65,2.44
2,61.96,0.91,0.89
2,62,6.9,6.9
2,61.96,0.28,0.28
2,61.96,1.1,1.1
2,62,13.2,13.2
2,61.94,0.97,0.97
2,61.93,0.71,0.71
2,61.93,0.71,0.71
2,61.93,0.51,0.51
2,61.93,0.54,0.54
2,61.92,2.04,1.91
2,61.92,2.33,2.17
2,61.92,1.23,1.23
2,61.9,6.3,6.3
2,61.92,1.64,1.64
2,61.91,2.84,2.6
2,61.91,0.63,0.63
2,61.9,0.45,0.45
2,61.9,1.84,1.84
2,61.9,0.55,0.55
2,61.9,0.35,0.35
2,61.9,0.4,0.4
2,61.9,0.7,0.7
2,61.9,1.4,1.4
2,61.9,0.86,0.86
2,61.89,0.3,0.3
2,61.89,0.48,0.48
2,61.9,4.9,4.9
2,61.88,0.32,0.32
2,61.88,0.48,0.48
2,61.87,0.91,0.88
2,61.87,1.17,1.13
2,61.87,0.88,0.88
2,61.86,0.59,0.59
2,61.86,0.68,0.68
2,61.86,0.72,0.72
2,61.86,0.7,0.7
2,61.86,0.34,0.34
2,61.85,0.99,0.99
2,61.84,0.36,0.36
2,61.84,0.2,0.2
2,61.83,2.77,2.54
2,61.83,3.78,3.37
2,61.82,0.56,0.56
2,61.82,0.32,0.32
2,61.82,2.14,2
2,61.82,0.43,0.43
6,61.82,0.78,0.78
2,61.8,4,3.5
2,61.81,1.18,1.18
2,61.81,0.58,0.58
2,61.8,2.49,2.3
2,61.8,0.6,0.6
2,61.8,0.4,0.4
2,61.8,2.93,2.68
2,61.8,1.35,1.29
2,61.8,2.2,2.2
2,61.79,0.97,0.97
2,61.78,0.88,0.88
2,61.78,1.14,1.14
2,61.78,0.33,0.33
2,61.78,0.67,0.67
2,61.78,0.73,0.73
2,61.77,0.68,0.68
2,61.77,0.38,0.38
2,61.77,1.23,1.23
2,61.77,2.6,2.39
2,61.76,0.96,0.93
2,61.76,0.33,0.33
2,61.76,0.31,0.31
2,61.75,0.34,0.34
2,61.75,1.2,1.2
2,61.74,0.45,0.45
2,61.73,2.38,2.21
2,61.72,1.02,1.02
2,61.72,0.49,0.49
2,61.72,0.32,0.32
2,61.72,2.13,1.99
2,61.71,0.77,0.77
2,61.71,2,2
2,61.7,0.92,0.92
2,61.7,0.81,0.81
2,61.7,3.4,3.4
2,61.7,0.6,0.6
2,61.7,2.52,2.52
2,61.7,0.4,0.4
2,61.7,0.3,0.3
2,61.7,0.3,0.3
2,61.69,0.72,0.72
2,61.69,1.56,1.56
2,61.69,4.23,3.72
2,61.68,0.8,0.78
2,61.67,1.63,1.63
2,61.67,8.55,6.69
2,61.67,1.35,1.29
2,61.67,2.2,2.05
4,61.67,2.61,2.4
2,61.67,0.77,0.77
2,61.66,0.61,0.61
2,61.66,0.87,0.87
2,61.66,2.16,2.16
2,61.66,5.98,5.98
2,61.65,0.82,0.8
2,61.7,2.7,2.7
2,61.65,0.43,0.43
2,61.65,3.23,2.92
2,61.64,0.3,0.3
2,61.64,1.1,1.1
2,61.64,0.43,0.43
2,61.64,2.52,2.33
2,61.62,0.32,0.32
2,61.62,0.56,0.56
2,61.62,0.42,0.42
2,61.62,1.11,1.11
2,61.62,1.55,1.55
2,61.61,0.53,0.53
2,61.61,1.44,1.38
6,61.61,2.21,2.06
2,61.6,0.8,0.8
2,61.6,1.16,1.12
2,61.6,0.7,0.7
2,61.6,0.4,0.4
2,61.6,0.4,0.4
2,61.6,1.34,1.28
2,61.59,0.43,0.43
2,61.58,0.73,0.73
2,61.58,0.4,0.4
2,61.58,0.8,0.8
2,61.58,5.34,4.55
2,61.57,0.67,0.67
2,61.6,8.2,8.2
2,61.56,1.97,1.97
6,61.56,1.22,1.17
2,61.55,0.64,0.64
2,61.5,0.4,0.4
2,61.55,2.06,2.06
2,61.54,1.38,1.32
2,61.54,0.28,0.28
2,61.54,1.03,1.03
2,61.54,0.95,0.95
2,61.5,3.6,3.2
2,61.54,0.63,0.63
2,61.54,1.93,1.82
2,61.54,1.28,1.28
2,61.54,2.8,2.8
2,61.53,2.5,2.5
2,61.53,1.42,1.42
2,61.53,1.94,1.83
2,61.52,0.24,0.24
2,61.51,1.87,1.87
2,61.5,8.7,8.7
2,61.51,0.38,0.38
2,61.5,3.13,2.84
2,61.5,1.5,1.43
2,61.5,0.45,0.45
2,61.5,0.4,0.4
2,61.5,0.91,0.91
2,61.49,1.03,1.03
2,61.49,1.96,1.96
2,61.5,1.2,1.2
2,61.5,5.4,5.4
2,61.48,0.32,0.32
2,61.48,0.32,0.32
2,61.47,1.56,1.56
2,61.47,2.11,2.11
2,61.5,8.4,6.6
2,61.46,0.71,0.7
2,61.46,1.42,1.36
2,61.45,0.31,0.31
2,61.44,1.94,1.82
2,61.44,0.86,0.86
2,61.43,2.69,2.47
2,61.42,0.54,0.54
2,61.4,3.5,3.5
2,61.4,3.6,3.6
2,61.4,4.5,4.5
2,61.41,3.05,2.78
2,61.41,1.3,1.25
2,61.4,1.92,1.92
2,61.4,1.28,1.28
2,61.4,0.73,0.73
2,61.4,0.61,0.61
2,61.4,0.4,0.4
2,61.4,0.65,0.65
2,61.39,0.97,0.97
2,61.39,2.17,2.03
2,61.39,0.59,0.59
2,61.39,0.28,0.28
2,61.39,0.25,0.25
2,61.38,1.17,1.13
2,61.38,1.15,1.15
2,61.37,0.45,0.45
2,61.36,0.67,0.67
2,61.35,1.4,1.4
2,61.35,1.15,1.11
2,61.4,2.7,2.7
2,61.35,0.43,0.43
2,61.35,1.7,1.61
2,61.35,1.4,1.33
2,61.35,0.38,0.38
6,61.34,1.31,1.26
2,61.3,4.2,4.2
2,61.34,0.99,0.99
2,61.33,1.57,1.49
2,61.33,0.86,0.86
2,61.33,1.55,1.55
2,61.32,1.29,1.24
2,61.32,2.71,2.49
2,61.31,1.16,1.11
6,61.31,0.87,0.87
2,61.31,1.63,1.63
2,61.3,3.6,3.6
2,61.3,0.4,0.4
2,61.3,0.5,0.5
2,61.29,1.67,1.67
2,61.29,0.98,0.95
2,61.29,3.8,3.38
2,61.29,0.33,0.33
2,61.29,0.76,0.76
2,61.29,0.94,0.91
2,61.28,0.88,0.88
2,61.27,1.34,1.28
2,61.27,0.69,0.69
2,61.27,0.48,0.48
2,61.26,9.09,7.01
2,61.26,0.34,0.34
2,61.26,2.45,2.45
2,61.25,2.43,2.25
2,61.25,3.51,3.15
2,61.2,0.6,0.6
2,61.24,0.98,0.95
2,61.2,6.5,5.4
2,61.24,0.32,0.32
2,61.24,0.32,0.32
6,61.24,2.49,2.49
2,61.2,1.6,1.6
2,61.23,0.83,0.83
2,61.23,1.73,1.64
2,61.23,0.75,0.75
6,61.23,0.24,0.24
2,61.23,0.31,0.31
2,61.23,0.38,0.38
2,61.2,3.4,3.4
2,61.22,1.42,1.36
2,61.22,0.43,0.43
2,61.22,1.5,1.43
2,61.22,4.83,4.83
2,61.22,0.74,0.74
2,61.22,6.14,5.12
2,61.21,1.46,1.46
2,61.2,2.1,2.1
2,61.21,3.11,2.82
2,61.2,3.8,3.8
2,61.2,0.88,0.88
2,61.2,0.5,0.5
2,61.2,0.6,0.6
2,61.2,0.6,0.6
2,61.2,7.12,5.77
2,61.19,0.66,0.66
2,61.19,3.13,3.13
2,61.18,0.43,0.43
2,61.18,1.85,1.75
2,61.18,0.93,0.93
2,61.18,2.84,2.6
2,61.17,0.84,0.84
2,61.17,0.33,0.33
2,61.17,1.56,1.56
2,61.17,0.43,0.43
2,61.16,0.87,0.87
2,61.15,1.02,0.99
2,61.15,1.53,1.53
2,61.15,0.97,0.97
2,61.15,0.71,0.71
2,61.15,0.92,0.92
2,61.14,2.46,2.28
2,61.14,0.93,0.9
2,61.1,5.1,4.4
2,61.14,0.28,0.28
2,61.14,0.31,0.31
2,61.14,0.99,0.96
2,61.13,1.79,1.79
2,61.13,4.96,4.27
2,61.12,0.73,0.73
6,61.12,0.34,0.34
2,61.11,0.6,0.6
2,61.11,1.27,1.27
2,61.11,0.88,0.88
2,61.11,1.49,1.42
2,61.1,1.9,1.9
2,61.1,0.5,0.5
2,61.1,0.63,0.63
2,61.1,1.09,1.09
2,61.09,1.67,1.67
2,61.09,1.97,1.97
2,61.1,3.3,3.3
6,61.07,1,1
2,61.07,0.72,0.72
2,61.06,1.18,1.13
4,61.06,0.98,0.98
2,61.05,0.68,0.68
2,61.05,0.43,0.43
2,61.05,2.09,2.09
2,61.04,2.46,2.46
2,61.04,0.55,0.55
2,61.04,1.55,1.47
2,61.03,1.25,1.2
2,61.03,0.52,0.52
2,61.03,0.64,0.64
2,61.03,0.31,0.31
2,61.03,0.35,0.35
2,61.03,0.42,0.42
2,61.02,0.65,0.65
2,61.02,1.5,1.43
2,61.02,0.32,0.32
2,61.02,1.18,1.18
2,61.02,1.64,1.64
2,61.02,1.06,1.02
2,61.02,2.44,2.26
2,61.02,1.7,1.7
2,61,7.1,7.1
6,61,2,2
2,61,1,1
2,61,0.5,0.5
2,61,1.43,1.37
2,60.99,0.77,0.77
2,60.98,0.76,0.74
2,60.98,1.96,1.96
2,60.97,2.01,1.89
2,60.97,0.34,0.34
2,60.97,0.51,0.51
2,60.97,0.74,0.72
2,60.96,1.41,1.35
2,60.96,0.66,0.66
2,60.95,0.69,0.68
2,60.95,0.89,0.89
2,60.93,0.85,0.83
2,60.93,0.39,0.39
2,60.93,0.42,0.42
2,60.93,3.23,2.92
2,60.92,0.35,0.35
2,60.92,1.65,1.57
2,60.92,0.76,0.76
2,60.9,0.9,0.9
2,60.92,1.23,1.18
2,60.92,1.05,1.02
2,60.92,1.07,1.07
2,60.91,1.58,1.5
2,60.9,1.7,1.7
2,60.9,0.2,0.2
2,60.9,0.91,0.91
2,60.9,2.5,2.5
2,60.9,1.3,1.3
2,60.89,0.43,0.43
2,60.89,0.43,0.43
2,60.89,1.29,1.29
2,60.88,1.33,1.33
2,60.88,0.61,0.61
6,60.88,0.8,0.8
2,60.88,2.98,2.72
2,60.9,3.4,3.4
2,60.85,1.19,1.15
2,60.85,2.1,2.1
2,60.84,0.95,0.92
2,60.84,0.77,0.77
2,60.84,1.31,1.26
2,60.84,1.03,1
2,60.84,1.39,1.39
2,60.84,1.22,1.22
2,60.84,0.75,0.73
2,60.83,0.64,0.64
2,60.83,0.88,0.85
2,60.83,0.63,0.63
2,60.82,2.8,2.57
2,60.81,6.55,5.39
2,60.81,0.88,0.86
2,60.81,1.03,0.99
2,60.81,0.31,0.31
2,60.81,2.49,2.3
2,60.8,0.49,0.49
2,60.8,2.4,2.4
2,60.78,0.34,0.34
2,60.78,1.5,1.5
2,60.78,2.2,2.05
2,60.77,0.42,0.42
2,60.76,3.04,2.76
2,60.76,0.68,0.68
2,60.76,1.07,1.07
2,60.76,0.97,0.97
2,60.76,0.93,0.9
2,60.76,0.59,0.59
2,60.75,3.47,3.47
2,60.75,2.34,2.34
2,60.74,0.34,0.34
2,60.74,2.38,2.21
2,60.74,1.84,1.74
2,60.72,0.54,0.54
2,60.72,1.5,1.5
2,60.72,1.35,1.29
2,60.7,2,2
2,60.71,1.63,1.54
2,60.71,3.75,3.34
2,60.71,2.64,2.43
2,60.7,2.5,2.31
2,60.7,1.06,1.02
2,60.7,0.6,0.6
6,60.7,0.4,0.4
2,60.7,0.4,0.4
2,60.69,0.99,0.95
2,60.69,1.17,1.17
2,60.69,0.43,0.43
2,60.68,0.48,0.48
2,60.68,0.57,0.57
2,60.68,3.2,2.9
2,60.68,0.62,0.62
2,60.68,0.79,0.79
2,60.67,0.43,0.43
2,60.66,1.85,1.74
2,60.66,10.99,8.07
2,60.66,0.92,0.92
2,60.65,1.7,1.61
2,60.6,0.5,0.5
2,60.65,0.54,0.54
6,60.65,0.56,0.56
2,60.65,1.87,1.76
2,60.6,3,3
2,60.64,1.39,1.33
2,60.63,0.88,0.86
2,60.63,2.05,1.92
2,60.63,0.56,0.56
2,60.63,0.29,0.29
2,60.63,0.32,0.32
2,60.63,0.65,0.65
2,60.62,0.63,0.63
2,60.6,1.2,1.2
2,60.62,1.61,1.61
2,60.61,0.43,0.43
2,60.61,0.46,0.46
2,60.6,0.4,0.4
2,60.6,0.5,0.5
2,60.6,1.29,1.24
2,60.6,1.6,1.52
2,60.59,1,0.96
2,60.59,1.15,1.11
2,60.59,1.01,0.98
2,60.59,0.64,0.62
2,60.58,0.84,0.82
2,60.57,1.69,1.6
2,60.57,0.42,0.42
2,60.57,0.76,0.76
2,60.57,0.73,0.73
2,60.6,2.5,2.5
2,60.56,3.04,2.76
2,60.56,2.19,2.04
2,60.6,13.6,9.4
2,60.5,8.1,6.4
