Type,carbon_isotopes,silicon_isotopes
M,73.6,36
M,73.60,52.85
M,73.60,3
M,73.61,33
X,73.62,-183
Z,73.63,-96
M,73.6,59.6
M,73.66,68
M,73.66,44
M,73.67,14
M,73.68,36
M,73.68,30
M,73.70,25
M,73.7,11
M,73.72,-6
M,73.73,-6
M,73.73,-2
M,73.73,17
M,73.73,20
M,73.73,28
M,73.7,-1.0
M,73.75,65
M,73.75,29
M,73.77,29
M,73.79,-17
M,73.79,-6
M,73.79,1
M,73.79,25
Z,73.8,14
M,73.8,18
M,73.8,33
M,73.81,15
M,73.81,31
M,73.81,40
M,73.81,46
M,73.82,-20
M,73.83,17
M,73.84,-24
M,73.84,38
M,73.85,23.89
M,73.86,15
M,73.87,35
M,73.87,40
X,73.9,-81
M,73.89,41
M,73.90,47
M,73.92,53
M,73.9,19.8
M,73.95,21
M,73.95,-21
M,73.96,12
M,74.0,-24.2
M,73.98,-25
M,74,10
M,74,30.7
M,74.0,44.6
M,74.01,-10
M,74.02,9
X,74.03,-79
M,74.0,31.8
M,74.0,28
M,74.04,-26
M,74.06,46
M,74.07,16
M,74.08,45.80
M,74.10,12.0
M,74.1,33
Z,74.13,-68
M,74.13,-47
M,74.13,8
M,74.13,26
M,74.13,31
M,74.13,35
M,74.13,32
M,74.16,6
M,74.16,47
M,74.17,52
M,74.17,577
M,74.17,-7
M,74.18,-28
M,74.19,55
M,74.20,-49
M,74.21,59
M,74.21,20
M,74.23,47
M,74.23,-20
M,74.24,-30
M,74.24,-21
M,74.24,60
M,74.27,44.09
M,74.28,51
M,74.28,14
M,74.3,23.2
M,74.29,55
X,74.3,-685
M,74.3,-3
M,74.30,-48
M,74.30,6
M,74.31,41
M,74.31,22
M,74.3,23.3
M,74.33,42
M,74.33,42
M,74.34,34
M,74.36,21
M,74.36,44
M,74.38,61
M,74.38,38
M,74.4,17
M,74.4,27
M,74.40,51
M,74.41,32
M,74.41,19
M,74.4,44.5
M,74.42,-20
M,74.42,5
M,74.43,-5
M,74.43,7
M,74.44,88
M,74.45,54
M,74.5,38.5
M,74.48,-81
M,74.49,32
Z,74.49,-141
M,74.5,23
M,74.5,42
M,74.52,16
Z,74.52,-17
M,74.5,53.4
M,74.53,63
M,74.54,14.74
M,74.55,54
Z,74.55,-59
M,74.57,80
M,74.57,7
Z,74.59,-96
M,74.59,19
M,74.60,22
M,74.61,22
M,74.6,49.1
M,74.63,48
M,74.6,48.7
M,74.65,-21
M,74.65,-4
M,74.65,31
M,74.65,21
M,74.65,32
M,74.67,45
M,74.7,-26
M,74.71,64
M,74.72,59
X,74.7,-130
X,74.74,-110
M,74.74,-70
M,74.74,-7
M,74.76,37
M,74.77,33
M,74.78,-26
M,74.78,49
M,74.79,29
M,74.79,21
M,74.80,20
M,74.80,15
M,74.8,-23
M,74.8,-6
M,74.8,3
M,74.8,40
M,74.8,65
M,74.80,19
M,74.81,-13
M,74.82,-43
M,74.82,-3
M,74.82,28
Z,74.83,45
M,74.8,66.8
U,74.84,49
M,74.9,14
M,74.9,18.6
M,74.9,-33.3
M,74.88,-15
M,74.9,-37
Z,74.9,-32
M,74.9,29
M,74.9,31
M,74.91,35
M,74.91,38
U,74.92,171
M,74.94,63
M,74.96,-2
M,74.96,49
M,74.97,18
M,75,-36
M,75.00,10
M,75,16
M,75.00,19
Z,75.00,21.5
M,75.00,37
M,75,46
M,75.00,54
M,75.01,1
M,75.03,-36
M,75.05,16
M,75.06,53
M,75.06,23
M,75.08,45
M,75.1,30
M,75.1,51.3
M,75.11,75
M,75.12,-2
M,75.12,14
M,75.12,36
M,75.12,48
M,75.13,18
M,75.13,48
M,75.14,28
M,75.14,-13
M,75.16,24
M,75.17,11
M,75.18,-5
M,75.2,48.3
M,75.18,32
M,75.20,48
M,75.2,56
M,75.22,21
M,75.23,-38
M,75.24,-28
M,75.24,11
M,75.24,40
X,75.24,-261
M,75.28,51
M,75.29,43
M,75.30,31
M,75.30,43
Z,75.3,17
Z,75.3,20
M,75.3,29
M,75.30,50
M,75.32,23
M,75.35,27
X,75.35,-155
M,75.35,42
M,75.4,43.1
M,75.35,9
M,75.35,40
M,75.36,52
M,75.36,20
M,75.36,35
M,75.37,49
M,75.37,-36
M,75.38,31
M,75.38,-32
M,75.41,45
M,75.42,47
M,75.43,-4
M,75.44,-45
M,75.46,-269
X,75.47,-323
Z,75.47,-115
M,75.47,41
M,75.47,46
M,75.5,18
M,75.52,12
Z,75.53,-32
M,75.53,-4
M,75.54,33
Z,75.54,-47
M,75.56,56
M,75.59,-10
M,75.59,72
M,75.60,38
M,75.60,42
M,75.6,-15
M,75.61,38
M,75.62,48
X,75.64,-111
M,75.65,30
M,75.68,47
M,75.68,-4
M,75.68,-4
M,75.69,46
M,75.69,36
Z,75.7,-23
Z,75.7,-23
M,75.7,42
M,75.7,66
M,75.71,43
M,75.71,10
M,75.75,70
M,75.76,-1
M,75.76,15
M,75.76,-128
M,75.76,14
M,75.77,-33
M,75.77,13
M,75.79,20
M,75.79,3
Z,75.80,-5
M,75.8,-7
M,75.8,49
M,75.80,67
M,75.82,-3
M,75.83,62
M,75.83,-17
M,75.83,46
M,75.83,82
M,75.83,54
M,75.83,44
M,75.84,49
M,75.8,37.9
M,75.85,-30
M,75.85,33
M,75.85,32
M,75.88,-3
M,75.89,-13
M,75.89,88
M,75.91,9
M,75.91,44
M,75.95,41
M,75.96,39
M,75.97,22
M,75.98,19
M,76,-112
M,76.00,8
M,76.01,62
M,76.01,59
M,76.0,20.0
M,76.02,47
Z,76.03,-94
M,76.04,-20
M,76.05,3
M,76.05,21
M,76.06,34
M,76.1,35.1
Z,76.07,-43
M,76.09,48
M,76.09,20
M,76.1,-57
M,76.1,-25
M,76.1,47
M,76.11,63
M,76.11,119
M,76.12,7
M,76.13,-6
M,76.14,25
M,76.15,45
M,76.15,36
M,76.16,13
M,76.16,37
M,76.16,58
M,76.16,11
M,76.17,-108
M,76.19,29
Z,76.2,-125
M,76.2,-14
M,76.2,22
M,76.2,24
M,76.22,53
M,76.22,35
M,76.24,36
M,76.25,-1
M,76.25,5
M,76.3,46.1
M,76.30,40
Z,76.3,-65
M,76.3,19
M,76.31,39
M,76.32,24
X,76.35,-223
M,76.36,25
M,76.38,27
M,76.38,88
M,76.40,7
M,76.40,-2
M,76.42,39
M,76.42,77
M,76.4,-9.2
M,76.43,44
M,76.44,42
M,76.44,34
M,76.44,7
M,76.44,39
M,76.45,65
M,76.47,-11
X,76.48,-286
M,76.50,-5
M,76.5,3.3
M,76.54,6
M,76.6,-33
Z,76.6,-17
M,76.60,15
M,76.61,18
M,76.62,29
Z,76.65,-91
M,76.66,29
M,76.67,52
M,76.68,15
M,76.7,-31
M,76.7,-19
M,76.70,34.5
M,76.70,52.85
M,76.71,35
M,76.71,7
M,76.73,49
M,76.74,-10
M,76.74,4
M,76.74,11
M,76.74,34
M,76.76,-2
M,76.76,2
M,76.76,32
M,76.78,34
M,76.78,68.66
M,76.8,-81
M,76.81,12
M,76.81,26
M,76.81,27
M,76.81,74
M,76.82,5
M,76.83,39
M,76.87,-4
X,76.9,-281
M,76.88,3
M,76.88,21
M,76.88,9
Z,76.89,-58
Z,76.9,-157
M,76.9,38
M,76.9,55.0
M,76.93,-11
M,76.93,16
M,76.93,25
M,76.93,40
M,76.9,42.0
M,76.94,42
M,76.98,12
M,76.99,-17
M,76.99,-9
M,76.99,9
M,76.99,14
M,76.99,41
M,77.00,12
X,77,-391
M,77,19
M,77.03,-10
M,77.04,50
M,77.04,47
M,77.05,23
M,77.05,44
M,77.05,49
M,77.06,30
M,77.08,2
M,77.08,16
M,77.09,13
M,77.10,-26
M,77.10,3
M,77.12,-38
M,77.13,45.42
M,77.13,27
M,77.17,1
M,77.17,-104
M,77.19,37
M,77.19,48
M,77.21,32
M,77.24,-14
M,77.24,-32
M,77.24,46
M,77.24,28
Z,77.25,-21
M,77.26,28
M,77.3,21.9
M,77.3,44
M,77.31,59
M,77.34,72
M,77.35,-1
M,77.36,48
M,77.36,22
Z,77.37,-177
M,77.4,21.0
M,77.37,73
M,77.38,-70
M,77.39,16
M,77.40,44
M,77.4,1.7
M,77.41,42
M,77.43,-5
M,77.43,5
M,77.44,10
M,77.44,-42
M,77.44,12
M,77.45,53
M,77.46,26
Z,77.47,-13
M,77.48,46
M,77.52,29
M,77.53,20
M,77.54,33
M,77.57,32
M,77.58,-16
M,77.59,34
M,77.59,33
M,77.6,-20
M,77.6,17
M,77.61,20
M,77.62,-17
M,77.62,27
M,77.62,36
M,77.63,-6
M,77.64,65
X,77.66,-146
M,77.67,97
M,77.68,32
M,77.69,-6
M,77.69,56
M,77.7,-18.0
M,77.7,13
M,77.73,40
M,77.74,7
M,77.8,13.6
M,77.8,64.4
M,77.80,35
M,77.80,-9
M,77.8,18.9
M,77.82,55
M,77.82,28
M,77.82,-4
M,77.8,82.6
M,77.84,39
M,77.85,42
M,77.86,14
M,77.86,3
M,77.89,-47
M,77.9,-33
M,77.9,17.8
M,77.9,32
M,77.9,135
M,77.92,37
M,77.92,-3
M,77.93,-20
M,77.95,23
M,77.96,-13
Z,77.96,-125.48
M,78.00,7
M,78.00,58
M,78,18
M,78.00,37
M,78.01,27
M,78.01,-17
M,78.02,80
U,78.04,8
M,78.05,25
M,78.06,-34
Z,78.07,-74
M,78.08,2
Z,78.1,-37
Z,78.1,-37
M,78.1,-30
M,78.1,3.7
M,78.1,24
M,78.1,66
M,78.12,8
M,78.12,18
M,78.12,25
M,78.14,-98
M,78.16,15
M,78.2,-25
M,78.2,-3
M,78.2,13
M,78.22,38
M,78.22,-40
M,78.22,28
X,78.23,-281
M,78.23,31
M,78.26,2
M,78.26,67
M,78.3,-32
M,78.3,-19
M,78.30,21
X,78.3,-198
M,78.31,19
M,78.32,17
M,78.33,44
M,78.35,1
M,78.35,53
U,78.38,24
M,78.40,-6
M,78.4,-42
M,78.4,-10
M,78.4,56
M,78.42,4
M,78.44,-45
M,78.44,31
M,78.46,34
M,78.46,11
M,78.5,16
M,78.51,9
M,78.51,11
M,78.5,33.0
M,78.52,51
M,78.53,-13
M,78.55,-2.02
M,78.56,22.18
M,78.57,14
M,78.57,-6
M,78.6,-29
M,78.63,-11
M,78.6,1.3
M,78.64,2
M,78.64,27
M,78.69,-8
M,78.7,-30
M,78.70,-26
M,78.71,37
M,78.72,31
M,78.73,68
M,78.7,53
M,78.77,17
M,78.79,14
M,78.82,26
M,78.83,2
M,78.86,-5
C,78.87,1811
M,78.9,54
M,78.9,14.3
M,78.95,22
M,78.96,-31
M,78.96,3
M,78.96,-4
M,78.97,65
M,78.99,-13
M,79.00,32
M,79.00,6
M,79,-43
M,79,-42
M,79,-5
M,79,25
M,79,103
M,79.03,18
M,79.03,23
M,79.03,27
M,79.03,14
M,79.05,37
M,79.05,12
M,79.07,8
M,79.09,-2
M,79.09,15
M,79.1,-54
M,79.1,-51
M,79.12,-1
M,79.12,27
M,79.14,22
M,79.2,18.3
M,79.18,42
M,79.22,-12
M,79.25,-4
M,79.26,25
M,79.29,6
M,79.29,-3
M,79.30,35
M,79.34,45
M,79.35,-6
M,79.35,42
M,79.36,3
M,79.42,-17
M,79.42,39
M,79.46,27
M,79.49,-27
M,79.49,-40
M,79.5,-35
M,79.5,-29
M,79.52,5
M,79.53,22
M,79.55,18
M,79.55,-22
M,79.55,8
M,79.6,24.3
M,79.57,17
X,79.58,-336
M,79.62,-41
M,79.63,-9
M,79.64,30
M,79.64,32
M,79.65,14
M,79.69,32
U,79.70,413
M,79.71,-10
M,79.73,20
M,79.73,17
M,79.73,50
M,79.73,13
M,79.73,-9
M,79.75,-51
M,79.75,-19
M,79.75,20
M,79.75,26
M,79.76,40
M,79.77,33
M,79.77,2
M,79.79,54
M,79.79,10
Z,79.8,-54
M,79.80,24
M,79.82,-5
M,79.82,41
M,79.83,8
M,79.86,14
M,79.86,-14
M,79.87,34
M,79.88,11
M,79.92,21
M,79.94,1
M,79.95,-11
M,79.95,1
M,79.95,10
M,79.95,48
M,79.96,-16
M,79.98,-15
M,79.99,31
M,79.99,52
M,79.99,31
M,80.00,92
M,80,96
Z,80.02,-51
M,80.02,33
M,80.02,33
M,80.03,19
M,80.04,27
M,80.05,-26
M,80.07,12.65
M,80.07,32
M,80.08,-3
M,80.08,5
M,80.08,12
M,80.1,65
M,80.12,-1
M,80.14,18
M,80.15,-26
M,80.16,59
M,80.19,-61
M,80.19,20
M,80.19,48
M,80.19,101
M,80.19,10
M,80.2,-34
Z,80.22,29
M,80.24,12
M,80.24,-22
M,80.25,30
M,80.26,8
Z,80.27,-33
X,80.3,-397
M,80.3,12
M,80.31,53
M,80.32,44
M,80.34,-9
M,80.35,93
M,80.35,0
M,80.35,24
M,80.36,76
M,80.36,10
M,80.37,10
M,80.39,-15
Z,80.4,-121
Z,80.4,10
M,80.40,45
M,80.42,48
M,80.42,23
M,80.44,45
Z,80.44,-56
M,80.45,25
M,80.49,-8
M,80.49,16
M,80.49,22
Z,80.5,-10
M,80.5,3
M,80.5,25
M,80.51,45.2
M,80.53,51
M,80.53,27
M,80.54,4
M,80.54,-22
M,80.56,35
Z,80.59,-110
M,80.6,-24
M,80.6,-7
M,80.62,-8
M,80.63,44
Z,80.64,16
M,80.65,67
M,80.68,45
M,80.69,-27
M,80.69,20
M,80.7,-43
M,80.7,20
M,80.7,31
M,80.74,3
M,80.76,38
M,80.76,3
M,80.78,-1
M,80.8,-30.8
M,80.8,-51
M,80.8,-13
M,80.84,31
M,80.88,50
M,80.89,10
M,80.9,16
M,80.9,34
M,80.92,41
M,80.95,-84
M,81.00,-26
M,81.04,3
M,81.04,-7
M,81.07,-6
M,81.08,24
M,81.10,13
M,81.10,-60
Z,81.1,-108
X,81.10,-504
M,81.10,-7
M,81.10,33
M,81.10,-22
M,81.15,7
M,81.15,33
Z,81.16,-91
M,81.21,4
M,81.25,11
M,81.25,13
Z,81.28,-27
M,81.29,48
M,81.29,6
M,81.3,-31
M,81.3,100
M,81.31,-24
M,81.31,47
M,81.34,29
M,81.35,25
M,81.4,22.7
M,81.36,44
M,81.38,-12
M,81.38,6
M,81.38,24
M,81.4,13
M,81.41,35
M,81.42,-17
M,81.42,117
M,81.43,31
M,81.44,33
M,81.45,-18
Z,81.47,-13
M,81.49,41
M,81.50,16
M,81.50,35
M,81.5,-9
M,81.50,7
M,81.51,-8
M,81.52,-18
M,81.52,5
M,81.52,58
M,81.56,29
M,81.57,10
M,81.59,23
M,81.61,26
M,81.61,25
M,81.62,36
M,81.67,-6
M,81.69,22
M,81.70,-62
M,81.70,19
M,81.75,15
M,81.8,37.0
M,81.8,-47
M,81.82,41
M,81.83,-1
Z,81.83,-34
X,81.84,-387
M,81.85,26
M,81.86,-16
M,81.9,73
M,81.93,75
M,81.95,26
M,81.95,43
M,81.96,26
M,81.98,23
M,82.00,10
Z,82,-17
M,82,-6
Z,82,47
M,82,51
M,82,111
M,82.01,20
M,82.02,18
M,82.0,20.1
M,82.04,3
M,82.08,-18
M,82.10,0
M,82.1,-44
M,82.11,-36
M,82.11,44
M,82.12,39
M,82.12,8
M,82.15,38
M,82.2,-37
M,82.21,64
M,82.22,-18
M,82.22,-17
M,82.22,44
Z,82.22,-27
X,82.2,-151
M,82.26,27
M,82.31,36
M,82.31,17
M,82.33,4
U,82.34,29
M,82.36,-28
M,82.36,72
M,82.36,3
M,82.36,2
M,82.37,38
M,82.41,20
M,82.42,6
M,82.43,10
M,82.44,-47
M,82.46,-53
M,82.47,19
M,82.49,11
M,82.50,-32
M,82.50,-30
M,82.5,-4
M,82.5,94.1
M,82.54,-8
M,82.55,6
M,82.58,33
M,82.59,46
X,82.59,-188
M,82.59,35
M,82.59,2
M,82.6,9.7
M,82.6,-14
M,82.6,88
M,82.64,-7
M,82.69,27
M,82.7,13
X,82.71,-331
M,82.71,-58
M,82.71,37
M,82.75,33
M,82.77,-28
M,82.79,38
M,82.8,-14
M,82.8,4
M,82.85,-15
M,82.89,19
M,82.9,18
M,82.9,21
M,82.92,-35
M,82.92,47
Z,82.93,-85
M,82.93,-14
M,82.93,2
Z,82.94,-34
Z,82.94,-69
M,82.98,66
M,83,-53
M,83,-29
M,83,-25
M,83,41
M,83.00,-22
M,83.04,-26
M,83.06,13
M,83.07,11
M,83.07,-57
M,83.07,26
M,83.07,50
M,83.08,-60
M,83.1,-40
M,83.1,-31
X,83.10,-271
M,83.11,43
M,83.11,-6
M,83.13,38
M,83.13,31
M,83.14,-24
M,83.2,1.8
M,83.18,19
M,83.18,-17
M,83.19,15
Z,83.2,-10
M,83.20,40
M,83.2,75
M,83.2,6.7
Z,83.22,-112
M,83.22,-5
M,83.22,0
M,83.22,-18
M,83.22,9
M,83.3,15.7
M,83.26,11
M,83.29,-5
M,83.29,8
M,83.3,-70
Z,83.3,-30
M,83.3,12
M,83.30,9
M,83.31,3
M,83.3,34.6
M,83.33,16
M,83.33,22
M,83.34,30
Z,83.35,-49
M,83.36,-3
M,83.36,-33
M,83.36,-2
M,83.36,11
M,83.37,-15
M,83.37,4
M,83.38,13
M,83.4,-37
M,83.42,1
M,83.44,-14
M,83.44,32
M,83.45,52
X,83.49,-188.17
Z,83.50,-28
M,83.5,-28
M,83.5,-8
M,83.5,32
M,83.51,3
X,83.56,-294
M,83.58,-17
M,83.6,-30
M,83.6,-19.4
M,83.65,-9
M,83.65,15
M,83.68,16
Z,83.7,-53
M,83.73,-33
M,83.73,22
M,83.75,14
M,83.8,43
M,83.8,-19
M,83.80,0
M,83.84,-12
M,83.89,71
M,83.91,20
M,83.95,16
M,83.98,3
M,84.00,-6
M,84.00,-6
M,84.02,4
M,84.02,58
M,84.02,77
M,84.05,-14
M,84.06,15
M,84.1,-3
M,84.1,26.4
M,84.1,44
M,84.2,39.0
M,84.16,14
Z,84.17,-9
M,84.17,10
M,84.2,-46
M,84.2,30
M,84.2,9.0
M,84.24,30
X,84.3,-148
M,84.3,-6
M,84.31,21
M,84.32,37
M,84.32,-8
M,84.32,4
M,84.33,35
M,84.33,16
M,84.39,10
M,84.4,-24
M,84.4,-18
M,84.4,46.1
M,84.42,31
M,84.44,12
M,84.47,10
M,84.47,21
M,84.5,-3
X,84.56,-346.49
M,84.57,-18
M,84.57,62
M,84.62,10
M,84.62,20
M,84.68,17
M,84.68,18
M,84.7,-22
M,84.7,18
M,84.70,40
M,84.74,60
M,84.82,7
M,84.84,26
M,84.85,-13
M,84.86,-16
M,84.9,-29
M,84.9,-22
M,84.90,-6
M,84.91,6
M,84.92,-45
M,84.9,-25.6
M,84.94,8
M,84.99,45
M,84.99,-7
M,85,-48
M,85,-46
M,85,-1
X,85.00,-197
M,85.02,19
M,85.07,20
M,85.1,99
M,85.11,-33
M,85.14,-30
M,85.14,11
M,85.15,17
M,85.2,-20.8
M,85.20,30
Z,85.2,-161
M,85.2,-51
M,85.2,-10
M,85.2,17
M,85.22,5
M,85.23,16
M,85.24,33
M,85.24,25
M,85.24,31
M,85.26,3
M,85.26,-20
M,85.27,-3
Z,85.27,115
Z,85.29,-69
M,85.29,-19
M,85.30,39
M,85.4,18.3
M,85.4,-23
M,85.4,-9.6
M,85.4,37
M,85.42,-13
Z,85.45,-129
M,85.46,10
M,85.48,15
M,85.48,-3
Z,85.6,-61
M,85.60,-5
M,85.60,60
M,85.6,-46
M,85.6,-27
M,85.6,4
M,85.6,7
Z,85.60,-72
M,85.60,46
M,85.68,14
M,85.68,17
M,85.69,1
M,85.71,-128
M,85.71,40
M,85.74,-2
M,85.74,15
M,85.75,-10
M,85.76,-24
M,85.8,-52
M,85.8,10
M,85.8,40
M,85.83,-1
M,85.85,12
M,85.89,-3
X,85.9,-119
M,85.9,-64
M,85.9,-51
M,85.9,-17
M,85.91,26
M,85.91,-88
M,85.95,30
M,85.95,58
M,86,-54
M,86.0,-20.6
M,86,-12
M,86.03,-32
M,86.04,-8
M,86.05,14
M,86.05,-6
M,86.06,-5
M,86.1,-46
M,86.1,-36
M,86.1,-17
M,86.15,11
M,86.15,1
M,86.17,3
M,86.22,-53
M,86.22,-21
M,86.22,57
Z,86.22,-3
M,86.27,67
M,86.3,-57
M,86.3,-43
M,86.3,-28
M,86.3,-10
M,86.3,18
M,86.32,7
M,86.32,12
M,86.36,27
M,86.37,-1
M,86.4,6.8
M,86.4,-76
M,86.4,4
M,86.41,20
Z,86.45,-93
M,86.45,7
M,86.45,22
M,86.49,115
U,86.49,22
M,86.5,-52
M,86.51,34
M,86.58,10
M,86.59,3
Z,86.61,-107
M,86.61,72
M,86.62,-13
M,86.63,-33
M,86.6,31.6
M,86.64,66
M,86.7,17.8
M,86.67,19
M,86.68,-22
M,86.7,-1
M,86.7,-1
M,86.7,3
M,86.7,35
M,86.73,-4
M,86.74,12
M,86.74,12
M,86.76,3
M,86.76,69
M,86.77,14
M,86.8,-13
M,86.8,30
M,86.84,-42
M,86.86,-9
M,86.87,-25
M,86.89,-14
M,86.9,-68
M,86.9,-35
M,86.9,17
Z,86.92,-147
M,86.92,-11
M,86.92,-4
M,86.92,-3
M,86.92,20
M,86.92,26
M,86.94,45
M,86.97,-25
M,86.98,-6
M,87,-37
M,87,-22
M,87.00,-9
M,87.00,-1
M,87.02,-12
M,87.03,-29
M,87.06,-18
M,87.06,47
M,87.07,0
M,87.08,-21
M,87.08,51
M,87.1,-34
M,87.1,0.3
M,87.1,4
M,87.11,14
M,87.11,14
M,87.15,3
M,87.18,-20
X,87,-126
Z,87.21,-132
M,87.22,32
M,87.24,7
M,87.2,8.2
Z,87.30,-57
M,87.3,-43
M,87.3,-39
M,87.3,-31
M,87.3,-21
M,87.3,-6
M,87.3,0
M,87.3,25
M,87.32,0
M,87.34,37
M,87.35,-22
M,87.35,5
M,87.38,5
M,87.4,6
M,87.4,39
M,87.47,-7
X,87.47,-200
M,87.5,-59
M,87.5,-47
M,87.5,-44
M,87.5,-11
M,87.5,-8
M,87.5,-7
M,87.5,30
M,87.58,3
M,87.6,-61
M,87.6,-48
M,87.6,-46
M,87.6,-30
M,87.61,-26
M,87.6,63.8
M,87.63,18
M,87.64,-5
Z,87.64,-35
M,87.7,-37
M,87.7,-32
M,87.7,-32
M,87.7,-5
M,87.7,10
M,87.7,13
X,87.75,-101
Z,87.80,-100
M,87.8,-50
M,87.8,-45
M,87.83,76
M,87.85,29
M,87.86,1
M,87.88,-62
M,87.88,-15
M,87.88,-13
M,87.9,16.5
M,87.90,0
M,87.9,-91
M,87.9,-50
M,87.9,-48
M,87.9,13
M,87.96,-1
M,88.00,-12
X,88.00,-236
M,88,-47
M,88,-47
M,88,-33
M,88,-22
Z,88,-14
M,88,-7
M,88,-4
M,88.0,0.8
M,88,6
M,88.01,-10
M,88.04,-17
M,88.05,52
M,88.06,36
M,88.10,29
M,88.1,4
M,88.1,7
M,88.1,12
M,88.1,15
M,88.14,-22
M,88.19,-47
M,88.20,-49
M,88.2,-27
M,88.2,-17
M,88.2,6
M,88.21,-47
M,88.2,7.6
M,88.23,-12
M,88.25,-10
M,88.25,47
M,88.25,17
M,88.26,-6
X,88.3,-77
M,88.3,-83
M,88.3,-57
M,88.3,-44
M,88.3,-34
M,88.3,-28
M,88.3,-1
M,88.3,10
M,88.3,19
Z,88.3,22
M,88.36,0
M,88.37,54
M,88.38,1
M,88.39,-9
M,88.4,-65
M,88.4,-32
M,88.4,1
M,88.4,43
M,88.44,66
M,88.45,17
Z,88.47,-113
M,88.5,-49
M,88.5,-19
Z,88.53,-48
M,88.53,-28
M,88.53,-25
M,88.53,-11
M,88.53,40
M,88.59,-4
M,88.6,-22
M,88.6,-21
M,88.6,4
M,88.65,11
M,88.7,9.3
M,88.7,-76
M,88.7,-56
M,88.7,-51
M,88.7,-48
M,88.7,-47
M,88.7,-33
M,88.7,21
M,88.78,-26
M,88.8,-33
M,88.8,-4
M,88.8,1
M,88.83,-4
M,88.86,21
M,88.86,8
M,88.87,17
M,88.87,-5
M,88.88,-5
M,88.89,2
X,88.9,-104
Z,88.9,-86
X,88.9,-68
M,88.9,-34
M,88.9,-23
M,88.9,-21
M,88.9,-11
M,88.9,5
M,88.91,-33
M,88.93,45
M,88.94,-4
M,88.94,2
M,88.94,9
M,88.95,17
M,89,-49
M,89,-48
M,89,-43
M,89,-43
M,89,-28
M,89,-7
M,89,29
M,89.0,13
M,89.03,-19
M,89.03,3
M,89.0,-14.4
X,89.08,-112
M,89.1,-39
M,89.1,-34
M,89.1,-27
M,89.1,-7
M,89.1,6
M,89.1,26
M,89.1,64
M,89.15,-7
M,89.19,24
M,89.19,-36
M,89.2,-19
M,89.2,-14
M,89.2,-10
M,89.3,-67
M,89.3,-64
M,89.3,-62
M,89.3,-42
M,89.3,-27
M,89.31,-54
X,89.35,-141
M,89.36,-6
M,89.39,12
M,89.4,-18
M,89.44,-26
M,89.44,-9
M,89.44,0
M,89.44,10
M,89.5,-31
M,89.5,-27
M,89.5,5
M,89.5,12
Z,89.52,-200
M,89.53,-17
M,89.59,11
M,89.60,-2
Z,89.6,-242
M,89.6,-60
M,89.6,13
M,89.6,39
M,89.61,-3
M,89.61,21
M,89.65,82
M,89.66,-31
M,89.66,91
M,89.67,-3
M,89.69,-14
M,89.7,15
M,89.7,32
Z,89.72,21
M,89.7,13.9
M,89.76,3
M,89.77,-16
M,89.78,90
M,89.8,24
M,89.81,11
M,89.82,-1
M,89.83,8
M,89.84,14
M,89.84,10
M,89.86,0
M,89.9,-49
M,89.9,-33
M,89.9,-28
M,89.9,-22
M,89.9,-16
M,89.9,42
M,89.9,46
M,89.91,52
M,89.94,29
M,89.94,-36
M,89.94,1
M,89.96,-2
M,89.97,-11
M,90.0,-10
M,90.0,4.9
M,90,39
Z,90.00,1
M,90.03,-8
M,90.03,11
M,90.03,86
M,90.0,10.5
M,90.06,1
M,90.07,-56
M,90.1,48.7
M,90.11,0
M,90.14,4
M,90.20,2
M,90.2,-60
M,90.2,-23
M,90.2,8.3
M,90.21,3
M,90.22,20
M,90.23,-22
M,90.2,-16
X,90,-150
M,90.28,3
M,90.28,6
M,90.29,-14
M,90.3,-40
M,90.3,-3
M,90.3,32
M,90.35,25
M,90.36,9
M,90.39,17
M,90.4,-16
M,90.4,35
M,90.40,81
M,90.4,-15.7
M,90.42,52
M,90.44,5
M,90.44,9.1
M,90.45,-8
M,90.45,18
M,90.5,-35
M,90.5,-7
M,90.5,16.8
M,90.52,10
M,90.52,85
M,90.54,-23
M,90.54,-6
M,90.54,3
M,90.6,-17
M,90.6,25
M,90.60,19
M,90.60,-13
M,90.61,5
M,90.7,2.7
M,90.68,8
M,90.7,-21
M,90.7,-17
M,90.7,8
M,90.72,29
M,90.75,-67
M,90.75,14
M,90.77,16
M,90.8,10.1
M,90.80,-24
M,90.80,35
M,90.8,-32
M,90.8,15
M,90.85,74
M,90.87,-95
M,90.88,31
M,90.9,-2.3
M,90.9,3.5
M,90.95,14
M,90.96,-28
M,90.97,-77
M,91,-58
M,91.03,-80
M,91.03,21
M,91.04,36
M,91.05,-15
M,91.06,8
Z,91.06,-78
M,91.08,-5
Z,91.1,-67
M,91.1,-24
M,91.1,11
M,91.14,-8
M,91.14,-46
M,91.1,-20.6
M,91.18,13
M,91.18,-12
M,91.20,7
M,91.22,38
X,91.22,-33
M,91.23,-37
M,91.23,-27
M,91.23,-17
M,91.23,-8
M,91.24,-38
M,91.24,43
M,91.25,42
M,91.28,6
Z,91.3,58
M,91.3,-8.9
M,91.32,-3
M,91.36,-174
M,91.38,12
X,91.38,-307
M,91.40,-24
M,91.41,32
M,91.42,-3
X,91.46,-160
M,91.46,18
M,91.48,1
M,91.5,33.2
M,91.5,-11
M,91.51,-15
M,91.55,1.0
M,91.58,-23
M,91.58,-15
M,91.6,-67
M,91.6,-62
M,91.6,-13
